Date/Time,EU_CELL_ZONE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/01  01:00:00,111136450.15188871 
 01/01  02:00:00,133289085.34803541 
 01/01  03:00:00,122277081.54209772 
 01/01  04:00:00,122211504.90649039 
 01/01  05:00:00,122700591.33825812 
 01/01  06:00:00,120523499.28008142 
 01/01  07:00:00,116611191.39338304 
 01/01  08:00:00,113117205.52823995 
 01/01  09:00:00,114973748.62733561 
 01/01  10:00:00,118783756.98077548 
 01/01  11:00:00,123071374.48103087 
 01/01  12:00:00,133960311.8276569 
 01/01  13:00:00,120603135.73691973 
 01/01  14:00:00,102827339.1435606 
 01/01  15:00:00,95999791.87412168 
 01/01  16:00:00,89589334.2623628 
 01/01  17:00:00,86113239.976314 
 01/01  18:00:00,84917960.6742403 
 01/01  19:00:00,95759295.91328347 
 01/01  20:00:00,92539708.416998 
 01/01  21:00:00,80853479.84341525 
 01/01  22:00:00,78054306.27123196 
 01/01  23:00:00,88210381.14333905 
 01/01  24:00:00,105644081.84491427 
 01/02  01:00:00,89776829.69662012 
 01/02  02:00:00,91371117.68677211 
 01/02  03:00:00,92888626.02763069 
 01/02  04:00:00,95017637.93679094 
 01/02  05:00:00,98791153.18726091 
 01/02  06:00:00,105517684.98830113 
 01/02  07:00:00,113722937.9325507 
 01/02  08:00:00,121068749.01743428 
 01/02  09:00:00,136247347.39856157 
 01/02  10:00:00,147823184.08003142 
 01/02  11:00:00,148229277.746592 
 01/02  12:00:00,148168916.82638797 
 01/02  13:00:00,125122980.99864444 
 01/02  14:00:00,103610464.74910064 
 01/02  15:00:00,97501308.22866744 
 01/02  16:00:00,96117706.54984835 
 01/02  17:00:00,101735629.40118347 
 01/02  18:00:00,108745794.12320791 
 01/02  19:00:00,122671238.01044288 
 01/02  20:00:00,117301084.23669551 
 01/02  21:00:00,102167761.08487867 
 01/02  22:00:00,97400955.94713923 
 01/02  23:00:00,103096579.62475677 
 01/02  24:00:00,114158504.48417722 
 01/03  01:00:00,92431486.59592974 
 01/03  02:00:00,88166606.66754228 
 01/03  03:00:00,83247473.00003806 
 01/03  04:00:00,84357240.66764478 
 01/03  05:00:00,91746314.53579618 
 01/03  06:00:00,96650331.26514623 
 01/03  07:00:00,98007475.15541421 
 01/03  08:00:00,98173784.37105055 
 01/03  09:00:00,109457273.17560062 
 01/03  10:00:00,124040862.55319679 
 01/03  11:00:00,128189760.67017695 
 01/03  12:00:00,130964781.26717804 
 01/03  13:00:00,117523546.00448556 
 01/03  14:00:00,110007885.79329923 
 01/03  15:00:00,114647905.1680836 
 01/03  16:00:00,116631453.25726508 
 01/03  17:00:00,119470874.14069462 
 01/03  18:00:00,124150247.32625365 
 01/03  19:00:00,139609228.6026932 
 01/03  20:00:00,138059515.80756208 
 01/03  21:00:00,128752903.1654061 
 01/03  22:00:00,127562332.17094903 
 01/03  23:00:00,132773326.00736156 
 01/03  24:00:00,143225837.21579283 
 01/04  01:00:00,120947845.63419311 
 01/04  02:00:00,117566231.90243214 
 01/04  03:00:00,116197128.9000172 
 01/04  04:00:00,112812902.01803343 
 01/04  05:00:00,109608540.36949398 
 01/04  06:00:00,109923345.99685386 
 01/04  07:00:00,108482275.61948746 
 01/04  08:00:00,106126871.58705968 
 01/04  09:00:00,112541387.19398423 
 01/04  10:00:00,119051936.98424804 
 01/04  11:00:00,122746421.21408035 
 01/04  12:00:00,131112769.74932069 
 01/04  13:00:00,117397869.76234485 
 01/04  14:00:00,104773998.59163243 
 01/04  15:00:00,107653721.55551164 
