Date/Time,BATIMENT0000000240879459_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879459_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879459_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879459_PART0_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879459_PART0_F4_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
 01/01  01:00:00,4388959.965878853,3374722.341613972,3372606.2724716063,3670609.8247708404,7713860.091423995 
 01/01  02:00:00,5143431.249415051,4119339.679035737,4108329.190532436,4416687.055042031,8888964.776182929 
 01/01  03:00:00,5527514.458422987,4501833.750751383,4483961.294729461,4796791.393097276,9472323.848935219 
 01/01  04:00:00,5755196.723310518,4730495.781190463,4706303.552817589,5023282.211503937,9877254.676188681 
 01/01  05:00:00,5924510.497683071,4904175.2636742,4875077.074206889,5194665.097102677,10165360.541331656 
 01/01  06:00:00,6217530.305048262,5202227.461653125,5168909.663469359,5492018.957754426,10610460.566451736 
 01/01  07:00:00,6329642.929387119,5320024.502897881,5283094.820411564,5608798.473715503,10838690.353559958 
 01/01  08:00:00,6502217.798263429,5498721.054606792,5458353.565467035,5786890.803617559,11145557.128431063 
 01/01  09:00:00,6903594.786582254,5907422.0491488725,5865005.323002121,6198392.349833556,11720052.114409344 
 01/01  10:00:00,7074285.042033922,6120229.560262859,6090681.178044385,6428359.433472441,11765703.049787251 
 01/01  11:00:00,5468150.663681151,4668859.263014223,4697879.84027656,5024588.196154935,8884470.864298452 
 01/01  12:00:00,2963165.18283478,2302164.2190677985,2392601.9582616054,2686686.851238966,4548402.232597472 
 01/01  13:00:00,960163.3692025178,463951.4691837948,556990.4759713652,770884.1264855321,1338712.8175483495 
 01/01  14:00:00,0.0,0.0,0.0,0.0,588.3778138202616 
 01/01  15:00:00,0.0,0.0,0.0,0.0,0.0 
 01/01  16:00:00,0.0,0.0,0.0,0.0,0.0 
 01/01  17:00:00,0.0,0.0,0.0,0.0,660831.1159155273 
 01/01  18:00:00,1782702.3414047377,787577.6009068155,866700.386202475,1155427.3151998552,3707053.640201397 
 01/01  19:00:00,2556542.670616359,1669043.4200142568,1711296.517555474,1968733.6572201024,4801336.206122316 
 01/01  20:00:00,3086918.720002083,2152407.9196115313,2192556.5115088425,2466070.983344206,5557248.420465078 
 01/01  21:00:00,3409460.5726280166,2449843.1948694196,2484064.125201339,2765595.0796407997,5998342.553445662 
 01/01  22:00:00,3522176.7495439826,2546837.21484151,2573550.660006449,2858394.652942097,6184351.1016225945 
 01/01  23:00:00,3628763.016472146,2636027.7454504045,2652301.7026124555,2940004.4015328637,6465066.786992396 
 01/01  24:00:00,3677650.2826795042,2676223.6766405236,2684163.962754145,2973874.8799963514,6618585.166555937 
 01/02  01:00:00,3768722.710197123,2769098.5729711046,2771670.3183953827,3059999.017439032,6692659.796395453 
 01/02  02:00:00,3806498.5836328417,2812334.079377231,2810555.12166548,3096722.864006757,6683471.07794936 
 01/02  03:00:00,4038308.9972868734,3048313.444666521,3041920.6822826844,3326134.7658202085,6944859.141770655 
 01/02  04:00:00,4473908.76362221,3489799.2179998374,3480502.074779762,3765933.0847102073,7455855.117213514 
 01/02  05:00:00,4913418.357977864,3936802.178797434,3925133.485796984,4211386.456208944,7980608.992706069 
 01/02  06:00:00,5214589.888827398,4242577.912474385,4227856.465793779,4515311.970795985,8385309.594052763 
 01/02  07:00:00,5250328.553151613,4284579.0343832895,4267154.762837448,4553773.16381825,8445086.15071092 
 01/02  08:00:00,5396890.312425906,4437082.6180491075,4417244.027840064,4702952.21844081,8635981.130716164 
 01/02  09:00:00,5704172.614795636,4751349.186303991,4730119.890651879,5017276.701069618,9033725.919455888 
 01/02  10:00:00,5836562.344995983,4908268.955402923,4892791.23349784,5179438.013736823,9058805.321161114 
 01/02  11:00:00,5385462.374894191,4541051.160655267,4555610.071600419,4832491.503135371,7849699.666203495 
 01/02  12:00:00,4273596.463766025,3520441.133866873,3567328.302199432,3815409.0734797004,5514677.298710428 
 01/02  13:00:00,3301061.86459749,2597254.9010868273,2664186.2211138625,2878895.4947305755,3609765.3898355556 
 01/02  14:00:00,3799936.5848424938,3033969.658701835,3075680.477880885,3292717.7526883986,4714926.670130037 
 01/02  15:00:00,4971901.554326032,4157778.9676349415,4183574.2887819046,4414449.724054182,6646699.10224902 
 01/02  16:00:00,6098790.576878739,5252188.459412228,5265679.253599868,5510588.60955355,8474530.83586836 
 01/02  17:00:00,6937362.022454686,6073387.3304998,6079379.9784491155,6339306.108786963,9944027.20976898 
 01/02  18:00:00,8230150.765569215,7345620.612585752,7344100.682894288,7632954.236183127,12232637.889411438 
 01/02  19:00:00,9124002.020509688,8243687.423583903,8241846.974049821,8541932.849414576,13387870.599146098 
 01/02  20:00:00,9519398.336821537,8643357.451600939,8640380.226723548,8948168.411552282,13937088.207605405 
 01/02  21:00:00,9747762.56675226,8876657.21997917,8872765.894189471,9187075.30620728,14294037.318960983 
 01/02  22:00:00,10356654.492149994,9490902.049289232,9486421.228344824,9807721.89580605,15058867.75531817 
 01/02  23:00:00,11039450.217748929,10179367.282158993,10174564.158212025,10503545.013529243,15927479.48208163 
 01/02  24:00:00,11749061.441251652,10894857.517601311,10890022.136256402,11229530.076529773,16930218.186835274 
 01/03  01:00:00,12473918.921945225,11626104.705038222,11621531.493881496,11973449.454139564,18011389.316984504 
 01/03  02:00:00,13163845.406424645,12315390.27503756,12307144.351724187,12676837.544753,19364991.696769923 
 01/03  03:00:00,13759885.993376372,12916188.88631834,12907210.808656795,13290897.508382665,20358399.35296689 
 01/03  04:00:00,14168219.6781751,13331542.43335466,13322915.467989448,13717997.827169945,21028443.071212623 
 01/03  05:00:00,14435651.732242357,13606010.925873697,13597819.07007538,14002840.864180801,21508781.520756572 
 01/03  06:00:00,14555063.43463597,13732264.554906912,13724512.548173748,14138162.260224171,21807305.99220646 
 01/03  07:00:00,14690925.361262646,13874667.822249942,13867452.82498055,14289466.065877764,22124115.366415888 
 01/03  08:00:00,14802942.691371404,13992572.972670004,13985879.424343675,14414876.135909732,22374511.811927702 
 01/03  09:00:00,14928971.883994782,14124103.685342215,14117945.147694064,14552770.045298137,22595006.037825145 
 01/03  10:00:00,14829637.20517157,14033569.92773746,14029634.143688537,14466851.722255642,22400343.638134263 
 01/03  11:00:00,14347611.297327338,13572468.86583345,13577944.955059879,14003076.215436649,21142800.169447046 
 01/03  12:00:00,13513372.49641978,12762001.44589721,12780378.629875852,13169922.574474756,18699507.58381036 
