Date/Time,BATIMENT0000000240880015_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880015_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880015_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880015_PART0_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880015_PART0_F4_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880015_PART0_F5_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
 01/01  01:00:00,3173827.9916739324,1681776.3679629075,1622734.8841619503,1709828.027622134,2034335.3262121032,6360324.535946019 
 01/01  02:00:00,3998467.1295082783,2505531.664072734,2435731.6810200806,2514392.032894108,2848046.6217220877,7610286.412358307 
 01/01  03:00:00,4434285.901172674,2951993.579098658,2874829.98459462,2946106.049282779,3282729.79898873,8249673.878565029 
 01/01  04:00:00,4709618.555054418,3239867.821450148,3156024.783874699,3220182.4996417747,3559337.5563472332,8704511.274709826 
 01/01  05:00:00,4920948.350170027,3468557.8896838995,3379877.2737830416,3437689.6234668386,3777931.663973839,9041770.303981474 
 01/01  06:00:00,5251930.445726444,3816255.367858446,3723526.226923394,3775698.324165645,4117938.8109115763,9532067.511908926 
 01/01  07:00:00,5399757.945888151,3980338.740909793,3884206.2724958113,3931316.02396468,4274778.437881853,9801921.466262644 
 01/01  08:00:00,5604908.822971244,4201939.582843806,4102599.441373616,4144642.8356093355,4489503.779427381,10147489.111778717 
 01/01  09:00:00,6034216.555156797,4648101.244703721,4547135.171999125,4585558.378178679,4933980.792142911,10760506.804430544 
 01/01  10:00:00,6124272.625945056,4810741.739453055,4732306.389911031,4781378.903931338,5134053.698764626,10780632.808219913 
 01/01  11:00:00,3977882.44618518,2931098.0882541924,2956215.7078148914,3063727.199924947,3412528.0336375874,7549324.677861256 
 01/01  12:00:00,833552.0374916553,335348.0822784186,398382.8554250126,488570.798844262,705944.4150565483,2633422.723829927 
 01/01  13:00:00,0.0,0.0,0.0,0.0,0.0,45806.3502881094 
 01/01  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  17:00:00,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  18:00:00,103413.38610932,0.0,0.0,0.0,0.0,1732249.689823296 
 01/01  19:00:00,959372.7439768554,0.0,0.0,0.0,10364.550746628083,3064607.211390557 
 01/01  20:00:00,1579340.9756289446,99914.36223944183,92837.47733258644,191037.74063620367,547741.0113383434,3906541.155488115 
 01/01  21:00:00,1959397.3774854094,480804.06305410434,461907.26698671933,580586.0038942541,890121.7785527813,4407844.734165439 
 01/01  22:00:00,2125007.9879261614,641134.5346551854,615453.7189778115,726914.3753234181,1040172.9616300089,4650313.650763035 
 01/01  23:00:00,2295479.126702686,803248.7080379447,765624.905020895,868898.3193496533,1184476.7657942898,4988836.958235579 
