Date/Time,BATIMENT0000000240881546_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240881546_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/01  01:00:00,0.0,369640.4315503758 
 01/01  02:00:00,0.0,674482.7524781621 
 01/01  03:00:00,0.0,844983.3517544991 
 01/01  04:00:00,0.0,993056.8809955271 
 01/01  05:00:00,0.0,1100595.6486287033 
 01/01  06:00:00,0.0,1228422.7596859615 
 01/01  07:00:00,0.0,1326986.2135542557 
 01/01  08:00:00,0.0,1429896.017312594 
 01/01  09:00:00,0.0,1572078.9242514782 
 01/01  10:00:00,0.0,1594978.4805925353 
 01/01  11:00:00,0.0,933281.9217168187 
 01/01  12:00:00,0.0,68824.35950601866 
 01/01  13:00:00,0.0,0.0 
 01/01  14:00:00,0.0,0.0 
 01/01  15:00:00,0.0,0.0 
 01/01  16:00:00,0.0,0.0 
 01/01  17:00:00,0.0,0.0 
 01/01  18:00:00,0.0,0.0 
 01/01  19:00:00,0.0,0.0 
 01/01  20:00:00,0.0,0.0 
 01/01  21:00:00,0.0,0.0 
 01/01  22:00:00,0.0,0.0 
 01/01  23:00:00,0.0,18049.899526988156 
 01/01  24:00:00,0.0,94825.07540918741 
 01/02  01:00:00,0.0,132763.82609573557 
 01/02  02:00:00,0.0,151146.85159150904 
 01/02  03:00:00,0.0,212152.28615339583 
 01/02  04:00:00,0.0,304719.7952240298 
 01/02  05:00:00,0.0,401739.91393876285 
 01/02  06:00:00,0.0,502676.0549350882 
 01/02  07:00:00,0.0,545243.5419791029 
 01/02  08:00:00,0.0,600526.6552133384 
 01/02  09:00:00,0.0,689500.9722892479 
 01/02  10:00:00,0.0,716656.877319621 
 01/02  11:00:00,0.0,482219.6509992974 
 01/02  12:00:00,0.0,59493.77467635787 
 01/02  13:00:00,0.0,0.0 
 01/02  14:00:00,0.0,0.0 
 01/02  15:00:00,0.0,246827.84322023217 
 01/02  16:00:00,0.0,595511.3984384822 
 01/02  17:00:00,0.0,893865.6397696562 
 01/02  18:00:00,0.0,1482664.2100124955 
 01/02  19:00:00,1544.9892085533065,1681418.961164227 
 01/02  20:00:00,91153.54323374777,1779315.4365980406 
 01/02  21:00:00,220057.48235001302,1860440.0816513253 
 01/02  22:00:00,352864.585741824,1964338.3668104713 
 01/02  23:00:00,489921.4182389209,2090978.663846978 
 01/02  24:00:00,659378.8679698808,2290037.0143937506 
 01/03  01:00:00,849346.2218419003,2537158.6143821487 
 01/03  02:00:00,937245.800327805,2867616.3888508515 
 01/03  03:00:00,1054067.2119145188,3096613.8748419955 
 01/03  04:00:00,1162636.4992035015,3259948.1124599115 
 01/03  05:00:00,1247246.8542482506,3387593.9458366185 
 01/03  06:00:00,1308976.6932208622,3486121.363818088 
 01/03  07:00:00,1365160.1556971779,3583190.16749773 
 01/03  08:00:00,1415068.0400238845,3663574.29692494 
 01/03  09:00:00,1459938.8197302644,3726838.3663118635 
 01/03  10:00:00,1465601.7497933616,3725789.618086507 
 01/03  11:00:00,1352118.650883515,3551665.033554849 
 01/03  12:00:00,1101666.5772848222,3181584.9090027236 
 01/03  13:00:00,807800.5482484092,2766216.440794926 
 01/03  14:00:00,637369.9612879354,2449825.643917083 
 01/03  15:00:00,552384.8054790818,2167442.2362459223 
 01/03  16:00:00,597929.2460316763,1937957.4103076365 
 01/03  17:00:00,828485.5621472453,2534975.61636118 
 01/03  18:00:00,1223679.0929819169,3611991.8512733793 
 01/03  19:00:00,1471057.570213658,4105417.61416772 
 01/03  20:00:00,1563450.8725644038,4299971.258432442 
 01/03  21:00:00,1676804.7213656926,4515214.47313336 
 01/03  22:00:00,1821814.2035628436,4790995.832371473 
 01/03  23:00:00,1893373.4239900215,4983665.3165482795 
 01/03  24:00:00,2036969.926996311,5366422.430118026 
 01/04  01:00:00,2215919.1847584127,5718886.746849133 
 01/04  02:00:00,2350055.096956311,5911622.409295229 
 01/04  03:00:00,2425115.504062256,5825073.848309513 
 01/04  04:00:00,2467842.84916614,5721418.508053122 
 01/04  05:00:00,2528313.344210666,5815973.34330111 
 01/04  06:00:00,2597023.642316407,5907289.240221501 
 01/04  07:00:00,2663244.2623201692,5996027.768532447 
 01/04  08:00:00,2691789.4407770243,6032146.804646962 
 01/04  09:00:00,2702447.930026915,6031892.748627309 
 01/04  10:00:00,2661746.695730392,5949828.11937903 
 01/04  11:00:00,2345360.6071731965,5417936.389979245 
 01/04  12:00:00,1882031.9183869944,4586949.078442984 
 01/04  13:00:00,1288342.2497391591,3501118.3460930954 
 01/04  14:00:00,929428.4441834906,2840621.7283431026 
 01/04  15:00:00,781665.9725565261,2431329.468128703 
 01/04  16:00:00,793105.3166702165,2138799.516731512 
 01/04  17:00:00,950211.9818181817,2376482.517091931 
 01/04  18:00:00,1214796.6211346916,3196935.8419149006 
 01/04  19:00:00,1312809.8420769335,3367349.3439924787 
 01/04  20:00:00,1380454.5068455136,3482988.7080223123 
 01/04  21:00:00,1383171.0279827085,3497315.7402299214 
 01/04  22:00:00,1392299.8072211274,3533878.7762378566 
 01/04  23:00:00,1391564.0324230487,3535861.893714575 
 01/04  24:00:00,1365005.897985093,3482517.4846093925 
 01/05  01:00:00,1408783.8441270762,3575644.8743230514 
 01/05  02:00:00,1435677.25593367,3645059.1515409662 
 01/05  03:00:00,1425481.9724815288,3641611.545331645 
 01/05  04:00:00,1436074.2966916172,3676320.2542126556 
 01/05  05:00:00,1441439.341557766,3688416.872034627 
 01/05  06:00:00,1436787.8029677095,3678074.0756732076 
 01/05  07:00:00,1437961.686153806,3682872.5573140117 
 01/05  08:00:00,1445198.9162531276,3702808.4573626164 
 01/05  09:00:00,1429804.0741651407,3674185.863578056 
 01/05  10:00:00,1374586.109073572,3574398.0360487383 
 01/05  11:00:00,1258702.0980102157,3379172.220272865 
 01/05  12:00:00,1053340.1891226051,3035691.241271586 
 01/05  13:00:00,885190.0832068205,2731260.43688886 
 01/05  14:00:00,663237.6182562417,2350326.8241971685 
 01/05  15:00:00,517366.2217589045,2152634.4554052437 
 01/05  16:00:00,475606.16938979586,2155537.200552039 
 01/05  17:00:00,480239.5284194121,2144051.383158409 
 01/05  18:00:00,725088.5275463684,2582843.619260925 
 01/05  19:00:00,849889.2076035888,2825795.167301495 
 01/05  20:00:00,930689.0127049339,3006355.732754628 
 01/05  21:00:00,993275.1706189427,3128818.97935116 
 01/05  22:00:00,1014005.9903669177,3126994.1756142955 
 01/05  23:00:00,1010954.3746451878,3059952.8617688916 
 01/05  24:00:00,1001668.4523350646,2929879.336153333 
 01/06  01:00:00,998968.3903368816,2849919.5124330427 
 01/06  02:00:00,1029287.3634597672,2886304.5517037413 
 01/06  03:00:00,1069026.0813310072,2947633.3287136722 
 01/06  04:00:00,1102550.8271371925,3066300.632101395 
 01/06  05:00:00,1112389.3208009664,3080006.0425389754 
 01/06  06:00:00,1118455.5730488223,3037099.6431970345 
 01/06  07:00:00,1118453.4241186427,3041642.6744155725 
 01/06  08:00:00,1123044.4358133087,3057301.0334197087 
 01/06  09:00:00,1124855.298753382,3060270.8039229014 
 01/06  10:00:00,1085395.691614059,2999702.6938763447 
 01/06  11:00:00,916715.8359601854,2754919.601771404 
 01/06  12:00:00,649831.6460046453,2355744.8033199445 
 01/06  13:00:00,417345.9319648064,1991167.0662841108 
 01/06  14:00:00,238240.85436663666,1653145.8747153408 
 01/06  15:00:00,201038.1750516135,1507452.1459738463 
 01/06  16:00:00,320039.1970321238,1621600.4119819927 
 01/06  17:00:00,531127.754188003,1987997.1555457637 
 01/06  18:00:00,806369.1270424004,2519164.1643044823 
 01/06  19:00:00,947205.7134091709,2844307.3906218377 
 01/06  20:00:00,1119170.9191430062,3208160.5296471976 
 01/06  21:00:00,1248363.6532697775,3434543.5898099467 
 01/06  22:00:00,1367936.4593972964,3768664.16072935 
 01/06  23:00:00,1499378.1205805156,4097813.760266371 
 01/06  24:00:00,1558391.9348512231,4229913.212808867 
 01/07  01:00:00,1508414.0941917598,4195581.885440716 
 01/07  02:00:00,1510894.813400109,4224924.794499237 
 01/07  03:00:00,1553553.6221786127,4308234.631388409 
 01/07  04:00:00,1557310.223203031,4290713.955140929 
 01/07  05:00:00,1575107.3279555123,4261048.258600921 
 01/07  06:00:00,1601706.8059395973,4272964.431780709 
 01/07  07:00:00,1594531.2602886786,4209408.991593203 
 01/07  08:00:00,1552923.5495870337,4062173.80324357 
 01/07  09:00:00,1541688.2490204494,3971183.924866072 
 01/07  10:00:00,1447110.066611167,3771580.7512516268 
 01/07  11:00:00,1081480.1309947101,3021844.510756369 
 01/07  12:00:00,532025.6647003073,1852328.935479408 
 01/07  13:00:00,65316.07349999249,1048935.2207151481 
 01/07  14:00:00,0.0,250728.2914325944 
 01/07  15:00:00,0.0,0.0 
 01/07  16:00:00,0.0,90118.25433386475 
 01/07  17:00:00,12982.074239593932,770536.3797486667 
 01/07  18:00:00,284380.83555880585,1506849.8639526952 
 01/07  19:00:00,412593.7100848794,1758570.211388975 
 01/07  20:00:00,477780.1938761637,1819109.010267728 
 01/07  21:00:00,485094.02299160504,1859858.3979664408 
 01/07  22:00:00,486520.73865307256,1948819.6424774856 
 01/07  23:00:00,500073.6829167603,1976485.4779463978 
 01/07  24:00:00,537916.3839362168,1994412.8821815469 
 01/08  01:00:00,530843.0468228464,1891119.9535455469 
 01/08  02:00:00,514950.99783357297,1822830.1811357955 
 01/08  03:00:00,523692.8375595024,1828542.1762387082 
 01/08  04:00:00,527769.9268031961,1827251.8458823187 
 01/08  05:00:00,546267.0467883792,1848849.9541873971 
 01/08  06:00:00,597543.049709758,1961731.016059842 
 01/08  07:00:00,652792.4615890902,2052425.466994609 
 01/08  08:00:00,676176.6268903805,2061639.6598584594 
 01/08  09:00:00,756178.3325353835,2142175.842909316 
 01/08  10:00:00,827249.7143506357,2227581.572899938 
 01/08  11:00:00,605672.0893256941,2009316.158681444 
 01/08  12:00:00,324903.4450361869,1598477.6698143762 
 01/08  13:00:00,140048.08648026883,1351765.0590605938 
 01/08  14:00:00,20600.63680799867,1078688.3192203548 
 01/08  15:00:00,0.0,744321.5735703141 
 01/08  16:00:00,73389.98901382148,1160846.2507584475 
 01/08  17:00:00,163676.9029381889,1208556.7334261634 
 01/08  18:00:00,360802.91023875325,1618335.7435663196 
 01/08  19:00:00,404190.7780953858,1675473.1214826172 
 01/08  20:00:00,459911.1877582458,1720135.6680867847 
 01/08  21:00:00,543860.4270860248,1853083.0259585567 
 01/08  22:00:00,625799.7313010747,2056293.6697467435 
 01/08  23:00:00,695451.775585238,2240952.203335082 
 01/08  24:00:00,761038.2158007219,2356305.2758796755 
 01/09  01:00:00,835087.3448783727,2579029.07976316 
 01/09  02:00:00,932175.6911238802,2931088.2485928247 
 01/09  03:00:00,1132528.4317831001,3380726.0463272254 
 01/09  04:00:00,1340521.4959512197,3794725.238328739 
 01/09  05:00:00,1534413.8144330392,4289815.123381383 
 01/09  06:00:00,1770791.3918916523,4859419.9492995925 
 01/09  07:00:00,1966895.544652617,5277656.080635151 
 01/09  08:00:00,2062477.1052393802,5414297.29488682 
 01/09  09:00:00,2089045.9267853717,5258503.620159565 
 01/09  10:00:00,1985931.8724928095,4894132.59262141 
 01/09  11:00:00,1615440.6713298706,4222186.778131111 
 01/09  12:00:00,1100610.8191213994,3263218.797536223 
 01/09  13:00:00,585904.7124800315,2425579.5106921913 
 01/09  14:00:00,476984.75456879166,2156932.197627753 
 01/09  15:00:00,712398.8870382076,2318720.2522553247 
 01/09  16:00:00,1816737.6141800764,3975504.8536761343 
