Date/Time,BATIMENT0000000240879789_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879789_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879789_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879789_PART0_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879789_PART0_F4_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879789_PART0_F5_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
 01/01  01:00:00,3365119.4587596576,2541460.121649012,2557785.8783715493,2650644.965654769,2964878.1302266177,7632340.131229267 
 01/01  02:00:00,4037345.7152711786,3205494.8523444035,3207699.5834436445,3290155.201126076,3614999.6691772053,8785877.317732546 
 01/01  03:00:00,4411681.304296561,3580622.4030408054,3571504.8310265844,3644666.1059958166,3973455.3016917463,9376524.384770814 
 01/01  04:00:00,4660690.100903131,3832004.1951358523,3812591.6835936373,3877161.7246368057,4209095.587343316,9807078.284385072 
 01/01  05:00:00,4848654.367412769,4026333.1749644713,3998771.130096051,4056002.412778902,4389520.693083465,10110403.97744301 
 01/01  06:00:00,5122030.854167845,4307066.293566526,4272480.922441123,4323249.573007259,4659591.471567314,10543362.499112695 
 01/01  07:00:00,5259309.478104315,4451799.367296085,4411137.86450885,4456174.461173202,4794400.728571616,10796311.074122552 
 01/01  08:00:00,5433989.790372528,4634063.479396808,4587563.112372286,4626987.082048253,4967400.636725949,11109041.73913363 
 01/01  09:00:00,5765691.905648817,4976069.506097891,4926017.744237191,4961609.497663781,5306682.44174335,11633034.406960042 
 01/01  10:00:00,5733400.005379658,5006455.561150175,4978185.310211568,5025324.39143347,5374417.300431121,11469830.295332637 
 01/01  11:00:00,3699275.685010336,3196339.4087688415,3268784.8279370377,3375398.599744431,3713487.8951530433,8032780.3088675495 
 01/01  12:00:00,886865.3806006683,637580.5294562888,784275.8766815532,938761.1688242703,1243982.7488972459,3203440.1650110874 
 01/01  13:00:00,0.0,0.0,0.0,0.0,23002.27054581629,303201.3850434101 
 01/01  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  17:00:00,0.0,0.0,0.0,0.0,0.0,263685.42500228214 
 01/01  18:00:00,502934.04914277204,15928.490839881126,93730.73624431565,185627.7932852361,393119.624563065,3444834.311322009 
 01/01  19:00:00,1373705.5166438164,706488.9321327035,764453.1424066139,900150.2467821847,1183278.198254635,4459884.01486176 
 01/01  20:00:00,1875624.9264211163,1142358.280699089,1215645.9486678853,1353190.2073172242,1648375.884940717,5231327.31021804 
 01/01  21:00:00,2211312.967494587,1445371.8088856784,1516040.0053071354,1650189.2835349718,1952575.4883551244,5695329.811677709 
 01/01  22:00:00,2395420.0012887185,1612106.219100673,1672840.798667443,1799151.8713863685,2103262.9438941367,5945747.570498884 
 01/01  23:00:00,2600158.980547599,1796899.1995832769,1841715.484937196,1956160.4683474815,2261901.057221013,6332293.543360097 
 01/01  24:00:00,2732151.01731747,1920252.677323617,1952013.7296100236,2056227.7172629226,2362358.991289229,6560013.932850167 
