Date/Time,BATIMENT0000000240879966_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879966_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/01  01:00:00,2043211.6179610125,2808237.9131825725 
 01/01  02:00:00,2232621.5719857337,3132794.540809729 
 01/01  03:00:00,2332991.267326199,3286823.382481583 
 01/01  04:00:00,2393786.681927496,3393973.6174992993 
 01/01  05:00:00,2435739.4717198536,3460563.0519688446 
 01/01  06:00:00,2508455.8645238187,3568657.025134484 
 01/01  07:00:00,2539654.338313965,3625979.5530250487 
 01/01  08:00:00,2575681.0053393575,3695409.982184119 
 01/01  09:00:00,2669202.763446506,3835065.801349398 
 01/01  10:00:00,2688003.66349352,3804889.8353798273 
 01/01  11:00:00,2197008.785092707,2896391.014599026 
 01/01  12:00:00,1175165.493538276,1712653.3015034823 
 01/01  13:00:00,620457.1750492032,560277.1822815408 
 01/01  14:00:00,621820.2714493893,0.0 
 01/01  15:00:00,574364.00157495,0.0 
 01/01  16:00:00,745800.6002755249,195189.68387688583 
 01/01  17:00:00,1065682.2269761157,1038988.9892786758 
 01/01  18:00:00,1470965.5579399376,1838975.3167976034 
 01/01  19:00:00,1650310.2712158663,2102981.8846694664 
 01/01  20:00:00,1770827.457162041,2281992.68722065 
 01/01  21:00:00,1839513.9773520306,2367812.5240448653 
 01/01  22:00:00,1860746.5766722898,2398980.0359100485 
 01/01  23:00:00,1881864.7662411197,2486533.7943922086 
 01/01  24:00:00,1887146.025144548,2521868.6945869033 
 01/02  01:00:00,1891088.0657656444,2499601.375942023 
 01/02  02:00:00,1889762.6009241967,2461433.3710421757 
 01/02  03:00:00,1929490.6090417097,2499435.3266553814 
 01/02  04:00:00,2024884.4919654524,2598616.3294452876 
 01/02  05:00:00,2127687.5208958075,2711184.7084138403 
 01/02  06:00:00,2205977.3806656944,2814600.7649056143 
 01/02  07:00:00,2221931.556653695,2831614.4011756745 
 01/02  08:00:00,2255451.440087596,2874201.362577941 
 01/02  09:00:00,2327037.4600960035,2969043.8649749598 
 01/02  10:00:00,2319454.0688935793,2944319.381899312 
 01/02  11:00:00,2073680.776587245,2526546.063708519 
 01/02  12:00:00,1556662.942331633,1841502.7450141262 
 01/02  13:00:00,1222044.0552058106,1230990.873776804 
