Time,BATIMENT0000000240880013_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],BATIMENT0000000240880013_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],BATIMENT0000000240880013_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],BATIMENT0000000240880013_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],BATIMENT0000000240880013_PART0_F0_DWELLING_0::Des Latent Heat Load [W],BATIMENT0000000240880013_PART0_F0_DWELLING_0::Des Latent Cool Load [W],BATIMENT0000000240880013_PART0_F0_DWELLING_0::Des Latent Heat Mass Flow [kg/s],BATIMENT0000000240880013_PART0_F0_DWELLING_0::Des Latent Cool Mass Flow [kg/s],BATIMENT0000000240880013_PART0_F0_DWELLING_0::Des Heat Load No DOAS [W],BATIMENT0000000240880013_PART0_F0_DWELLING_0::Des Sens Cool Load No DOAS [W],BATIMENT0000000240880013_PART0_F0_DWELLING_0::Des Latent Heat Load No DOAS [W],BATIMENT0000000240880013_PART0_F0_DWELLING_0::Des Latent Cool Load No DOAS [W],BATIMENT0000000240880013_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],BATIMENT0000000240880013_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],BATIMENT0000000240880013_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],BATIMENT0000000240880013_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
00:10:00,6.796947E+03,0.000000E+00,2.221395E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999359E+01,4.691545E+01,2.837698E+01,4.738975E+01
00:20:00,6.894015E+03,0.000000E+00,2.253115E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999355E+01,4.692410E+01,2.814781E+01,4.847005E+01
00:30:00,6.998225E+03,0.000000E+00,2.287169E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999352E+01,4.693720E+01,2.792061E+01,4.955386E+01
00:40:00,7.109717E+03,0.000000E+00,2.323602E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999349E+01,4.695362E+01,2.769459E+01,5.063722E+01
00:50:00,7.228479E+03,0.000000E+00,2.362410E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999347E+01,4.697178E+01,2.746905E+01,5.172031E+01
01:00:00,7.354522E+03,0.000000E+00,2.403598E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999344E+01,4.699054E+01,2.724371E+01,5.280331E+01
01:10:00,7.404214E+03,0.000000E+00,2.419836E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999342E+01,4.700930E+01,2.701853E+01,5.388566E+01
01:20:00,7.450278E+03,0.000000E+00,2.434889E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999342E+01,4.702635E+01,2.680818E+01,5.491977E+01
01:30:00,7.492776E+03,0.000000E+00,2.448777E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999341E+01,4.704102E+01,2.661384E+01,5.589908E+01
01:40:00,7.531662E+03,0.000000E+00,2.461484E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999340E+01,4.705374E+01,2.642863E+01,5.684402E+01
