Date/Time,RELATION_12700585_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12700585_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12700585_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12700585_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12700585_F4_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12700585_F5_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
 01/01  01:00:00,32193890.286232304,31209060.210083835,31230301.9099702,31598801.327737603,34240559.942824945,63726976.37842945 
 01/01  02:00:00,33488887.419774085,32545800.443738375,32561305.640466113,32929219.589072376,35651295.5715641,66338106.13587295 
 01/01  03:00:00,33591187.99824696,32673560.075905323,32687189.252538823,33053813.679915465,35798538.99139245,66611886.71264161 
 01/01  04:00:00,34117599.49114267,33231077.71333651,33243941.69651326,33610907.663497284,36393110.64186206,67609872.4724955 
 01/01  05:00:00,34622022.50083406,33771090.988151014,33787036.4358113,34156199.7660825,36968779.05276306,68471101.4539823 
 01/01  06:00:00,34427159.52620038,33589424.60507443,33601494.26483674,33967774.50503502,36792134.122762665,68288623.05105789 
 01/01  07:00:00,34295933.745861895,33468629.56986271,33478493.43482519,33842547.02279324,36668471.758411705,68056616.15414327 
 01/01  08:00:00,34438200.89908807,33630630.27034244,33642689.14209298,34007484.771848,36841614.43034388,68250862.36726494 
 01/01  09:00:00,34564702.49176324,33779417.34456963,33795984.069224805,34162875.00105689,37001156.31727687,68299385.20704494 
 01/01  10:00:00,33826935.96018033,33073997.5461718,33109542.945225168,33484444.78596648,36270010.47576245,66343654.031153485 
 01/01  11:00:00,31921627.561821476,31269714.597917877,31383819.992245696,31797505.561998058,34413689.73779597,60654155.84739887 
 01/01  12:00:00,28456484.856987484,27878364.68231505,28072005.26851517,28520458.011987966,30897615.327900782,52457513.806481175 
 01/01  13:00:00,25564970.611368835,25019684.384305663,25268920.562261753,25737950.717338353,27903125.183479153,45854705.10592793 
 01/01  14:00:00,24203580.940041013,23657728.12077121,23934623.611350242,24412831.207953043,26460810.270304695,42882677.02111497 
 01/01  15:00:00,22518004.500925787,21997367.54882384,22329395.682079844,22836435.834395923,24781692.93385077,39746018.06421495 
 01/01  16:00:00,18692023.82374493,18180538.60738152,18634436.96467773,19224510.951966748,21012140.84338534,33018877.598397233 
 01/01  17:00:00,16558916.669857584,16037616.765059637,16536483.037189018,17145152.54586512,18990395.523301072,32400776.94234879 
 01/01  18:00:00,16014178.745869886,15330526.294795837,15821089.758861765,16464128.600879597,18494246.568492256,35693111.67286144 
 01/01  19:00:00,24374095.13957781,23251816.98473012,23340421.865755547,23731457.411934104,25941111.75699042,49013407.60790327 
 01/01  20:00:00,25870821.32477832,24770782.33558325,24849297.770394985,25237786.051345192,27514820.57307718,51515891.9565836 
 01/01  21:00:00,26548270.180491365,25449806.931633536,25509016.37864974,25887317.215851396,28214322.67120985,52937681.89956911 
 01/01  22:00:00,27324462.867478535,26236998.979671948,26283137.104029495,26655791.62620685,29031276.58994183,54368717.21613826 
 01/01  23:00:00,28792332.476638235,27726637.804828897,27759640.853645086,28127979.15565674,30595262.698563635,57444577.266005896 
 01/01  24:00:00,30036844.322981805,29004452.664665267,29033347.832769036,29403094.724074867,31944214.01845887,59775003.19492863 
 01/02  01:00:00,30214830.687012717,29191845.77690833,29208859.65533538,29571887.27757051,32152455.177308716,60563819.116340466 
 01/02  02:00:00,30335187.961967394,29310238.885841787,29310404.719802696,29665848.718518525,32307425.947950196,61731874.27927825 
 01/02  03:00:00,30802814.657069918,29789350.928873457,29778845.92509965,30131471.45081173,32852910.12900453,63545340.55120632 
 01/02  04:00:00,33381024.302951217,32420088.544512555,32407987.14713089,32767642.091435663,35641670.94867789,68892997.26912971 
 01/02  05:00:00,35996869.44786601,35105233.473983355,35098389.41206676,35468304.42223289,38484119.557728305,74020801.07712893 
 01/02  06:00:00,37016600.5329936,36174985.43789264,36174528.65350183,36551687.375096895,39631410.79685161,75790583.509079 
 01/02  07:00:00,37235305.09324303,36430325.18150464,36436243.85238531,36818086.45275045,39920521.87103833,75972297.95724347 
 01/02  08:00:00,35989380.32983476,35187841.197803244,35190990.29927327,35569904.62300521,38655213.33493236,74004125.22185859 
 01/02  09:00:00,34884147.31069042,34069354.3336117,34065382.86693444,34438956.42059181,37517360.39601357,72621039.46959989 
 01/02  10:00:00,33623282.566195734,32801045.489199124,32801196.76520815,33175310.76023577,36194818.508778796,69862213.01977158 
 01/02  11:00:00,31553102.624971982,30689495.697052673,30711654.150453065,31082565.87746332,33742199.70951041,60224190.95227187 
 01/02  12:00:00,27790316.411529407,26774756.743858628,26786388.693008147,27112807.090238817,29124731.61684541,44778109.35492422 
 01/02  13:00:00,24721227.97306591,23552020.38305385,23538932.49199331,23813710.69993779,25286348.83099192,33659343.62960842 
 01/02  14:00:00,22847481.73555965,21617654.928537566,21623653.296844173,21891409.755187653,23061240.709360864,28161346.846253376 
 01/02  15:00:00,22800767.03131772,21594928.181318324,21635954.192563962,21930395.412679538,23150311.235030934,29732698.925140988 
 01/02  16:00:00,21937791.527050853,20732539.85749253,20793346.437324885,21103191.689958517,22366190.7556097,30335638.42446784 
 01/02  17:00:00,20290304.63189063,19050957.11642846,19133750.60354855,19467630.126948457,20820671.46750885,30716652.083243243 
 01/02  18:00:00,19686830.285678957,18364958.61392585,18437825.84368042,18792295.692761417,20431759.100930132,35125959.82621566 
 01/02  19:00:00,25849281.665509973,24578566.033165656,24557170.9607737,24857625.263764102,26838735.918883774,48565582.901283525 
 01/02  20:00:00,27184394.766550653,25938925.871935055,25912934.829105675,26217084.536788672,28303634.673052993,51368964.57534253 
 01/02  21:00:00,27803323.978966407,26584199.336081885,26552770.473915428,26859736.43890955,29055824.88235716,53561719.33501193 
 01/02  22:00:00,28070453.687054045,26876582.576403007,26842538.2904258,27152672.422805533,29429851.249206178,54876745.891659096 
 01/02  23:00:00,28990310.856964745,27834479.222753257,27802465.623144113,28117970.399955798,30471106.20173224,56732100.29918644 
 01/02  24:00:00,29675194.15871288,28563542.970480982,28540758.394279487,28864744.251208525,31256921.59903081,57544353.43180822 
 01/03  01:00:00,30149753.743396886,29071933.43076695,29057005.00550875,29386659.456010535,31799637.787628263,58057032.24009271 
 01/03  02:00:00,31254152.34642575,30205797.374926455,30187580.686290044,30519798.297270916,33030822.062016077,60849254.132669136 
 01/03  03:00:00,32019131.092809737,30990925.324696954,30965162.054674458,31298568.60359623,33924717.06310226,63690889.33485064 
 01/03  04:00:00,33177842.795977876,32185986.29388322,32161197.141049795,32501012.50167723,35226760.520097286,66423550.85648345 
 01/03  05:00:00,34622409.14199104,33686142.75292181,33671436.78256134,34021838.142286345,36827731.58780015,69014591.27868414 
 01/03  06:00:00,35884175.80413559,34995397.883139856,34985689.31712055,35343942.44669464,38245309.09124328,71809974.12966578 
 01/03  07:00:00,36061726.710338384,35204682.191920295,35198049.91145958,35561253.31142738,38516567.98555841,72620925.34679407 
 01/03  08:00:00,35182609.24938531,34341569.84450281,34342463.87392371,34708222.462339155,37617629.73496303,70331692.10904104 
 01/03  09:00:00,34600957.4909479,33756147.608504415,33754139.389544226,34116427.85104923,37011341.4679674,69345638.01060836 
 01/03  10:00:00,33645321.644277535,32795683.22350274,32798392.74427614,33161346.038954362,35993830.57864316,66869731.76556717 
 01/03  11:00:00,30280423.891560744,29382278.922409665,29425635.732859828,29794085.340300795,32178077.564304188,54303909.40152052 
