Date/Time,BATIMENT0000000240880083_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880083_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
 01/01  01:00:00,2508350.4293476488,5057160.778540367 
 01/01  02:00:00,2882593.1940822727,5798990.56947404 
 01/01  03:00:00,3094756.2154928027,6173627.021071838 
 01/01  04:00:00,3243240.7613868304,6455188.782625299 
 01/01  05:00:00,3352431.2910793573,6639922.586500185 
 01/01  06:00:00,3498560.969597958,6891704.087607805 
 01/01  07:00:00,3579009.391272208,7045264.956251066 
 01/01  08:00:00,3673726.240150574,7230252.943897903 
 01/01  09:00:00,3834666.2597915847,7508151.53267559 
 01/01  10:00:00,3748792.7502696263,7197142.729704981 
 01/01  11:00:00,2422081.8568359194,4456743.495752137 
 01/01  12:00:00,498726.74139306694,942770.2427609271 
 01/01  13:00:00,0.0,0.0 
 01/01  14:00:00,0.0,0.0 
 01/01  15:00:00,0.0,0.0 
 01/01  16:00:00,0.0,0.0 
 01/01  17:00:00,0.0,0.0 
 01/01  18:00:00,746281.6828538359,2258123.131123933 
 01/01  19:00:00,1230796.8008920385,2846010.3198850397 
 01/01  20:00:00,1522849.042171362,3313249.6608117595 
 01/01  21:00:00,1730722.4922668203,3608249.873266842 
 01/01  22:00:00,1871418.5101124677,3804561.130779961 
 01/01  23:00:00,2038671.2718905904,4149672.0916750384 
 01/01  24:00:00,2151850.1251128362,4349154.821918111 
 01/02  01:00:00,2227313.691499181,4382851.729247101 
 01/02  02:00:00,2271673.6142761423,4355622.082090605 
 01/02  03:00:00,2382203.5157757904,4480758.540505892 
 01/02  04:00:00,2550242.5072323913,4685452.0608853 
 01/02  05:00:00,2719292.8115660893,4904966.379162539 
 01/02  06:00:00,2856710.6585835144,5121258.916525363 
 01/02  07:00:00,2896177.624286992,5169328.659371883 
 01/02  08:00:00,2966382.5174641535,5270874.114367897 
 01/02  09:00:00,3084645.917670193,5450056.441834141 
 01/02  10:00:00,3053979.516723011,5252130.622732944 
 01/02  11:00:00,2488312.522579985,3837548.483711536 
 01/02  12:00:00,1451161.6566352819,1701345.2334420679 
 01/02  13:00:00,692841.339718848,396892.2040877325 
 01/02  14:00:00,1426043.9607899953,1532429.1138259869 
 01/02  15:00:00,2134276.8350372766,2961092.8698506416 
 01/02  16:00:00,2729800.988490635,4219603.215033532 
 01/02  17:00:00,3156158.8707676902,5206641.267296419 
 01/02  18:00:00,4115053.89470038,7191670.072933687 
 01/02  19:00:00,4482398.316277333,7778771.9156358205 
 01/02  20:00:00,4636656.70073386,8018272.124779454 
 01/02  21:00:00,4743793.354555895,8193488.2120952755 
 01/02  22:00:00,4944389.384581415,8492793.34969318 
 01/02  23:00:00,5174640.695406357,8851728.839530682 
 01/02  24:00:00,5467000.71184539,9373767.133715328 
 01/03  01:00:00,5793847.70029583,9986079.418181812 
 01/03  02:00:00,5948351.25223065,10376640.303377708 
 01/03  03:00:00,6149394.036622241,10766012.797362318 
 01/03  04:00:00,6311684.179599181,11065654.17984872 
 01/03  05:00:00,6423475.8610578235,11275853.265535796 
 01/03  06:00:00,6480362.8179631075,11395706.411655642 
 01/03  07:00:00,6538679.962487816,11516563.377500424 
 01/03  08:00:00,6588244.161414009,11617023.522090882 
 01/03  09:00:00,6640137.286316154,11708690.379044207 
 01/03  10:00:00,6577734.331691623,11518104.02975688 
 01/03  11:00:00,6213148.3592024315,10451397.171545617 
 01/03  12:00:00,5495473.933017638,8397049.16923621 
 01/03  13:00:00,4641059.955267262,6299269.970098572 
 01/03  14:00:00,4029792.1670545256,5210085.710156514 
 01/03  15:00:00,3494604.1501678135,4438934.12859481 
 01/03  16:00:00,2613178.9520476293,3710526.3296702616 
 01/03  17:00:00,2729883.187317454,5226626.745577458 
 01/03  18:00:00,5566918.147261808,10558495.70964465 
 01/03  19:00:00,6359879.282515508,12033133.094735889 
 01/03  20:00:00,6604435.854876581,12536223.692890365 
 01/03  21:00:00,6947138.712293947,13192976.54809386 
 01/03  22:00:00,7342147.988440223,13939915.18810135 
 01/03  23:00:00,7515554.449566292,14370734.224384557 
 01/03  24:00:00,7914908.234763729,15276941.524823464 
 01/04  01:00:00,8386703.604360407,16075239.039912816 
 01/04  02:00:00,8700066.5197897,16452348.690869136 
 01/04  03:00:00,8811420.128079006,16098598.250406284 
 01/04  04:00:00,8847880.78089323,15754077.762834404 
 01/04  05:00:00,8961090.765808696,15915709.782104949 
 01/04  06:00:00,9098235.266370714,16128879.268535236 
 01/04  07:00:00,9232526.79240529,16339091.689643856 
 01/04  08:00:00,9248454.494480923,16350712.020843642 
 01/04  09:00:00,9242712.052553248,16297342.242756598 
 01/04  10:00:00,9091358.219228718,15735421.817053901 
 01/04  11:00:00,8201282.711762613,13341814.48717581 
 01/04  12:00:00,6819846.053827637,10049121.29203008 
 01/04  13:00:00,5029738.921225932,6258228.334485485 
 01/04  14:00:00,4042409.472907382,4478239.100023165 
 01/04  15:00:00,3486734.2998035126,3782248.8068586704 
 01/04  16:00:00,2754431.63384525,3268383.4579461226 
 01/04  17:00:00,2346006.7085810443,3899972.0522612194 
 01/04  18:00:00,5014982.322940953,8788650.996136203 
 01/04  19:00:00,5462581.878548356,9562093.853408238 
 01/04  20:00:00,5738390.60813331,10061848.285472043 
 01/04  21:00:00,5787137.734647781,10186555.150713064 
 01/04  22:00:00,5880298.722834681,10380482.076357856 
 01/04  23:00:00,5898694.517623942,10437950.200344894 
 01/04  24:00:00,5861562.803632018,10382408.411447112 
 01/05  01:00:00,6033941.914409414,10686719.166415293 
 01/05  02:00:00,6118689.314982467,10853134.268252838 
 01/05  03:00:00,6106774.165447871,10852557.059151586 
 01/05  04:00:00,6157204.975443647,10949690.730575755 
 01/05  05:00:00,6171555.759481629,10974775.174166286 
 01/05  06:00:00,6166110.636522315,10963382.911105456 
 01/05  07:00:00,6176411.074674845,10978695.168373622 
 01/05  08:00:00,6209199.709422393,11030957.391941078 
 01/05  09:00:00,6153713.207308707,10922569.727454338 
 01/05  10:00:00,6001736.617232231,10582705.531019477 
 01/05  11:00:00,5688994.889907278,9751813.718765037 
 01/05  12:00:00,5138768.4673078535,8474954.86438537 
 01/05  13:00:00,4697767.193219984,7576258.300541037 
 01/05  14:00:00,4127007.8309733504,6255157.296833243 
 01/05  15:00:00,3775560.5540227834,5686504.111044053 
 01/05  16:00:00,3694178.7992373165,5899148.888723588 
 01/05  17:00:00,3346083.0119828368,5813865.551326519 
 01/05  18:00:00,4488290.136561925,8363083.585307058 
 01/05  19:00:00,4913699.646562455,9159514.452551024 
 01/05  20:00:00,5165534.687833325,9694792.615357045 
 01/05  21:00:00,5348970.420033135,10041103.175324544 
 01/05  22:00:00,5381556.722914909,10020806.364219213 
 01/05  23:00:00,5354329.242273298,9837946.190010302 
 01/05  24:00:00,5298577.85342428,9509378.196084091 
 01/06  01:00:00,5282283.62038893,9349171.491908329 
 01/06  02:00:00,5362769.250458554,9475352.497619279 
 01/06  03:00:00,5467116.945719972,9650448.384998573 
 01/06  04:00:00,5553031.793718004,9948629.66254573 
 01/06  05:00:00,5563512.034237983,9941680.911793241 
 01/06  06:00:00,5568982.159249525,9838346.310828611 
 01/06  07:00:00,5542538.868425767,9797072.1085624 
 01/06  08:00:00,5555335.44091604,9818734.653961241 
 01/06  09:00:00,5540463.177756245,9778804.480273973 
 01/06  10:00:00,5428565.971058471,9412652.453350434 
 01/06  11:00:00,4971546.973114854,8013005.843300967 
 01/06  12:00:00,4254396.037470707,6024654.7338908585 
 01/06  13:00:00,3626409.9150347672,4432356.033469779 
 01/06  14:00:00,3057489.207507886,3275268.4010613915 
 01/06  15:00:00,2834649.1410543974,3019354.793017909 
 01/06  16:00:00,2946115.7596132816,3648885.2238367004 
 01/06  17:00:00,3223138.722856234,4979644.128089627 
 01/06  18:00:00,4651748.712738341,8034924.680197193 
 01/06  19:00:00,5127314.327529169,9045667.448919725 
 01/06  20:00:00,5631958.0612101,10080618.171794262 
 01/06  21:00:00,5974463.754568708,10715609.385692561 
 01/06  22:00:00,6295820.005922566,11553795.816111214 
 01/06  23:00:00,6648076.8396253325,12375226.648128944 
 01/06  24:00:00,6759990.153224248,12689799.282100372 
 01/07  01:00:00,6561183.084225889,12519475.191102343 
 01/07  02:00:00,6570233.1576015875,12587675.968580436 
 01/07  03:00:00,6661748.330733549,12773141.520983897 
 01/07  04:00:00,6655021.75084904,12741865.75473474 
 01/07  05:00:00,6690320.642722074,12718452.575049076 
 01/07  06:00:00,6761925.101214485,12812376.548289653 
 01/07  07:00:00,6706301.286419695,12648437.612458318 
 01/07  08:00:00,6570500.389875034,12302187.039075939 
 01/07  09:00:00,6534338.889361505,12094802.34714309 
 01/07  10:00:00,6215746.257246511,11286259.670440812 
 01/07  11:00:00,4844336.707017139,8373976.4295976125 
 01/07  12:00:00,2909139.1212308286,4364947.734986357 
 01/07  13:00:00,1593495.2320034234,1937037.1891387259 
 01/07  14:00:00,276119.9788585356,217425.27365312126 
 01/07  15:00:00,0.0,0.0 
 01/07  16:00:00,0.0,0.0 
 01/07  17:00:00,381521.58423594886,1502351.182565278 
 01/07  18:00:00,3014624.4044930534,5706200.49159441 
 01/07  19:00:00,3508133.8879923807,6633254.320782036 
 01/07  20:00:00,3737302.081022881,6896347.378826873 
 01/07  21:00:00,3810908.177639317,7105833.196654489 
 01/07  22:00:00,3875077.407199153,7397744.495542408 
 01/07  23:00:00,3968219.3131923443,7550886.4663094 
 01/07  24:00:00,4105789.3312942605,7642435.10191686 
 01/08  01:00:00,4075503.225779177,7379880.011643177 
 01/08  02:00:00,4056205.614854368,7257476.03180375 
 01/08  03:00:00,4087332.141709298,7291508.834400468 
 01/08  04:00:00,4118678.9932972696,7320897.269584727 
 01/08  05:00:00,4187474.7785537196,7413146.7513860315 
 01/08  06:00:00,4350350.755659529,7750759.987705215 
 01/08  07:00:00,4507738.499771964,7995683.499250654 
 01/08  08:00:00,4558443.078254932,8011130.6861916445 
 01/08  09:00:00,4700724.295023893,8258969.947019177 
 01/08  10:00:00,4829829.274121585,8405592.987543374 
 01/08  11:00:00,4305102.379262926,7052561.750400966 
 01/08  12:00:00,3511048.673246417,5076217.666580029 
 01/08  13:00:00,3009835.3127090186,4033087.2296461053 
 01/08  14:00:00,2536203.1162323365,3109828.1810705867 
 01/08  15:00:00,2031740.2850083718,2140646.3054567287 
 01/08  16:00:00,2753664.7598923463,3864685.3925644923 
 01/08  17:00:00,2294843.875054029,3765282.0969671616 
 01/08  18:00:00,3639161.842751253,6354076.63854149 
 01/08  19:00:00,3810076.109393334,6669550.6226957105 
 01/08  20:00:00,3981521.6355897705,6900071.54607648 
 01/08  21:00:00,4226103.810635292,7331150.403691143 
 01/08  22:00:00,4467370.943225949,7919253.714639902 
 01/08  23:00:00,4662916.718943783,8408738.06149149 
 01/08  24:00:00,4838464.738250764,8727686.735911109 
 01/09  01:00:00,5037271.058827419,9285762.184356749 
 01/09  02:00:00,5317137.795584992,10116044.720438875 
 01/09  03:00:00,5883997.955592938,11223448.407143015 
 01/09  04:00:00,6423865.158843793,12212071.984782428 
 01/09  05:00:00,6927757.826550625,13363388.811931148 
 01/09  06:00:00,7545786.553330058,14684631.358902896 
 01/09  07:00:00,8013832.593097583,15589802.67001673 
 01/09  08:00:00,8175853.149724808,15756086.44852301 
 01/09  09:00:00,8126361.846028745,15222060.645922784 
 01/09  10:00:00,7730599.5090831425,13883371.224109784 
 01/09  11:00:00,6528867.373394564,10965012.299158715 
 01/09  12:00:00,4692670.091534451,7039116.02052271 
 01/09  13:00:00,3247762.422644348,3994525.1901170253 
 01/09  14:00:00,3007663.1482153526,3603556.9645547 
 01/09  15:00:00,3403598.606952372,4668629.917692055 
 01/09  16:00:00,6595092.862050382,11797352.643073969 
 01/09  17:00:00,3754542.451800042,7395463.568441701 
 01/09  18:00:00,6240027.217788321,11831869.918414388 
 01/09  19:00:00,6689888.825283621,12713403.608555574 
 01/09  20:00:00,7004825.824437301,13272865.292619707 
 01/09  21:00:00,7303174.612535644,13813215.62661301 
 01/09  22:00:00,7385823.407712841,13932921.190911533 
 01/09  23:00:00,7406004.726452605,13823720.810259007 
 01/09  24:00:00,7583173.247572462,14097401.71956694 
 01/10  01:00:00,7735347.273189491,14306038.175577058 
 01/10  02:00:00,7851135.9365410395,14472774.244964745 
 01/10  03:00:00,7908468.336977124,14500236.812906062 
 01/10  04:00:00,8026640.176200099,14567637.069887578 
 01/10  05:00:00,8189970.557418827,14808684.199612519 
 01/10  06:00:00,8418322.885804417,15389215.067143947 
 01/10  07:00:00,8800413.792990698,16173434.626241442 
 01/10  08:00:00,8730706.491107006,15773886.59114091 
 01/10  09:00:00,9021412.736975376,15991902.135012627 
 01/10  10:00:00,9205985.108881354,16124874.190468758 
 01/10  11:00:00,7656718.099080672,12588908.37015105 
 01/10  12:00:00,5476337.9646283155,8041878.866706774 
 01/10  13:00:00,3510334.854547346,3962988.6631971756 
 01/10  14:00:00,1976787.853702876,1461397.5756523984 
 01/10  15:00:00,1481938.6330440585,1164686.7764046025 
 01/10  16:00:00,2660501.7886364674,4026291.8142303196 
 01/10  17:00:00,3866784.18797803,6864490.910246159 
