Date/Time,BATIMENT0000000240879564_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879564_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879564_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879564_PART0_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879564_PART0_F4_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879564_PART0_F5_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879564_PART0_F6_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879564_PART0_F7_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
 01/01  01:00:00,3296063.3455291577,2554351.0138245197,2479808.6021870435,2512116.8888369678,2561576.0666719424,2644419.3407867905,3009291.2432525093,6225274.287652301 
 01/01  02:00:00,3746626.066053574,3021827.1991236922,2940349.151215321,2963998.3001198494,3006253.2164643886,3085631.2143254727,3473455.515153257,7042712.9363264395 
 01/01  03:00:00,3994229.780735143,3288107.776410681,3202419.843285894,3219105.2188239996,3255295.615316334,3330968.0993621675,3729274.63297626,7444005.867486808 
 01/01  04:00:00,4162810.586626316,3474231.093119899,3384951.913021569,3395272.6179780285,3425892.7521468853,3498180.4199561044,3905099.7095031827,7734776.17708296 
 01/01  05:00:00,4284422.120709507,3613979.484484773,3522848.4177256413,3528111.400940348,3554114.924275845,3623385.4900177848,4035419.353892491,7927665.490774035 
 01/01  06:00:00,4457941.770576883,3806548.781003059,3714430.4101001504,3715377.496807694,3737359.7446718933,3804177.2274991088,4223447.962312272,8214514.012197398 
 01/01  07:00:00,4545324.652842807,3909509.175664103,3816553.6710005254,3813863.6458527753,3832448.1644732696,3897124.7721013934,4321278.7343070675,8375247.580450062 
 01/01  08:00:00,4654472.406543581,4033911.9348807763,3940326.705430283,3934081.5172470747,3949285.8173303683,4011825.3206415735,4441512.759477267,8577777.210608033 
 01/01  09:00:00,4854878.57698406,4252399.403328746,4159891.6490424257,4151613.271203975,4164698.745427221,4226321.517530395,4664983.056519112,8923823.83682423 
 01/01  10:00:00,4739648.754226006,4186311.4828145513,4117283.552445639,4121698.167051644,4143252.113139086,4210822.339977568,4645092.583510464,8714592.190342378 
 01/01  11:00:00,3101372.431482004,2673152.2107004016,2693949.136086568,2756979.0767997885,2821348.259935901,2911654.2557189967,3278432.3313478674,6008036.4826612985 
 01/01  12:00:00,946407.3500258019,626602.4140579903,735449.3050079632,863821.1113787126,974762.027395473,1094617.4301938575,1357311.9004377031,2372860.627400896 
 01/01  13:00:00,18915.004761690216,0.0,0.0,12925.391117901017,33309.44842057797,69314.27986031631,135515.9515712934,252353.36225247884 
 01/01  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446698.01253424527 
 01/01  18:00:00,1225413.8741612718,418034.728925064,416131.5210258981,532582.8292572682,669952.473028142,761173.0044071882,1047395.5207044729,3239365.9110709224 
 01/01  19:00:00,1831204.5392637115,1068103.4541846311,1046751.851397699,1135176.3188205992,1226080.276825528,1326359.9061799906,1604311.145256131,3993481.48121353 
 01/01  20:00:00,2187806.3319640644,1440560.2167955209,1405014.723435075,1471445.6961547637,1546199.8639243336,1644677.1643801536,1953711.057900553,4535442.667382039 
 01/01  21:00:00,2434822.6308502913,1672562.8628337407,1629832.9426673956,1692564.6261454998,1769386.8382743257,1869981.254047825,2193325.6911172387,4852460.345036623 
 01/01  22:00:00,2584415.1630210304,1818718.8227547044,1770293.4665774927,1829631.3958324974,1902121.2901075792,1999654.8037341782,2329506.294976326,5021833.961861089 
 01/01  23:00:00,2758474.8461395297,1993737.276526916,1934902.502061456,1984895.4321830638,2049366.6034979809,2141505.3059078045,2480779.808429716,5308872.939736763 
 01/01  24:00:00,2870308.328432624,2115446.604844091,2049358.2383454186,2091132.795171405,2148512.9450212438,2235835.7873313455,2580057.543211696,5464438.796748922 
 01/02  01:00:00,2949990.8920067553,2213955.171704218,2145408.0287618465,2181548.0175262173,2233641.0935546653,2316770.171950954,2658385.599722742,5491661.795528395 
 01/02  02:00:00,2993080.494768439,2277381.96305498,2207884.377651963,2239403.5779934595,2287007.177044552,2366419.230935941,2703842.6243416313,5458832.492874052 
 01/02  03:00:00,3125874.6683530044,2428834.297272131,2358059.999297373,2384758.0449395245,2427718.2855722816,2503284.8340323605,2839037.647943528,5604350.677852098 
 01/02  04:00:00,3338144.4875066504,2663250.5828494937,2593460.7786085503,2617228.8588097785,2657121.127625444,2730537.18929125,3069291.3156237165,5882485.437699458 
 01/02  05:00:00,3552954.693627391,2900073.884891729,2831950.184075856,2853321.331524468,2890526.0726771215,2961914.190962332,3303721.7734071817,6178772.777227948 
 01/02  06:00:00,3721810.2923911214,3085686.14980122,3017518.0600531953,3035769.898447063,3069898.7840107735,3139185.9697699733,3485211.306066246,6439361.956104845 
 01/02  07:00:00,3763586.6025435915,3140919.506592906,3072693.818798709,3088170.2945201294,3119535.9086460667,3186634.416017575,3532402.2284398195,6487212.325656622 
 01/02  08:00:00,3848951.8682042942,3238974.8358597513,3170913.303047161,3183863.9948810423,3212645.517930889,3277623.570126032,3623471.586247691,6606336.640902247 
 01/02  09:00:00,3998559.978838805,3403833.8854496744,3337260.3792531653,3348830.5126532447,3375980.3671320113,3439893.7382308654,3789797.6668904386,6839142.335092226 
 01/02  10:00:00,3973057.1372327795,3408191.8389047193,3353369.8963677366,3370223.42900223,3400494.447263334,3466166.3251959514,3809738.858709486,6718241.800874073 
 01/02  11:00:00,3316052.2066517416,2824416.630947513,2816543.6718430766,2862428.1722313156,2912855.3132647113,2989780.9449485485,3290426.2729229275,5413494.964023546 
 01/02  12:00:00,2191428.34695715,1752495.0352116707,1791774.7598397706,1870423.4389655553,1944818.7034225692,2033016.088299526,2254704.717919268,3233530.2651336854 
 01/02  13:00:00,1414984.6958706593,980342.8793882282,1043700.35991801,1140572.6576517874,1227983.8918537425,1318761.1063659047,1471605.3670720884,1691646.4699875317 
 01/02  14:00:00,2148062.515100076,1655224.5856477516,1675555.3583293601,1744932.7106420463,1811258.5095246716,1887702.3540519248,2076975.812164377,2941507.02486034 
 01/02  15:00:00,2981271.222866465,2461733.529519326,2462265.0713464636,2516372.8236107333,2571929.002143868,2644451.1975025367,2878728.63643021,4509313.001526232 
 01/02  16:00:00,3706591.8844631147,3175396.121608524,3160319.696431878,3203016.618223356,3250145.183389301,3319396.5393531355,3594763.9743772056,5899772.047469952 
 01/02  17:00:00,4221904.428522911,3690227.1298197857,3666134.79709042,3701578.570114415,3743315.451346105,3811268.1892272322,4122998.3682546313,6988020.179416854 
 01/02  18:00:00,5402675.321965584,4897269.0196798565,4862132.518547787,4887625.577598387,4922385.90617851,4990887.259742474,5374147.479560619,9337376.400708599 
 01/02  19:00:00,5877328.2947453745,5395437.49706015,5360963.83050164,5384783.963326074,5418164.559163033,5487517.1026872005,5892526.692381499,10092704.92540904 
 01/02  20:00:00,6067981.736123167,5602155.930858392,5567674.271603409,5589577.790885203,5621305.72644048,5690693.648861863,6107879.448916372,10386814.010505166 
 01/02  21:00:00,6195616.9377799295,5744555.176161393,5710275.450206737,5730506.576331781,5760756.1234980365,5830080.758850502,6257092.742756136,10597189.509174572 
 01/02  22:00:00,6455154.661000671,6019577.988981716,5985877.575702653,6004730.150144375,6033734.538076717,6103210.732604834,6541234.235744233,10977677.152181195 
 01/02  23:00:00,6755198.912142914,6335866.622546928,6303064.379649163,6320809.402181664,6348789.88248522,6418649.545265976,6869187.89999586,11437107.763691397 
 01/02  24:00:00,7127695.272240348,6728408.499639941,6697001.412514893,6713907.778635635,6741096.514455358,6811914.3420361765,7281441.516009701,12094212.532061113 
 01/03  01:00:00,7540887.927911369,7164601.712808194,7135098.568551676,7151402.524889917,7177994.622352656,7250186.974813204,7742289.551114276,12862590.382639999 
 01/03  02:00:00,7691908.854647602,7328188.704534101,7301714.3797373995,7318365.1243215725,7344715.9246465005,7418359.768986464,7931634.744914217,13315645.791662052 
 01/03  03:00:00,7932733.8068688605,7584892.289171115,7560826.681429614,7577634.243635671,7603895.651558166,7679023.2353363335,8210122.754811371,13802832.53011866 
 01/03  04:00:00,8131821.145614926,7798437.468294306,7776291.60981819,7793094.7041700985,7819216.647293009,7895501.117593311,8440160.567034189,14183778.75646955 
 01/03  05:00:00,8265271.346267972,7944314.051659726,7923785.119173866,7940487.381158013,7966399.176889777,8043596.978010738,8599222.942791337,14450101.658058938 
 01/03  06:00:00,8327025.243786851,8014930.511036124,7995322.225151086,8011651.463230147,8037151.778903346,8114842.33736481,8678245.24931608,14598324.329848237 
 01/03  07:00:00,8392160.920175964,8087489.55604831,8068441.839414737,8084224.468880349,8109190.259131355,8187273.912295381,8758387.78612763,14750051.210792154 
 01/03  08:00:00,8448222.006088892,8150546.0926888045,8132223.370922856,8147709.691502202,8172354.280281572,8250855.7985828705,8828190.14476888,14875753.70999668 
 01/03  09:00:00,8509955.107008647,8219582.2674046345,8202430.478055653,8217986.627730548,8242603.662352022,8321674.146502897,8904249.91236993,14992415.509758566 
 01/03  10:00:00,8433254.00854256,8149461.509039317,8135316.835132129,8152385.547393088,8178067.337250924,8258028.418124588,8836638.28635936,14789962.755601875 
 01/03  11:00:00,8011697.355676368,7729223.211745439,7725113.498356443,7749776.913837392,7781225.367553083,7863319.617016344,8403525.238925256,13624149.607527595 
 01/03  12:00:00,7197147.058770798,6898278.24876894,6907421.280317647,6944015.743797636,6984791.121662803,7068234.561820271,7522756.189539996,11300448.791487385 
