Date/Time,BATIMENT0000000240879754_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879754_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879754_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879754_PART0_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/01  01:00:00,3258425.1806680304,2768270.1284678904,3034495.2542396504,5446313.330296879 
 01/01  02:00:00,3552945.4825666286,3101377.473753616,3419576.7541670827,6119849.856784942 
 01/01  03:00:00,3718491.8661549417,3290820.192931474,3635411.4879865255,6445217.75534145 
 01/01  04:00:00,3817905.4433011324,3409844.308684723,3778499.0666020783,6683003.435069646 
 01/01  05:00:00,3889764.0637947368,3496765.35538218,3882033.0386782023,6836011.091919522 
 01/01  06:00:00,4010392.2898378046,3635559.4270050554,4037250.604964966,7063121.688863782 
 01/01  07:00:00,4066403.0945639657,3707208.736120846,4121864.28262765,7195974.011535842 
 01/01  08:00:00,4125463.3913564994,3779289.334166367,4210202.023363428,7356937.568284305 
 01/01  09:00:00,4282227.33028348,3956658.9845149275,4404885.029348118,7658480.791782202 
 01/01  10:00:00,4345118.336528262,4028675.1707014805,4458258.992703155,7640415.945245567 
 01/01  11:00:00,3730637.5650106724,3373860.516808646,3625708.2913832352,5784155.093312217 
 01/01  12:00:00,2688099.229973864,2204244.427875476,1805408.2409063042,3085057.948762185 
 01/01  13:00:00,1826364.8375584865,985857.7052133089,238240.41463311514,1341727.5024073273 
 01/01  14:00:00,1336002.8539973544,380302.3825630513,0.0,145401.42978821386 
 01/01  15:00:00,1180877.3780156546,417309.69847093115,0.0,0.0 
 01/01  16:00:00,1386337.9030081122,725833.0159696449,315862.4888750284,223047.52179822462 
 01/01  17:00:00,1812323.7769667988,1152779.5277951546,1027677.5192787169,1910870.715560355 
 01/01  18:00:00,2381120.509096743,1756488.901422122,1770972.821273224,3453083.8296445147 
 01/01  19:00:00,2661802.8632833255,2065735.3671259948,2130913.0115639605,3972998.349718788 
 01/01  20:00:00,2850834.757606525,2277854.5062296228,2384006.0255075465,4330540.2911241045 
 01/01  21:00:00,2963979.677853874,2406145.069886555,2538252.613465734,4504514.32483195 
 01/01  22:00:00,2999457.094196217,2452442.6966800224,2604844.937384977,4572238.820210025 
 01/01  23:00:00,3020755.809984303,2488524.622229151,2675997.6388928425,4758968.139343756 
 01/01  24:00:00,3023011.085457541,2501736.9926679335,2715344.0578668,4847978.6556135975 
 01/02  01:00:00,3036198.3762980835,2516563.425034659,2732977.1485832427,4803512.468896407 
 01/02  02:00:00,3043095.4094128977,2525226.3770359666,2740184.9799852213,4726979.496557608 
 01/02  03:00:00,3111427.1174946157,2597993.2680508546,2817484.1852329555,4799475.314879818 
 01/02  04:00:00,3276653.567641329,2775977.8197958013,3000241.4946065494,4991566.750991031 
 01/02  05:00:00,3455626.4247669904,2970635.661979161,3198813.418279353,5210838.82214587 
 01/02  06:00:00,3589753.6057229475,3121160.536794799,3359020.2628771975,5419773.0032612495 
 01/02  07:00:00,3622749.37740607,3161945.1774859224,3403986.2233540025,5460747.609827414 
 01/02  08:00:00,3682579.913117096,3228242.814148043,3474937.7968144347,5550415.335432945 
 01/02  09:00:00,3805814.747278753,3364760.2398154424,3618492.567647991,5746612.471811817 
 01/02  10:00:00,3817283.1484468332,3378120.4377264185,3614152.4850418246,5738686.522675219 
 01/02  11:00:00,3512550.6257864977,3035595.51917488,3163538.24833642,4974059.981240146 
 01/02  12:00:00,2953543.690470902,2397503.3863549293,2213898.7897188724,3536287.430979057 
 01/02  13:00:00,2470834.1439067875,1744761.883784117,1350811.9952675835,2592587.990180862 
 01/02  14:00:00,2678497.3322415375,2036507.233511373,1930829.5910115629,3448243.445667647 
 01/02  15:00:00,3203075.2754840055,2639731.5042039705,2672001.1659678556,4512777.049663389 
 01/02  16:00:00,3730426.0638002157,3226278.8166027875,3345678.5186603516,5489098.54344904 
 01/02  17:00:00,4137331.0776335257,3684711.679228957,3875924.5458253436,6269853.582547242 
 01/02  18:00:00,6069961.179176236,5703821.086373465,5921157.490228591,8619911.373338066 
 01/02  19:00:00,6646912.539714655,6318245.154146497,6536145.563077797,9279440.346415434 
 01/02  20:00:00,6789379.524026299,6489909.273763527,6718902.513772627,9476296.060519533 
 01/02  21:00:00,6903725.367833104,6629317.191272944,6867372.535044873,9633861.121005915 
 01/02  22:00:00,7074692.276326442,6826780.83499253,7074773.0167117175,9877769.965723697 
 01/02  23:00:00,7299842.530851863,7080476.505251144,7339606.4033184545,10205602.479465647 
 01/02  24:00:00,7695612.69687818,7514294.0291998135,7789828.394342313,10794748.676932313 
 01/03  01:00:00,8188131.662127823,8051749.856789578,8346743.64979127,11532345.051272757 
 01/03  02:00:00,7516026.128723327,7445839.659820157,7864470.11908036,11557862.23997265 
 01/03  03:00:00,7516489.385681141,7482554.090107979,7949837.62762085,11879800.909344824 
 01/03  04:00:00,7671247.31787163,7661507.321768963,8151153.319825515,12202562.820228238 
 01/03  05:00:00,7770761.32356069,7778989.778669044,8286789.73142552,12429933.503044175 
 01/03  06:00:00,7802389.698282887,7818904.66995585,8339868.124210927,12554814.685317505 
 01/03  07:00:00,7829021.436331445,7848385.22011533,8381315.352281896,12674266.426821738 
 01/03  08:00:00,7863525.188676817,7889674.376097601,8433038.511383595,12781589.283350691 
 01/03  09:00:00,7913614.490011905,7950042.942861086,8502235.772901926,12885926.02912683 
 01/03  10:00:00,7869837.011722845,7905746.070480012,8449483.268727519,12799987.369259378 
 01/03  11:00:00,7593799.230399649,7577430.515987301,8041803.487717517,12206829.003178814 
 01/03  12:00:00,7063691.6103712395,6923887.778801839,7205681.780013946,11014680.086726755 
 01/03  13:00:00,6481183.362060842,6208824.9140897915,6268478.441017376,9809728.448842451 
 01/03  14:00:00,6159994.821461961,5836429.975529328,5777250.9186745435,9034796.560641875 
 01/03  15:00:00,5943942.728590551,5655145.621812602,5483139.870853629,8262702.967839864 
 01/03  16:00:00,5814594.233968747,5582096.2614957355,5552587.205196308,7587524.535523836 
 01/03  17:00:00,6055088.976793749,5879001.474859121,6181696.797092438,9251447.30221383 
 01/03  18:00:00,6953682.419188372,6910232.786033602,7472104.387284257,12252637.097699063 
 01/03  19:00:00,7655483.634210113,7679369.336112268,8312967.072036088,13592967.654870223 
 01/03  20:00:00,7846095.016456078,7904471.605706702,8578331.193685157,14037495.58455108 
 01/03  21:00:00,8165250.135982879,8270911.261457138,8987345.226892075,14632551.333140265 
 01/03  22:00:00,8564010.186013944,8723957.7837369,9484142.685897866,15371764.404012498 
 01/03  23:00:00,8671168.09473952,8854383.40520655,9652012.984947383,15763155.859028578 
 01/03  24:00:00,8989026.784451738,9206053.10014237,10065974.475450242,16657124.1913618 
 01/04  01:00:00,9474685.792688552,9720464.270279117,10608795.864990927,17508603.462380163 
 01/04  02:00:00,9858350.385542605,10118916.806497125,11001128.86457807,17947775.843081478 
 01/04  03:00:00,10158876.45230139,10410098.164466359,11221208.601862516,17696884.994550873 
 01/04  04:00:00,10340601.345071558,10579081.243205188,11326809.346395245,17427106.173189506 
 01/04  05:00:00,10484830.398280265,10730159.646809956,11474272.05282621,17620076.76783279 
 01/04  06:00:00,10681701.76858675,10955996.2762752,11707588.607810255,17884251.162473965 
 01/04  07:00:00,10869703.53066444,11171085.80152126,11929120.043423366,18141144.782232318 
 01/04  08:00:00,10908269.501603905,11217920.652772568,11974488.598132057,18178240.19483107 
 01/04  09:00:00,10926977.586671416,11242341.052383294,11993491.740399519,18165935.672051866 
 01/04  10:00:00,10875384.737087855,11177690.270488506,11881352.552300297,17931738.962164115 
 01/04  11:00:00,10197034.876186026,10386356.37171666,10907647.952899316,16410350.112649482 
 01/04  12:00:00,9149680.853293194,9149691.152459038,9335196.639986549,14005570.175979739 
 01/04  13:00:00,7892769.170741181,7571474.116685932,7242732.1864700075,11096466.824732576 
 01/04  14:00:00,6976788.834091015,6528188.616459214,6100521.902616907,9298719.813107632 
 01/04  15:00:00,6428858.479773886,6048704.7609273605,5610384.036479076,8146805.471573895 
 01/04  16:00:00,6161712.54676792,5834292.653955629,5635407.145096285,7430469.020011679 
 01/04  17:00:00,6269366.316478698,6027692.603814071,6136435.789813216,8379946.226262048 
 01/04  18:00:00,6809310.192775041,6695526.280024763,7063008.65542721,10805259.038697205 
 01/04  19:00:00,7115880.088339339,7035398.989469371,7445173.032870636,11368137.510685481 
 01/04  20:00:00,7323866.86849118,7270352.671170172,7711913.652461432,11752368.325591527 
 01/04  21:00:00,7280725.962812405,7231773.572793391,7692362.379354024,11759588.010259856 
 01/04  22:00:00,7273745.064334541,7220051.228235185,7696764.389276824,11831671.549581015 
 01/04  23:00:00,7237417.23515427,7190687.664128754,7681083.676806845,11816386.19043726 
 01/04  24:00:00,7148481.803501942,7100066.989881855,7595883.694849208,11684311.107050048 
 01/05  01:00:00,7277043.602134846,7232469.967299634,7741514.6836522445,11936938.946235381 
 01/05  02:00:00,7320353.807586743,7275705.407610883,7794486.108824891,12066560.112787887 
 01/05  03:00:00,7257823.013709262,7202989.066631606,7724185.745728511,12012944.107936526 
 01/05  04:00:00,7274981.005527841,7215667.664216524,7741438.416020567,12076040.541957472 
 01/05  05:00:00,7273564.037638282,7216083.1717610955,7746413.006497485,12083156.662330177 
 01/05  06:00:00,7252566.512047736,7195352.201483628,7727695.911945892,12050886.271056756 
 01/05  07:00:00,7247354.848980891,7187897.37046803,7721218.858272644,12048930.321220279 
 01/05  08:00:00,7261217.976554931,7195311.725443937,7727925.636046949,12080599.672765778 
 01/05  09:00:00,7192445.21370486,7121223.219303472,7650571.134396361,11961978.469399547 
 01/05  10:00:00,7036860.474719057,6949508.630738409,7461887.633677412,11675629.580125134 
 01/05  11:00:00,6759949.022307245,6625727.316438614,7080268.322951835,11110505.593170937 
 01/05  12:00:00,6244307.978613827,6038504.46220878,6409867.61810635,10129891.340500832 
 01/05  13:00:00,5808914.727275137,5566177.8564656265,5894742.445264982,9331076.807810007 
 01/05  14:00:00,5290112.743532677,4978102.757418036,5217694.169561986,8303250.557090512 
 01/05  15:00:00,4899298.082543633,4558875.815929174,4782955.622910416,7795638.766042688 
 01/05  16:00:00,4721369.894063641,4393546.567537414,4671615.579377281,7837643.987080365 
 01/05  17:00:00,4676306.832965923,4366630.773694105,4698020.2008404685,7872620.510892749 
 01/05  18:00:00,5250515.5599671565,5039559.869530718,5524832.925006308,9243203.850988703 
 01/05  19:00:00,5643303.972220428,5472646.0693038,5996861.498701252,9973444.729260707 
 01/05  20:00:00,5873477.237868733,5731297.114898975,6289093.95643245,10478102.52216607 
 01/05  21:00:00,6058496.168890039,5937043.416807297,6515339.866297156,10817517.566067299 
 01/05  22:00:00,6117574.291687953,6001872.686144133,6575035.737268138,10804996.906653034 
 01/05  23:00:00,6122931.452028339,5999938.534764757,6553706.291923119,10627843.324557105 
 01/05  24:00:00,6144036.330039646,6010875.716086865,6526531.707486345,10327262.997961218 
 01/06  01:00:00,6185765.840936609,6049644.889833562,6540221.32995045,10178525.40553547 
 01/06  02:00:00,6286247.232704103,6158899.374847461,6649891.910064407,10312248.52014166 
 01/06  03:00:00,6410733.333328636,6294187.202730823,6789197.78813572,10501016.536733849 
 01/06  04:00:00,6463512.942124224,6362928.617931316,6883146.851948089,10785003.841538206 
 01/06  05:00:00,6473357.220349516,6372270.097877473,6894017.0586461965,10788323.252360126 
 01/06  06:00:00,6520074.40337887,6413323.080303062,6914543.65170232,10700422.518523283 
 01/06  07:00:00,6483012.6204544995,6371437.206379717,6870662.848730205,10656489.028051566 
 01/06  08:00:00,6480588.325417288,6360457.170671078,6856949.145033559,10665080.95112577 
 01/06  09:00:00,6471750.974112985,6351075.253125411,6845136.118562053,10645718.25332257 
 01/06  10:00:00,6397276.59557127,6256504.769083019,6719848.327391118,10456595.202248488 
 01/06  11:00:00,6078348.067972145,5855280.037275266,6197029.374834105,9698280.772870699 
 01/06  12:00:00,5572280.856432393,5228754.024535877,5380813.225823758,8513106.980965106 
 01/06  13:00:00,5188214.646067464,4737276.61282782,4705018.442624867,7555273.9765279675 
 01/06  14:00:00,4890283.500971367,4350721.996904926,4163699.669394053,6691231.7718175715 
 01/06  15:00:00,4801917.8687611455,4286039.6945936745,4063961.086410869,6326470.543879395 
 01/06  16:00:00,4979330.407543287,4523167.446282255,4475795.061852886,6726189.943915638 
 01/06  17:00:00,5356973.301462391,4992776.357988436,5154009.649987397,7898386.033891907 
 01/06  18:00:00,5906946.638940475,5661383.891450046,6014915.307287534,9450540.921259556 
 01/06  19:00:00,6263906.858021608,6065512.7229866255,6484321.543969022,10318372.913914448 
 01/06  20:00:00,6746851.130023441,6608979.789450084,7092147.446342671,11322293.374767587 
 01/06  21:00:00,7113048.203371673,7022976.69496542,7541800.836397154,11951400.432024898 
 01/06  22:00:00,7355509.715645686,7308638.137143974,7895406.850237189,12747886.198410287 
 01/06  23:00:00,7668424.216673251,7670535.858844383,8319827.217504742,13562117.176611582 
