Date/Time,BATIMENT0000000240880024_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880024_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/01  01:00:00,0.0,0.0 
 01/01  02:00:00,0.0,0.0 
 01/01  03:00:00,0.0,0.0 
 01/01  04:00:00,0.0,0.0 
 01/01  05:00:00,0.0,0.0 
 01/01  06:00:00,0.0,0.0 
 01/01  07:00:00,0.0,0.0 
 01/01  08:00:00,0.0,0.0 
 01/01  09:00:00,0.0,0.0 
 01/01  10:00:00,0.0,0.0 
 01/01  11:00:00,0.0,0.0 
 01/01  12:00:00,0.0,0.0 
 01/01  13:00:00,0.0,0.0 
 01/01  14:00:00,0.0,0.0 
 01/01  15:00:00,0.0,0.0 
 01/01  16:00:00,0.0,0.0 
 01/01  17:00:00,0.0,0.0 
 01/01  18:00:00,0.0,0.0 
 01/01  19:00:00,0.0,0.0 
 01/01  20:00:00,0.0,0.0 
 01/01  21:00:00,0.0,0.0 
 01/01  22:00:00,0.0,0.0 
 01/01  23:00:00,0.0,0.0 
 01/01  24:00:00,0.0,0.0 
 01/02  01:00:00,0.0,0.0 
 01/02  02:00:00,0.0,0.0 
 01/02  03:00:00,0.0,0.0 
 01/02  04:00:00,0.0,0.0 
 01/02  05:00:00,0.0,0.0 
 01/02  06:00:00,0.0,0.0 
 01/02  07:00:00,0.0,0.0 
 01/02  08:00:00,0.0,0.0 
 01/02  09:00:00,0.0,0.0 
 01/02  10:00:00,0.0,0.0 
 01/02  11:00:00,0.0,0.0 
 01/02  12:00:00,0.0,0.0 
 01/02  13:00:00,0.0,0.0 
 01/02  14:00:00,0.0,0.0 
 01/02  15:00:00,0.0,0.0 
 01/02  16:00:00,0.0,0.0 
 01/02  17:00:00,0.0,0.0 
 01/02  18:00:00,0.0,0.0 
 01/02  19:00:00,0.0,0.0 
 01/02  20:00:00,0.0,0.0 
 01/02  21:00:00,0.0,51473.680272342244 
 01/02  22:00:00,0.0,154849.15857280503 
 01/02  23:00:00,0.0,260511.87563120987 
 01/02  24:00:00,0.0,390535.01918135985 
 01/03  01:00:00,0.0,533484.419453741 
 01/03  02:00:00,0.0,688690.3055431104 
 01/03  03:00:00,43153.181471754215,809594.048293548 
 01/03  04:00:00,142793.120736767,901423.3729816158 
 01/03  05:00:00,227441.50681643625,977279.4657907275 
 01/03  06:00:00,296081.7147851692,1037589.9253727756 
 01/03  07:00:00,357075.08975260606,1093564.839571287 
 01/03  08:00:00,409081.4778945442,1139488.4384015372 
 01/03  09:00:00,456092.67979018734,1178025.0020344954 
 01/03  10:00:00,482658.19227990834,1189477.512670617 
 01/03  11:00:00,456109.74305736786,1125010.8663895342 
 01/03  12:00:00,368575.70853087166,971451.8953440783 
 01/03  13:00:00,260741.91085324605,793753.1818212883 
 01/03  14:00:00,203998.97843478617,669799.0168782086 
 01/03  15:00:00,185552.58335327893,560416.3116172514 
 01/03  16:00:00,210018.89545544836,477000.57406573696 
 01/03  17:00:00,282419.7177865474,720938.3312821186 
 01/03  18:00:00,461007.1344291198,1134873.3129652874 
 01/03  19:00:00,584882.527906642,1331121.304862136 
 01/03  20:00:00,631128.0804371973,1408144.0673181277 
 01/03  21:00:00,685710.8555539646,1491792.6514014003 
 01/03  22:00:00,757696.9850500635,1601839.8867724293 
 01/03  23:00:00,791969.45019994,1672846.2824000777 
 01/03  24:00:00,860444.0966134516,1813367.4496881505 
 01/04  01:00:00,950031.9755308346,1954498.7266076081 
 01/04  02:00:00,1020069.7946031917,2041119.1502154886 
 01/04  03:00:00,1066170.510567855,2038643.7543500813 
 01/04  04:00:00,1094614.62280069,2021651.5756460223 
 01/04  05:00:00,1125793.7445264217,2063005.5396991472 
 01/04  06:00:00,1160605.5529595832,2103587.6958800037 
 01/04  07:00:00,1192987.2147931424,2141097.8353117267 
 01/04  08:00:00,1208236.9182504576,2159042.8747446267 
 01/04  09:00:00,1214293.6187089244,2161302.972892034 
 01/04  10:00:00,1200554.3751584657,2127908.695916078 
 01/04  11:00:00,1062880.2053805403,1904587.0537079298 
 01/04  12:00:00,859839.4822336681,1561459.0080903443 
 01/04  13:00:00,608228.8825999091,1117853.7865657345 
 01/04  14:00:00,446331.4725681135,849926.6738410702 
 01/04  15:00:00,375868.719884986,687635.2367229171 
 01/04  16:00:00,365485.41954233183,589097.67168365 
 01/04  17:00:00,400040.50273655524,710790.5249556815 
 01/04  18:00:00,508806.904035318,1031343.4603245228 
 01/04  19:00:00,554846.2814801264,1103112.7817229049 
 01/04  20:00:00,585514.5492201943,1150804.057095646 
 01/04  21:00:00,585183.6974959035,1158196.845946955 
 01/04  22:00:00,587133.2369199384,1171667.557163837 
 01/04  23:00:00,585233.5975400158,1173707.5170030126 
 01/04  24:00:00,570486.2205034359,1153204.6664869837 
 01/05  01:00:00,590966.6058745057,1190260.8960528495 
 01/05  02:00:00,604660.4127894854,1218718.66815882 
 01/05  03:00:00,598196.9503346245,1216028.9537468588 
 01/05  04:00:00,602089.5057246948,1228492.6417766723 
 01/05  05:00:00,604282.8207706644,1234148.4844665187 
 01/05  06:00:00,601328.6388172737,1230441.1385881633 
 01/05  07:00:00,601459.3425275628,1232531.1700455802 
 01/05  08:00:00,604816.5835688036,1240582.9471155098 
 01/05  09:00:00,597183.9790496473,1230163.9086676047 
 01/05  10:00:00,570969.9382605385,1190557.434394121 
 01/05  11:00:00,518062.0103219874,1108553.0875341455 
 01/05  12:00:00,423219.37187369994,964859.0278796126 
 01/05  13:00:00,342864.8621903103,841506.4374516424 
 01/05  14:00:00,241712.0894719352,685643.7270252224 
 01/05  15:00:00,170434.46422706693,597002.3015143005 
 01/05  16:00:00,144394.35362108707,587866.3714919599 
 01/05  17:00:00,139679.32804228185,583233.4916081971 
 01/05  18:00:00,243648.25626670104,760850.4795855928 
 01/05  19:00:00,303570.089669319,856304.939907569 
 01/05  20:00:00,341761.6177224653,924917.6043324238 
 01/05  21:00:00,371188.163431847,972727.5996432789 
 01/05  22:00:00,382046.6698791828,977714.8109895787 
 01/05  23:00:00,382220.3771003456,959024.4633519227 
 01/05  24:00:00,381548.06522808207,922939.4629236021 
 01/06  01:00:00,382458.0407752033,899584.8395144651 
 01/06  02:00:00,397015.41297077533,915125.8946074977 
 01/06  03:00:00,416502.27889919083,940943.2516218724 
 01/06  04:00:00,431318.37743606383,980709.591362966 
 01/06  05:00:00,436376.47495299723,989625.9058087476 
 01/06  06:00:00,441607.9601020388,978977.8260102534 
 01/06  07:00:00,442384.5832263771,981469.490352904 
 01/06  08:00:00,443607.62541182386,985923.5048801068 
 01/06  09:00:00,445919.9291439116,989285.2081862707 
 01/06  10:00:00,429388.10984512646,963317.6234135065 
 01/06  11:00:00,359678.97009736625,856998.9610135858 
 01/06  12:00:00,246313.12853601197,682595.5729045592 
 01/06  13:00:00,151826.83613537776,529118.1624054712 
 01/06  14:00:00,80430.14927328259,391056.2513389323 
 01/06  15:00:00,66736.39555413756,332769.24699116574 
 01/06  16:00:00,111892.04131746264,385390.23142112535 
 01/06  17:00:00,191429.0029705535,545703.1873869925 
 01/06  18:00:00,308182.22414822306,764915.9152997426 
 01/06  19:00:00,372600.5813229764,887047.921643015 
 01/06  20:00:00,452329.6008276288,1025336.1789564749 
 01/06  21:00:00,514227.1941626485,1116964.0260718388 
 01/06  22:00:00,567183.2734194485,1235979.4665081121 
 01/06  23:00:00,626364.7447859355,1355834.888280661 
 01/06  24:00:00,651559.8830661715,1403487.5144897376 
 01/07  01:00:00,621569.0162577219,1380925.0475618562 
 01/07  02:00:00,618508.1224115272,1387218.4551516683 
 01/07  03:00:00,638082.6437302221,1419464.3587799731 
 01/07  04:00:00,637806.8491497582,1413791.6396700917 
 01/07  05:00:00,644668.8257647777,1407415.114902563 
 01/07  06:00:00,657898.4129383382,1415135.943988794 
 01/07  07:00:00,654472.573967432,1395566.6774032847 
 01/07  08:00:00,634497.5253661991,1344394.137145673 
 01/07  09:00:00,629671.0196678669,1315517.0735571268 
 01/07  10:00:00,589930.4853690163,1238395.6001290411 
 01/07  11:00:00,431048.26371264714,942256.1701295839 
 01/07  12:00:00,206283.5906769011,491364.1086572806 
 01/07  13:00:00,21528.827322014695,165286.35743049055 
 01/07  14:00:00,0.0,0.0 
 01/07  15:00:00,0.0,0.0 
 01/07  16:00:00,0.0,0.0 
 01/07  17:00:00,0.0,46980.10746948021 
 01/07  18:00:00,54499.34842394432,306471.3081372225 
 01/07  19:00:00,115094.84967009233,411401.92037728743 
 01/07  20:00:00,145512.2760969145,450679.74661114684 
 01/07  21:00:00,144445.0105654305,467457.70006488205 
 01/07  22:00:00,137422.23659048032,495903.4427920775 
 01/07  23:00:00,140671.41042482035,510052.79839426186 
 01/07  24:00:00,159526.2593982228,528036.1419348948 
 01/08  01:00:00,159337.42407229327,504006.15517363325 
 01/08  02:00:00,151514.20386192223,483377.05579712056 
 01/08  03:00:00,154922.14093516197,489048.2944145868 
 01/08  04:00:00,156302.94965111208,491803.0886128978 
 01/08  05:00:00,165034.98788285398,503676.6144247758 
