Date/Time,BATIMENT0000000240880024_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880024_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/01  01:00:00,543570.0073212481,771835.1929682271 
 01/01  02:00:00,658712.1536862629,935609.6038705457 
 01/01  03:00:00,717504.8090037708,1018364.663544846 
 01/01  04:00:00,751038.8294598553,1073647.9041052351 
 01/01  05:00:00,775233.4893856265,1112469.4280524084 
 01/01  06:00:00,819819.5533833504,1174077.5130622205 
 01/01  07:00:00,838367.9619922988,1207410.5733536978 
 01/01  08:00:00,862915.7499468602,1247465.5458743342 
 01/01  09:00:00,926828.5357378344,1331602.4942199213 
 01/01  10:00:00,968145.716581124,1368796.8694462758 
 01/01  11:00:00,781033.7143913457,1032588.1279899281 
 01/01  12:00:00,409380.4879923657,455678.02369167405 
 01/01  13:00:00,72809.30965247098,48607.727859032464 
 01/01  14:00:00,0.0,0.0 
 01/01  15:00:00,0.0,0.0 
 01/01  16:00:00,0.0,0.0 
 01/01  17:00:00,25134.352399623454,0.0 
 01/01  18:00:00,194850.57394062824,246358.95658011653 
 01/01  19:00:00,309943.2889878699,390778.398366709 
 01/01  20:00:00,384038.19244448823,493383.9203140261 
 01/01  21:00:00,425785.5772241012,550846.368406355 
 01/01  22:00:00,435321.5181370208,572786.8337898661 
 01/01  23:00:00,441662.59470129013,606467.7391591431 
 01/01  24:00:00,441436.8024073476,624417.6522112961 
 01/02  01:00:00,448211.87633592426,631124.7522948914 
 01/02  02:00:00,449116.5630120115,628097.5091886525 
 01/02  03:00:00,478099.6082272955,660228.4780190436 
 01/02  04:00:00,544818.5157804722,733575.2966617097 
 01/02  05:00:00,612656.8165149738,807160.238203084 
 01/02  06:00:00,659130.9069349562,863853.9578256235 
 01/02  07:00:00,665744.9367543109,874400.2715866321 
