Date/Time,BATIMENT0000000240879972_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879972_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879972_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879972_PART0_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879972_PART0_F4_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879972_PART0_F5_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879972_PART0_F6_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
 01/01  01:00:00,5459410.744228866,4105684.9501524996,3939903.090170684,3983840.218595785,4129456.7119052205,4821016.4816738665,10759807.958567206 
 01/01  02:00:00,6143941.310210932,4813898.353585275,4640125.141932455,4673629.417896399,4815747.566641684,5557091.739161796,12167123.805726534 
 01/01  03:00:00,6508978.465602495,5205252.888763158,5027368.182020452,5052577.696086206,5190383.001104675,5957547.519863322,12854130.952204302 
 01/01  04:00:00,6747534.645948285,5468749.602776559,5287582.734556514,5305252.933799746,5439196.719197463,6228419.330386754,13354899.89646532 
 01/01  05:00:00,6918316.528963743,5665043.218832979,5482855.805306649,5494657.4150600275,5625155.102202719,6429155.4574617995,13685974.21215609 
 01/01  06:00:00,7178767.170229171,5951828.571088268,5769648.023139022,5776564.054005716,5904529.714774749,6726704.1182129,14178130.511868488 
 01/01  07:00:00,7300439.152550663,6095987.393110132,5913937.620942919,5916662.865125467,6042308.242622327,6877874.457023825,14457406.15436366 
 01/01  08:00:00,7459812.147483011,6276729.668638891,6095023.532060595,6093721.77633503,6217116.21653277,7066946.007429222,14808764.439302476 
 01/01  09:00:00,7780613.215102715,6623461.006609308,6444344.812679855,6440972.040229367,6564081.0777298035,7434383.584294876,15409249.795117706 
 01/01  10:00:00,7676875.538361254,6588428.99562302,6441727.274379306,6455491.292327565,6589202.201999131,7450936.523127746,15069365.09927771 
 01/01  11:00:00,5465746.240692929,4543645.976585555,4517610.468103164,4602374.372069087,4774017.779897249,5497374.593584437,10598600.41455374 
 01/01  12:00:00,2591786.8369501494,1789508.9423520637,1875209.0784344678,2039752.4514788357,2245261.238508235,2747646.9577483716,4615370.462574984 
 01/01  13:00:00,352222.95413715765,63264.245230678345,101997.2046128969,163631.6416024638,261171.40551050543,446191.31590904435,648694.5089092129 
 01/01  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  17:00:00,23198.198027271428,0.0,0.0,0.0,0.0,0.0,1192294.5384499035 
 01/01  18:00:00,2817981.983317109,1199215.8231012495,1111397.9188049415,1248268.8014818705,1462221.230814382,2049310.259119174,5796131.659072803 
 01/01  19:00:00,3435491.810544057,2042572.9142756553,1940968.6637922337,2035679.5435827079,2206253.50646397,2729188.49270161,7049279.384114293 
 01/01  20:00:00,3968392.352382385,2548874.141657283,2434417.195463483,2530871.2141600614,2704800.2344922456,3271722.343412132,7950020.054331144 
 01/01  21:00:00,4312067.197225222,2898461.803360816,2774247.6791613386,2864026.2721405835,3035403.9247778943,3628001.420660803,8461507.809489751 
 01/01  22:00:00,4489190.435877233,3089163.2736188015,2955754.7754549505,3036074.784269248,3201807.550640442,3809572.9709506095,8721427.104713634 
 01/01  23:00:00,4697598.893172094,3307281.002482839,3160365.009176164,3227012.4288818594,3384533.75826538,4015612.879087558,9200498.325532435 
 01/01  24:00:00,4817458.853353694,3443845.4719470497,3288305.7399906022,3344313.9271346186,3495394.775795008,4142120.5623213877,9452594.901353372 
 01/02  01:00:00,4912612.359437074,3567599.043190447,3410300.6343227318,3459118.340403418,3604401.59093008,4250344.919268831,9478424.811858624 
 01/02  02:00:00,4953592.876068564,3637975.5914153038,3481015.1331813782,3524263.4905210845,3664532.5127256345,4306386.395353661,9400050.655904878 
 01/02  03:00:00,5144898.30642223,3854917.4319871445,3697665.6190783978,3735256.5530231716,3870530.418409745,4513804.448505694,9636137.813256277 
 01/02  04:00:00,5477672.395082205,4217545.2154702945,4062776.5388642177,4097229.2557437387,4230296.743439825,4882722.86926003,10098626.761466533 
 01/02  05:00:00,5818341.752335732,4588702.647909217,4437503.7137656445,4469476.207898098,4600419.66768699,5261801.472670626,10595839.513630902 
 01/02  06:00:00,6076530.307402223,4869991.329547693,4719884.5739327865,4748376.193593066,4877000.324503545,5549566.672630454,11036236.813001322 
 01/02  07:00:00,6126515.395152028,4938858.886853582,4789755.748606153,4815084.294510557,4940963.341188384,5615854.0213466035,11111315.861447142 
