Date/Time,BATIMENT0000000240880049_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880049_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880049_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880049_PART0_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/01  01:00:00,1667356.7928503822,1522405.7837780127,1651726.4193956968,2569052.546059652 
 01/01  02:00:00,1815856.4003920066,1687967.328681845,1836588.5987267927,2877344.83618652 
 01/01  03:00:00,1897623.353467463,1779293.6040893106,1936279.1154757487,3025905.7567076753 
 01/01  04:00:00,1945272.0624886919,1834629.6176613828,1999605.0763482815,3131542.4489745265 
 01/01  05:00:00,1979230.5615460686,1873878.3615221756,2044093.0553858024,3200076.182821262 
 01/01  06:00:00,2039295.828590332,1941234.6360056743,2117341.3523978405,3306059.6743062604 
 01/01  07:00:00,2064845.6641799184,1972702.5059996427,2153386.7397598377,3364547.442435823 
 01/01  08:00:00,2093084.3609427786,2005752.1632190752,2192193.3605827335,3434845.5755062276 
 01/01  09:00:00,2172675.2443298507,2094034.8640734456,2286309.62621831,3571587.990129359 
 01/01  10:00:00,2211369.4563547927,2136640.6557313316,2316738.0338755357,3561872.8077714904 
 01/01  11:00:00,1908313.7801469327,1815194.375692004,1934731.0438372912,2709625.1103822496 
 01/01  12:00:00,1376419.9312589963,1261232.0803941789,1314436.2198912275,1330260.3263928776 
 01/01  13:00:00,948993.2992065055,812522.2906222317,817964.0872522747,231330.11112668738 
 01/01  14:00:00,701593.8212721432,548790.9181751562,517073.0670230078,0.0 
 01/01  15:00:00,612287.070365954,439873.43545104854,387585.6144769545,0.0 
 01/01  16:00:00,718119.1408900423,531267.1418590442,504417.3510022561,128302.84814943117 
 01/01  17:00:00,946388.7168557664,746270.1002335177,760846.4375457877,885125.1844134729 
 01/01  18:00:00,1227849.72032722,1040622.0637344338,1108657.8646030673,1617773.2931823765 
 01/01  19:00:00,1372664.1805435224,1194924.644714749,1274126.1663067492,1872717.4034037935 
 01/01  20:00:00,1469680.293306176,1299339.0505954886,1386923.827643273,2047950.6274638276 
 01/01  21:00:00,1527576.7113821856,1361100.1627397286,1451654.6041049946,2136573.1581692863 
 01/01  22:00:00,1544321.8415265672,1379965.9007346702,1472827.869362497,2172711.625907129 
 01/01  23:00:00,1550568.0060595234,1390139.0770236256,1494034.2310437718,2258077.2161216526 
 01/01  24:00:00,1548814.8309809766,1391064.8800164033,1501935.7686250198,2297243.4622611976 
 01/02  01:00:00,1556025.2119342592,1396980.8659072001,1504877.3912359402,2281506.2366870185 
 01/02  02:00:00,1560552.3405201708,1400584.2702854816,1504021.5072789083,2251218.4163686517 
 01/02  03:00:00,1596827.4902575058,1437755.0820113225,1540319.7746910835,2290096.067832184 
 01/02  04:00:00,1683635.1201056167,1529927.2115040817,1631691.1516074203,2386337.945597277 
 01/02  05:00:00,1776851.041673513,1629884.9031184071,1731046.729686241,2494954.434939685 
 01/02  06:00:00,1844765.5271303602,1704394.9396305024,1808324.271855366,2594569.752191083 
 01/02  07:00:00,1860034.8856207747,1722740.6335532558,1827099.4366789886,2613165.650962468 
 01/02  08:00:00,1890031.566636341,1755346.0091117711,1860492.7872522387,2655234.101036759 
 01/02  09:00:00,1954281.5914017425,1826321.4302998038,1933327.292508221,2748230.9606225304 
 01/02  10:00:00,1966384.5894802243,1839704.8284100117,1936185.0641252068,2740272.9224832063 
 01/02  11:00:00,1831087.2065661987,1689073.1631079512,1737608.8445602679,2377931.252501614 
 01/02  12:00:00,1560528.5155383903,1396234.872631728,1387706.9819694958,1643293.3632713503 
 01/02  13:00:00,1327650.5073843766,1140289.326167604,1087781.0487769924,1082236.194267287 
 01/02  14:00:00,1433303.6239138274,1240232.023772912,1215082.4091647626,1597351.2628958588 
 01/02  15:00:00,1693352.415519247,1521617.8976192032,1535094.5679010244,2141816.5144589813 
 01/02  16:00:00,1954957.7678508009,1809285.1719674165,1858068.133971634,2614372.4806248187 
 01/02  17:00:00,2153229.9420077647,2029564.268792424,2109528.939708394,2985824.276000619 
 01/02  18:00:00,3140301.0289977463,3057459.943480392,3143752.4620563337,4137501.729940328 
