pba_code,pba_label,sqft,eui_kwh_m2,finalwt
2,Office,152000,156.7090731505263,15.06
2,Office,500001,110.5931994490211,59.79
16,Inpatient health care,205000,642.5190893603414,146.87
14,Education,68000,107.28041529044117,100.08
26,Service,4000,122.9130788175,3075.23
23,Strip shopping mall,18500,406.6348358821622,10.71
5,Nonrefrigerated warehouse,500000,121.35731704883999,32.81
18,Lodging,15000,349.97694439199995,9.11
16,Inpatient health care,360000,343.70922096224996,11.36
2,Office,220000,514.7395406611364,59.79
16,Inpatient health care,450000,496.63421204279996,9.01
18,Lodging,7800,130.36545392307693,1661.74
18,Lodging,210000,160.14590091814284,5.66
17,Nursing,25500,433.1937420141176,451.56
2,Office,13000,110.43928397076922,1531.55
13,Public assembly,9400,19.115473021276593,1508.74
5,Nonrefrigerated warehouse,11500,41.64360543391304,1531.55
18,Lodging,405000,573.5921362346667,8.93
14,Education,2900,90.19190367931034,4384.99
5,Nonrefrigerated warehouse,2200,149.21067309545452,8057.15
2,Office,5700,169.93333580526314,3075.23
6,Food sales,3300,568.0613603454544,3075.23
15,Food service,20250,157.1016976444444,715.37
5,Nonrefrigerated warehouse,30000,260.40225618899996,312.77
2,Office,300000,149.0679842982,15.06
12,Religious worship,25000,85.70604624119999,1829.53
5,Nonrefrigerated warehouse,87000,77.15786299241378,227.11
14,Education,275000,164.34422785178182,9.16
2,Office,300000,152.3131846383,9.16
26,Service,7000,41.30980670571428,3075.23
25,Retail other than mall,5000,246.357075132,1265.79
23,Strip shopping mall,17500,209.68721966057143,6.52
14,Education,68000,138.14752174808822,272.88
2,Office,150000,176.0014741368,9.11
11,Refrigerated warehouse,66000,50.44074697636363,227.11
1,Vacant,1400,251.9503434642857,3195.83
5,Nonrefrigerated warehouse,490000,40.968113105204075,15.06
14,Education,55000,62.400830077636364,422.29
4,Laboratory,285000,312.3113279605263,9.16
26,Service,2800,87.85871141785714,3414.19
26,Service,7800,15.429989446153844,1420.0
5,Nonrefrigerated warehouse,600000,18.78176113845,70.08
8,Outpatient health care,5000,209.54994993,1195.14
5,Nonrefrigerated warehouse,220000,35.10171083086363,32.81
25,Retail other than mall,15000,61.752150779999994,717.24
5,Nonrefrigerated warehouse,148000,41.679785912229725,70.08
23,Strip shopping mall,11500,428.9671830678261,956.77
17,Nursing,78000,457.5763532030769,8.93
13,Public assembly,8300,92.89621429156625,3075.23
5,Nonrefrigerated warehouse,320000,29.8772993356875,70.08
26,Service,1750,90.10951138285714,6534.79
5,Nonrefrigerated warehouse,13250,57.28211659018868,3554.88
14,Education,1900,139.82803190526315,4384.99
12,Religious worship,2100,27.100932471428568,3075.23
2,Office,485000,76.33083371288659,15.06
13,Public assembly,32500,131.95921750061538,306.64
1,Vacant,2100000,0.23503798559999997,15.06
14,Education,48000,195.0333153975,100.08
2,Office,11000,273.67272729818177,1641.81
2,Office,245000,58.60047502028571,9.11
2,Office,174000,54.4465191962069,32.81
14,Education,205000,139.97537515053656,63.31
15,Food service,2400,438.97697144999995,1265.79
26,Service,5000,98.67115877399999,3075.23
5,Nonrefrigerated warehouse,600000,53.996344155450004,70.08
14,Education,48000,373.233147069375,495.15
7,Public order and safety,300000,106.9337870856,6.59
8,Outpatient health care,3500,114.82887862285715,3075.23
2,Office,116000,141.81810157163792,15.06
2,Office,1550,178.6189914580645,3075.23
6,Food sales,14500,747.6006275937931,1531.55
5,Nonrefrigerated warehouse,355000,63.29540879061972,52.43
5,Nonrefrigerated warehouse,128000,134.46400442625,15.06
15,Food service,1850,1709.5320024324324,1265.79
14,Education,2150,164.77670733488372,5522.3
5,Nonrefrigerated warehouse,18000,88.81222379999998,593.96
5,Nonrefrigerated warehouse,72000,46.476881166249996,215.07
14,Education,19750,164.8531232612658,1399.59
15,Food service,2400,312.62512665,3414.19
2,Office,112000,231.28186410803568,15.06
7,Public order and safety,3000,335.99748395999995,3075.23
1,Vacant,260000,12.317072388923075,15.06
14,Education,25000,59.048625088799994,587.89
2,Office,320000,181.35637357443747,15.06
2,Office,5200,150.99809026153844,3075.23
8,Outpatient health care,110000,704.4184844173636,9.91
14,Education,47000,31.620402019148937,51.34
2,Office,17000,157.53484324058823,593.96
14,Education,3850,217.93874217662335,4384.99
12,Religious worship,54000,52.91947403499999,227.11
16,Inpatient health care,108000,718.6095849116666,62.24
14,Education,6700,57.24827515074627,4384.99
2,Office,28500,239.36043802421054,611.8
18,Lodging,28500,385.1975764736842,495.15
18,Lodging,158000,301.11040728227846,9.11
23,Strip shopping mall,70000,190.3394882725714,10.71
18,Lodging,1100,238.4525902909091,4384.99
26,Service,11500,145.20660063652173,717.24
2,Office,415000,255.73843811949396,15.06
91,Other,7200,109.330202925,3075.23
2,Office,310000,259.51161367103225,15.06
2,Office,2000,138.879247455,15.06
15,Food service,1600,144.97509830624998,1473.57
13,Public assembly,18250,73.0392161819178,1486.89
5,Nonrefrigerated warehouse,50000,47.7527954004,808.37
13,Public assembly,1500,238.60898147999998,677.49
18,Lodging,36000,229.42176386999998,426.97
91,Other,94000,620.7440109769149,118.55
1,Vacant,4200,5.974943678571428,6921.06
5,Nonrefrigerated warehouse,36000,9.972009499999999,227.11
7,Public order and safety,4800,255.11366491875,4384.99
14,Education,12750,84.00487605882353,495.15
26,Service,2500,66.301910784,3075.23
5,Nonrefrigerated warehouse,30000,3.8308289429999993,15.06
2,Office,9300,103.43222203548386,1531.55
2,Office,280000,166.98766959674998,12.36
2,Office,102000,461.173192455,253.07
26,Service,6700,40.06847217761194,6921.06
14,Education,25000,80.2877224572,4384.99
5,Nonrefrigerated warehouse,120000,47.0935596975,249.3
26,Service,1800,246.11585414999996,3825.74
26,Service,35000,281.97897580542855,312.77
15,Food service,3000,335.67571577999996,1265.79
12,Religious worship,15000,283.752636522,611.8
18,Lodging,26000,278.7030519542308,495.15
5,Nonrefrigerated warehouse,1001,219.7750223976024,3075.23
5,Nonrefrigerated warehouse,110000,146.79093049690908,125.92
7,Public order and safety,225000,281.2699321308,1.73
5,Nonrefrigerated warehouse,128000,50.712301611562495,70.08
2,Office,2000,62.695898955,3075.23
7,Public order and safety,4900,86.91668002653061,4384.99
2,Office,168000,126.29885519892855,15.06
24,Enclosed mall,1000000,57.669564524399995,9.16
7,Public order and safety,270000,130.416569066,6.59
2,Office,1200,110.423794125,3075.23
16,Inpatient health care,250000,632.3441901389999,11.56
18,Lodging,345000,166.58916144313042,15.08
25,Retail other than mall,126000,223.95263115785713,125.92
25,Retail other than mall,210000,308.6228532514285,14.7
2,Office,240000,125.1224485005,15.06
13,Public assembly,100000,472.81673156849996,286.39
5,Nonrefrigerated warehouse,90000,111.907187496,249.3
5,Nonrefrigerated warehouse,100000,5.641637210099999,125.92
15,Food service,3100,743.7342792774193,1265.79
12,Religious worship,22000,110.82390129,3075.23
15,Food service,24250,1091.4082670820617,451.56
2,Office,315000,111.308586518,15.06
18,Lodging,500001,177.2106378919042,9.11
14,Education,8800,59.88809876931818,1399.59
5,Nonrefrigerated warehouse,40500,24.235975004444445,227.11
16,Inpatient health care,800000,689.80859590275,10.92
18,Lodging,4500,315.64336826,4384.99
23,Strip shopping mall,34000,349.9837607805882,406.08
18,Lodging,120000,363.31441947074995,9.11
15,Food service,2800,1167.3999684321427,1265.79
13,Public assembly,73000,227.01656905150685,15.06
25,Retail other than mall,10000,624.5656021169999,717.24
1,Vacant,220000,27.02733697922727,15.06
5,Nonrefrigerated warehouse,24000,5.320347476249999,1899.96
14,Education,54000,108.37664047,386.68
23,Strip shopping mall,3250,195.33124215692305,1930.83
2,Office,430000,129.9624393434651,15.06
2,Office,700000,148.4869433704714,15.06
8,Outpatient health care,15750,319.2563251942857,717.24
16,Inpatient health care,700000,706.9318208333999,9.01
14,Education,49000,51.0646359177551,386.68
13,Public assembly,500000,264.81243610079997,15.06
14,Education,9900,154.29131554545452,1486.89
25,Retail other than mall,41000,98.74536088609756,1011.03
4,Laboratory,188000,983.7920650342021,100.08
14,Education,1900,242.32232131578945,4384.99
2,Office,136000,145.9175552642647,15.06
2,Office,61000,163.19345673836065,1135.57
13,Public assembly,10750,83.47514660372092,3075.23
5,Nonrefrigerated warehouse,80000,18.308609441999998,215.07
26,Service,5000,137.304791586,5963.95
13,Public assembly,55000,215.31940825909086,118.55
15,Food service,6200,1564.6583230258063,1265.79
2,Office,156000,190.99612773634615,126.81
2,Office,240000,180.27661656599997,9.11
5,Nonrefrigerated warehouse,186000,47.87499064887096,249.3
26,Service,2650,185.6708345207547,1420.0
2,Office,1400,119.00916102857141,3075.23
5,Nonrefrigerated warehouse,270000,51.905168196999995,70.08
23,Strip shopping mall,42000,274.45879377,395.28
14,Education,48000,99.255165391875,495.15
2,Office,340000,130.21704021758822,15.06
2,Office,67000,81.90666934522388,422.29
5,Nonrefrigerated warehouse,440000,18.07676858556818,49.37
8,Outpatient health care,6000,92.21812947,3075.23
7,Public order and safety,490000,242.20377412769386,26.02
18,Lodging,61000,248.3239981972131,306.64
2,Office,116000,121.2599376837931,9.11
18,Lodging,106000,95.73817574547168,100.08
2,Office,6500,125.00038608923076,3075.23
16,Inpatient health care,225000,439.1926192224,10.17
12,Religious worship,8000,145.2239165925,1531.55
25,Retail other than mall,200000,334.81845068985,122.69
25,Retail other than mall,215000,371.53261489311626,15.06
5,Nonrefrigerated warehouse,150000,16.161637549199998,249.3
5,Nonrefrigerated warehouse,162000,20.597252803333333,249.3
14,Education,102000,118.62498586852941,118.55
5,Nonrefrigerated warehouse,186000,41.6025633183871,70.08
5,Nonrefrigerated warehouse,66000,44.76712126772727,215.07
16,Inpatient health care,375000,1238.5596179361598,3.95
16,Inpatient health care,260000,902.4232724833846,55.73
2,Office,235000,163.35550319629786,15.06
12,Religious worship,4500,54.27226737999999,3075.23
2,Office,160000,137.1059538350625,15.06
14,Education,130000,34.310655474230764,100.08
2,Office,156000,490.15147863403837,51.4
2,Office,63000,118.81192404428572,15.06
13,Public assembly,60000,215.3350999545,286.39
2,Office,85000,241.9360471418823,15.06
2,Office,3000,65.3525895,1265.79
5,Nonrefrigerated warehouse,7900,25.668779035443034,1829.53
16,Inpatient health care,55000,346.6311097630909,8.93
16,Inpatient health care,205000,797.0586525640975,11.65
2,Office,2100,43.81425072857142,1829.53
15,Food service,1500,1091.70685824,1265.79
18,Lodging,200000,242.75287719225,51.34
2,Office,430000,122.13763290983721,15.06
