Date/Time,RELATION_12725306_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12725306_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12725306_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
 01/01  01:00:00,25176167.67885201,26407677.484734815,46551846.2602083 
 01/01  02:00:00,26205057.285568472,27531998.51883831,48513737.21331422 
 01/01  03:00:00,26289418.784930248,27650569.709634803,48704637.31323324 
 01/01  04:00:00,26696743.77505195,28108876.798986748,49428934.82569682 
 01/01  05:00:00,27083747.145860367,28543468.203641765,50036684.317047276 
 01/01  06:00:00,26949544.71105828,28427718.18485715,49923010.305326916 
 01/01  07:00:00,26848504.60273347,28335133.31119353,49750537.129660964 
 01/01  08:00:00,26953624.515435755,28459370.891016327,49874707.35022798 
 01/01  09:00:00,27041541.489013057,28564777.28528056,49876405.46189174 
 01/01  10:00:00,26443387.132458564,27943543.332615968,48323562.69706911 
 01/01  11:00:00,24831728.84834087,26253891.04334414,43682881.600244954 
 01/01  12:00:00,22007711.529310282,23281075.872348458,37203919.59174922 
 01/01  13:00:00,19600699.755618528,20733460.12130624,32005721.64088427 
 01/01  14:00:00,18482931.737384353,19518593.026685316,29701325.89802274 
 01/01  15:00:00,17077495.615569633,18039673.47515787,27222540.50166575 
 01/01  16:00:00,13899494.163430445,14709833.143491609,21833562.88553914 
 01/01  17:00:00,12632545.839929145,13417047.53312248,21789879.713815507 
 01/01  18:00:00,12853784.820833322,13617787.953427173,24929877.49867877 
 01/01  19:00:00,19158465.723465774,19925834.88847951,35636583.75067323 
 01/01  20:00:00,20291837.645907756,21133292.983532533,37442238.59539956 
 01/01  21:00:00,20819063.806624196,21708701.737552736,38531207.114120916 
 01/01  22:00:00,21411270.422254466,22351624.88358892,39593671.288976714 
 01/01  23:00:00,22541111.22252786,23572901.57869393,41889540.70913709 
 01/01  24:00:00,23490644.73195233,24605627.395648263,43585500.6006712 
 01/02  01:00:00,23647823.18721579,24803203.878069386,44209876.777902395 
 01/02  02:00:00,23765156.578488447,24969443.037391465,45130977.73265086 
 01/02  03:00:00,24138212.02476328,25413037.380241666,46478222.45407125 
 01/02  04:00:00,26109847.653213143,27539001.76181928,50396386.838504136 
 01/02  05:00:00,28116229.716996707,29701915.636207994,54149030.33937482 
 01/02  06:00:00,28897060.736777592,30564313.944298215,55408327.7510378 
 01/02  07:00:00,29062309.174981497,30768959.960301813,55491842.125836894 
 01/02  08:00:00,28127035.70868875,29820202.7122411,54039825.93777028 
 01/02  09:00:00,27287390.733219616,28961167.61624623,52982975.357068576 
 01/02  10:00:00,26285630.631643325,27900838.439346787,50854162.637842715 
 01/02  11:00:00,24459506.277455658,25751119.92309691,43490506.3829598 
 01/02  12:00:00,21158600.772665694,21846002.978813972,31999565.188322403 
 01/02  13:00:00,18308280.846635483,18482086.542903833,23647286.276647355 
 01/02  14:00:00,16635241.349050645,16529361.64042895,19411550.071243938 
 01/02  15:00:00,16892825.59553319,16841423.380708504,20685783.602824114 
 01/02  16:00:00,16427124.6594427,16410151.656570077,21198184.24438315 
 01/02  17:00:00,15357742.658116505,15381887.439793492,21528400.458738055 
 01/02  18:00:00,15362019.92773256,15553191.390757168,25147386.435492635 
 01/02  19:00:00,20136565.516386703,20673110.017115053,35372922.13700594 
 01/02  20:00:00,21168618.326678712,21805450.352050256,37404753.939429656 
 01/02  21:00:00,21675742.437534872,22415791.138699047,39035163.11433846 
 01/02  22:00:00,21909249.466076545,22729726.413579203,40021465.85704314 
 01/02  23:00:00,22616290.146124292,23522299.332873214,41372922.09965694 
 01/02  24:00:00,23132072.649192017,24095839.28930884,41914725.57499703 
 01/03  01:00:00,23494967.623994306,24494689.382457275,42250352.22769978 
 01/03  02:00:00,24350411.269550957,25445437.216941856,44312329.78799489 
 01/03  03:00:00,24963496.658932593,26159505.875426322,46410400.768785335 
 01/03  04:00:00,25861852.975877557,27157596.589682028,48402062.85188301 
 01/03  05:00:00,26969742.84632895,28363114.817319073,50292390.732481845 
 01/03  06:00:00,27947736.2262766,29444954.06058487,52335690.005834125 
 01/03  07:00:00,28105685.132874854,29664150.732530057,52931480.05343486 
 01/03  08:00:00,27427976.340931546,28957867.851508558,51212082.091878794 
 01/03  09:00:00,26981027.668134782,28493514.18336994,50463090.758599006 
 01/03  10:00:00,26210254.89824178,27664349.0187417,48562659.878480926 
 01/03  11:00:00,23332753.95040268,24387116.45833531,38967913.364062764 
 01/03  12:00:00,19058892.307456587,19567027.466649994,27398090.42114006 
 01/03  13:00:00,18561163.396078374,19000006.940753862,26342140.886440832 
 01/03  14:00:00,17300650.74017768,17563184.405170914,23021816.14561861 
 01/03  15:00:00,17175788.695574805,17444557.403443344,23555905.78001423 
 01/03  16:00:00,17630993.98824606,17972404.131962005,25850963.059329636 
 01/03  17:00:00,21232146.643301483,21897396.487597015,35912441.94994551 
 01/03  18:00:00,21831168.756117027,22578021.932567813,37699908.76750016 
 01/03  19:00:00,21250804.64184017,22030632.00340191,37554677.61560412 
 01/03  20:00:00,20970227.110679135,21759742.552956548,37328043.78810044 
 01/03  21:00:00,20818144.117955595,21615681.93384309,37259156.572420105 
 01/03  22:00:00,20576034.721177876,21374620.516594302,37092839.99542337 
 01/03  23:00:00,20534902.685944613,21329698.808726046,37241792.50238954 
 01/03  24:00:00,21300005.22419671,22151331.067680344,38576717.09845038 
 01/04  01:00:00,21969472.369025175,22877641.041999966,39741278.47235241 
 01/04  02:00:00,22137504.224713527,23071972.841092702,40101471.99398526 
 01/04  03:00:00,21752848.960182324,22689862.371300966,39503487.38669085 
 01/04  04:00:00,21786053.046121046,22725960.6860551,39567334.074098565 
 01/04  05:00:00,21738010.241679013,22695231.067022942,39475962.87028313 
 01/04  06:00:00,21599553.975286126,22558880.783049837,39165161.8063039 
 01/04  07:00:00,21431225.376005653,22393972.849351026,38846047.16054066 
 01/04  08:00:00,21134890.072647747,22080940.80798398,38367221.092175096 
 01/04  09:00:00,20940934.447624978,21870277.554285116,38083289.54006792 
 01/04  10:00:00,20493465.660982817,21385294.89862754,37055024.6534593 
 01/04  11:00:00,19885110.62766691,20675471.4536492,34595720.55083221 
 01/04  12:00:00,18293424.05724559,18900052.133610614,30115031.173876986 
 01/04  13:00:00,16759108.687766535,17158567.502655253,25516066.21758583 
 01/04  14:00:00,15671801.439779803,15900697.88818666,21970333.6609051 
 01/04  15:00:00,16239052.002345154,16527021.32308583,24164002.783589624 
 01/04  16:00:00,18957749.05034402,19487320.346546996,32295734.836777695 
 01/04  17:00:00,19133858.30356664,19674506.568710573,32778547.82472676 
 01/04  18:00:00,19133058.8435983,19693838.12969653,32922589.10594407 
 01/04  19:00:00,19178185.586519986,19758082.931867164,33148710.03334726 
 01/04  20:00:00,19212601.704452563,19818078.134974897,33429427.637648143 
 01/04  21:00:00,18312206.543530934,18945744.20036514,33171304.52745135 
 01/04  22:00:00,18580539.608991195,19252056.673087332,34045749.64165444 
 01/04  23:00:00,19239279.14364233,19966291.51689038,35362593.822988965 
 01/04  24:00:00,20513150.120025117,21312769.543135136,37181924.0400177 
 01/05  01:00:00,21210445.44710166,22061019.84130902,38148333.23664661 
 01/05  02:00:00,20657420.353887476,21497431.408070598,37351885.92757273 
 01/05  03:00:00,20176790.770121947,20992205.524983987,36652584.777307875 
 01/05  04:00:00,20372606.22143992,21203693.117265992,37008771.566802636 
 01/05  05:00:00,20505847.781279963,21358874.403512854,37224109.559999764 
 01/05  06:00:00,20723817.399425432,21574027.953834258,37277097.26796126 
 01/05  07:00:00,20658029.246500146,21520546.881975003,37269210.93982672 
 01/05  08:00:00,20520391.137970418,21392894.484589964,37210975.430356465 
 01/05  09:00:00,20358124.346925482,21228540.54769928,36936113.22184797 
 01/05  10:00:00,20272385.726893354,21128252.791456886,36489791.73714706 
 01/05  11:00:00,19415326.96107788,20202980.840827998,34270255.24554159 
 01/05  12:00:00,16485886.982303513,16985664.55680728,26979308.169079833 
 01/05  13:00:00,11127230.701177754,10874658.184474971,12640950.63193874 
 01/05  14:00:00,7846591.027963091,7052292.590161023,6054760.085885423 
 01/05  15:00:00,7124293.893121228,6115180.097806278,4972696.795324614 
 01/05  16:00:00,7392741.241236614,6456774.341545787,6364338.475505662 
