Date/Time,BATIMENT0000000240880094_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880094_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/01  01:00:00,2191293.1559022,3145694.2511379807 
 01/01  02:00:00,2399359.6223657494,3509190.7416989515 
 01/01  03:00:00,2507647.693918636,3681366.0167393624 
 01/01  04:00:00,2573081.287475166,3801982.4887807094 
 01/01  05:00:00,2617691.236969545,3876751.272226804 
 01/01  06:00:00,2696132.008838296,3998324.330779153 
 01/01  07:00:00,2728806.744936929,4064565.5775224986 
 01/01  08:00:00,2770061.4236931326,4144937.8938695975 
 01/01  09:00:00,2873377.15491966,4303337.298847345 
 01/01  10:00:00,2895986.9977831724,4285939.134684296 
 01/01  11:00:00,2435828.052245485,3264580.4091305495 
 01/01  12:00:00,1718131.0535822678,1633892.3518041826 
 01/01  13:00:00,1076984.3467428572,388951.42567519285 
 01/01  14:00:00,777282.679521107,0.0 
 01/01  15:00:00,727822.1826644236,0.0 
 01/01  16:00:00,868348.4972274114,215661.56771108293 
 01/01  17:00:00,1163469.9382072054,1196583.5127495287 
 01/01  18:00:00,1583579.502010924,2055691.7346678989 
 01/01  19:00:00,1775535.6919247662,2351989.5401576427 
 01/01  20:00:00,1902171.669350424,2552116.825519269 
 01/01  21:00:00,1971399.5095249715,2647325.2548541925 
 01/01  22:00:00,1988751.7079508537,2680899.662883195 
 01/01  23:00:00,2011060.3491254644,2781464.39526392 
 01/01  24:00:00,2014594.2999864914,2821976.115037866 
 01/02  01:00:00,2016900.696037673,2798582.53608428 
 01/02  02:00:00,2011070.1419075937,2753221.0444065905 
 01/02  03:00:00,2054441.9113229262,2796406.2254625806 
 01/02  04:00:00,2157153.466439056,2906279.050385082 
 01/02  05:00:00,2266704.0403208155,3029425.3305358756 
 01/02  06:00:00,2348982.364181029,3141622.7438107976 
 01/02  07:00:00,2363164.5665389975,3157526.7433793107 
 01/02  08:00:00,2399938.692290495,3205212.779299926 
 01/02  09:00:00,2478038.964715861,3311673.8472726373 
 01/02  10:00:00,2470722.496105116,3300254.880571385 
 01/02  11:00:00,2226909.110179582,2879197.775145782 
 01/02  12:00:00,1821606.570171469,2056953.2186220207 
 01/02  13:00:00,1461048.9324679284,1456154.7547613338 
 01/02  14:00:00,1633638.0001969333,1999595.919416306 
 01/02  15:00:00,2015433.3821714744,2624455.1647181036 
 01/02  16:00:00,2388561.022984382,3171234.062825959 
 01/02  17:00:00,2679449.91750816,3599527.1057179067 
 01/02  18:00:00,3747731.700370718,4821532.245268605 
 01/02  19:00:00,4086561.481801181,5188181.775414312 
 01/02  20:00:00,4177461.6177611444,5295055.30601809 
 01/02  21:00:00,4243403.951708628,5373303.474775348 
 01/02  22:00:00,4365736.329487132,5520686.051896203 
 01/02  23:00:00,4519846.570859186,5712011.357702156 
 01/02  24:00:00,4762745.123779495,6028968.87148577 
 01/03  01:00:00,5054900.934885764,6415635.343515653 
 01/03  02:00:00,4776338.302621912,6397215.814147696 
 01/03  03:00:00,4819700.842323023,6558104.572383473 
 01/03  04:00:00,4923119.363366779,6721157.914351873 
 01/03  05:00:00,4989190.331386973,6831402.18597495 
 01/03  06:00:00,5011137.113091607,6884729.84445105 
 01/03  07:00:00,5032547.161575778,6937657.995215726 
 01/03  08:00:00,5056220.360684415,6985785.67573232 
 01/03  09:00:00,5088680.647205955,7036542.612891097 
 01/03  10:00:00,5049169.851530131,6979563.185374232 
 01/03  11:00:00,4838957.447610216,6660656.552527638 
