Date/Time,WAY_941927218_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),WAY_941927218_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
 01/01  01:00:00,18616719.846496023,29975395.795675624 
 01/01  02:00:00,19497354.493760023,31364769.874371417 
 01/01  03:00:00,19577465.65074758,31462037.02331013 
 01/01  04:00:00,19886876.44817245,31911909.226073463 
 01/01  05:00:00,20167886.94523689,32279791.449945938 
 01/01  06:00:00,20114894.85853978,32218064.28451711 
 01/01  07:00:00,20045494.922425527,32089748.266402744 
 01/01  08:00:00,20108444.758191057,32141996.390714798 
 01/01  09:00:00,20141934.534757074,32104006.75085171 
 01/01  10:00:00,19599841.92804176,31000125.52972298 
 01/01  11:00:00,17940056.625851102,27566891.90209143 
 01/01  12:00:00,15406408.434285797,22973010.259729836 
 01/01  13:00:00,13276237.84037902,19321338.296010762 
 01/01  14:00:00,12314862.337315636,17755284.891863786 
 01/01  15:00:00,11008493.800496317,15908173.47936884 
 01/01  16:00:00,7997379.3882748205,11653650.191587895 
 01/01  17:00:00,7364705.48095201,11784770.003878694 
 01/01  18:00:00,8116580.612928551,14422584.882343931 
 01/01  19:00:00,14057531.447565889,22903859.699172586 
 01/01  20:00:00,14838037.148020193,23997633.789449688 
 01/01  21:00:00,15270433.818916652,24707213.53354615 
 01/01  22:00:00,15709894.689866122,25364303.945044085 
 01/01  23:00:00,16560167.811415676,26827597.443778902 
 01/01  24:00:00,17236145.78322013,27859185.025724694 
 01/02  01:00:00,17420035.141098093,28279404.612498976 
 01/02  02:00:00,17583341.10750381,28861872.37085633 
 01/02  03:00:00,17885511.436914433,29649383.294352 
 01/02  04:00:00,19298278.661163792,32084879.71237759 
 01/02  05:00:00,20749007.72144531,34454940.009892024 
 01/02  06:00:00,21301010.123000797,35210932.52332142 
 01/02  07:00:00,21402183.072385438,35203812.94977313 
 01/02  08:00:00,20762743.69515009,34234475.352337815 
 01/02  09:00:00,20164932.479213122,33455288.139432095 
 01/02  10:00:00,19327390.66994002,31932394.16684302 
 01/02  11:00:00,17302727.532919325,26821993.101354256 
 01/02  12:00:00,13770644.514792806,18861482.090849176 
 01/02  13:00:00,10801585.533483878,13004931.34627486 
 01/02  14:00:00,9175289.021660792,10093361.375223916 
 01/02  15:00:00,9801776.23712263,11339385.527619518 
 01/02  16:00:00,9802934.0726415,11939070.964299418 
 01/02  17:00:00,9190115.922230516,12109873.425078671 
 01/02  18:00:00,9708239.825488279,14759567.851743352 
 01/02  19:00:00,14371947.073197007,22475664.75385563 
 01/02  20:00:00,15124703.179408554,23699419.047907524 
 01/02  21:00:00,15596317.469951732,24748649.00321808 
 01/02  22:00:00,15868256.06245736,25411719.87229885 
 01/02  23:00:00,16407667.408327932,26269280.92658897 
 01/02  24:00:00,16755648.088256361,26582450.468127586 
 01/03  01:00:00,17000390.28827921,26776465.707774036 
 01/03  02:00:00,17659813.26608976,28060388.39627115 
 01/03  03:00:00,18171936.758261777,29330060.775410503 
