Date/Time,BATIMENT0000000240879618_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879618_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/01  01:00:00,1820429.4610574096,2595819.4707361152 
 01/01  02:00:00,1992626.3158505466,2907463.2959479815 
 01/01  03:00:00,2084981.6513283616,3057033.4503261046 
 01/01  04:00:00,2143308.181051442,3164714.329322 
 01/01  05:00:00,2183489.499248967,3232099.297676572 
 01/01  06:00:00,2249382.7346406095,3336046.991550719 
 01/01  07:00:00,2280277.7535481397,3395314.2959545664 
 01/01  08:00:00,2314969.1601404306,3465349.7638914427 
 01/01  09:00:00,2398221.373004592,3598677.332624079 
 01/01  10:00:00,2404629.03707912,3564694.706449668 
 01/01  11:00:00,1981464.2264461536,2632192.8688507015 
 01/01  12:00:00,1200477.4656832423,1282929.3753556402 
 01/01  13:00:00,488730.0369838977,333527.7144968099 
 01/01  14:00:00,273078.47650314367,0.0 
 01/01  15:00:00,394904.4753086743,0.0 
 01/01  16:00:00,619170.2624791553,90360.45314263775 
 01/01  17:00:00,906363.0674922933,869021.5709557189 
 01/01  18:00:00,1286596.095254511,1643096.9214094395 
 01/01  19:00:00,1446506.7143811185,1892656.6039565217 
 01/01  20:00:00,1555622.6735247367,2064605.1578197435 
 01/01  21:00:00,1617745.9579611816,2147630.7166195307 
 01/01  22:00:00,1639464.9850003747,2181829.5441232827 
 01/01  23:00:00,1666698.5276995539,2276883.853601166 
 01/01  24:00:00,1677154.6676246861,2319194.220443534 
 01/02  01:00:00,1679928.4939299503,2297746.3665816663 
 01/02  02:00:00,1677147.1723522437,2259821.9053462525 
 01/02  03:00:00,1711025.9556093258,2293605.3208448915 
 01/02  04:00:00,1791423.060382261,2380280.3640949447 
 01/02  05:00:00,1878443.2634649575,2479599.0262439195 
 01/02  06:00:00,1946780.6723285248,2574687.4485087865 
 01/02  07:00:00,1962229.1152576532,2592052.624612663 
 01/02  08:00:00,1992381.7795498325,2632324.839238871 
 01/02  09:00:00,2054409.7432447711,2719926.5199907483 
 01/02  10:00:00,2038965.2649471918,2697617.365560413 
 01/02  11:00:00,1801603.0041245527,2290989.2858172483 
 01/02  12:00:00,1373962.8594112643,1567760.8080014938 
 01/02  13:00:00,986071.2063738122,1071833.639340171 
 01/02  14:00:00,1251703.5631889175,1518607.670968858 
 01/02  15:00:00,1599193.293810342,2058610.4048672137 
 01/02  16:00:00,1918486.3929946278,2536769.259923037 
 01/02  17:00:00,2167312.434945874,2913268.584179074 
 01/02  18:00:00,3155822.1462769867,4043984.0251265336 
 01/02  19:00:00,3437253.339289746,4350474.999100141 
 01/02  20:00:00,3505875.7778583523,4434671.510175964 
 01/02  21:00:00,3560275.320208783,4501306.752399631 
 01/02  22:00:00,3645842.028200429,4610535.581202861 
 01/02  23:00:00,3758673.918462942,4757941.708606608 
 01/02  24:00:00,3959827.4345098604,5026952.357119373 
 01/03  01:00:00,4210117.093157051,5363627.301679872 
 01/03  02:00:00,3925755.060237984,5322567.734067841 
 01/03  03:00:00,3945427.607127325,5451746.164488899 
 01/03  04:00:00,4029833.628782789,5591094.69701128 
 01/03  05:00:00,4084931.319149972,5687169.304783821 
 01/03  06:00:00,4104631.5750400033,5736410.6345038 
 01/03  07:00:00,4122289.484004859,5783727.642988606 
 01/03  08:00:00,4142927.85583892,5827305.13650615 
 01/03  09:00:00,4169644.905579212,5870614.1907891715 
 01/03  10:00:00,4138041.0955727827,5821983.29183696 
 01/03  11:00:00,3948336.7535376432,5524660.028778132 
 01/03  12:00:00,3578427.092739437,4938006.312389952 
 01/03  13:00:00,3162361.555417721,4325814.900434397 
 01/03  14:00:00,2955994.277300995,3927630.309194825 
 01/03  15:00:00,2885797.853440704,3565055.623428357 
 01/03  16:00:00,2894247.2718829624,3359834.774252079 
 01/03  17:00:00,3120937.716486917,4190822.728362957 
 01/03  18:00:00,3715732.1290806485,5557009.322103699 
 01/03  19:00:00,4100853.496000217,6165147.339551903 
 01/03  20:00:00,4210656.011541283,6358615.565676881 
 01/03  21:00:00,4387702.502687331,6634293.903029709 
 01/03  22:00:00,4603352.084917793,6969180.962772699 
 01/03  23:00:00,4670077.585241493,7131721.897052666 
 01/03  24:00:00,4856365.486446329,7514946.190188054 
 01/04  01:00:00,5110024.055977708,7884473.603904652 
 01/04  02:00:00,5295745.672267488,8078248.134836169 
 01/04  03:00:00,5408931.687541683,7987641.148154823 
 01/04  04:00:00,5467241.147774638,7886043.902646456 
 01/04  05:00:00,5536015.733073245,7972983.411052644 
 01/04  06:00:00,5631299.708559813,8091851.580436723 
