Date/Time,BATIMENT0000000240879419_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F4_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F5_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F6_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F7_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
 01/01  01:00:00,1634278.1849599967,678421.8072101969,665685.3445228189,742219.8320392374,817189.3086586555,898661.5217797196,1130116.2831334106,3799946.1047255667 
 01/01  02:00:00,2178271.9968732307,1211674.695740221,1190131.6006288456,1260349.957729553,1329968.922403478,1407078.2801843162,1643371.506672946,4568129.195941746 
 01/01  03:00:00,2481876.8819195656,1517899.4818021136,1489280.8209007373,1552696.8735444127,1616659.6364014666,1688997.5895187617,1925464.2705520615,4967376.252957914 
 01/01  04:00:00,2686116.9673549044,1729434.9170124945,1694108.633230522,1750277.8918928965,1808279.8247146744,1875625.222737834,2111690.0959112914,5254665.884732761 
 01/01  05:00:00,2844591.0589759615,1899661.3098085802,1858976.0933428395,1908402.4311955965,1960825.1356981958,2023437.9586252063,2257945.6215596553,5465571.876042138 
 01/01  06:00:00,3074647.8782171616,2142392.1104798503,2096997.6823190898,2140064.215104553,2187225.5807885057,2245399.9757671994,2478948.320025037,5771497.352139967 
 01/01  07:00:00,3188776.679721059,2269461.21266789,2220036.9818259436,2257323.894922741,2299692.563529438,2353811.088090664,2586074.4030409697,5940934.743016621 
 01/01  08:00:00,3337052.6691211443,2431569.0256328234,2378317.564281219,2409738.341545727,2447217.985503972,2497194.969469923,2728159.641002302,6155673.632177379 
 01/01  09:00:00,3619073.858524507,2727549.2931026467,2671766.547401759,2698551.780538901,2732123.756585922,2778814.790161082,3010005.5159744807,6535102.2071240945 
 01/01  10:00:00,3696764.24367413,2851778.321448685,2807635.1775431135,2838470.8276618477,2874368.9432001063,2922390.4343346255,3152198.2326981067,6574820.126283975 
 01/01  11:00:00,2448172.5572494324,1759911.2788854574,1772565.8420162331,1835624.8332371907,1892974.5032116862,1956058.8642498539,2171361.8994601336,4722279.906082186 
 01/01  12:00:00,569142.6162309508,206569.2505776737,241432.76761089798,296129.2711356509,352169.65671455255,407142.6654434006,566720.3486663435,1902461.0737890764 
 01/01  13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114958.99384572405 
 01/01  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829625.9185148781 
 01/01  19:00:00,47661.06534632854,0.0,0.0,0.0,0.0,0.0,0.0,1694604.6303214827 
 01/01  20:00:00,429607.3314791807,0.0,0.0,0.0,0.0,0.0,105452.0106208016,2227337.7399757155 
 01/01  21:00:00,707435.6674629904,0.0,0.0,0.0,51415.9675113915,142919.45029218335,364730.33636982436,2560233.522105191 
 01/01  22:00:00,855534.0457016282,0.0,0.0,83710.33279116964,165297.74083347002,251360.71723991772,471257.45553131565,2726518.3149832366 
 01/01  23:00:00,1007349.7413894424,94678.86539321335,100870.25954290002,182009.1241406626,262952.01297930325,350292.30229754176,575332.9079414718,2943517.76868616 
 01/01  24:00:00,1117708.1170976046,182867.48164025776,179570.79612128728,260537.64600543946,339483.1010071939,424178.18180327886,650575.33436066,3084805.1329831243 
