Date/Time,RELATION_12582233_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12582233_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12582233_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12582233_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12582233_F4_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12582233_F5_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12582233_F6_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
 01/01  01:00:00,20465031.051128365,20532751.55830206,20623113.61576885,20701760.434436094,20827652.549769804,21752163.23279863,35916657.556039765 
 01/01  02:00:00,21357659.814871352,21454307.18561928,21540777.647496957,21615162.719164692,21739375.691165846,22689567.922787394,37419352.00488953 
 01/01  03:00:00,21424638.928844254,21534956.666386697,21620824.172126066,21693925.224164948,21817641.17255688,22773920.027412802,37545551.57298903 
 01/01  04:00:00,21756157.325504325,21884975.139732677,21970720.518540695,22042778.064621747,22166451.719689503,23134590.667332403,38089337.0204142 
 01/01  05:00:00,22064081.984745357,22215125.415999703,22303643.578759544,22376571.812470093,22501413.334406517,23479346.688126117,38562510.116976194 
 01/01  06:00:00,21973474.70117989,22126472.543249674,22210668.883006863,22280065.605271757,22402586.211793702,23381819.646624308,38443938.23371369 
 01/01  07:00:00,21891323.616120864,22046135.597386997,22128158.45522097,22195680.44378755,22316922.864438105,23295353.138634622,38294310.81023279 
 01/01  08:00:00,21967102.859767087,22132636.6797657,22216414.198269498,22284571.252620082,22406423.88275809,23387238.51499445,38391015.46487504 
 01/01  09:00:00,22019969.221412174,22199210.249181945,22286812.916140966,22356994.020142864,22480412.57206013,23462521.541379996,38408613.00221875 
 01/01  10:00:00,21473731.772329796,21678398.860226844,21783094.33243796,21864139.8699396,21994531.976506814,22959350.757327255,37302655.64661858 
 01/01  11:00:00,19900029.753550548,20204892.116821382,20383626.635403734,20513586.53259174,20676279.045304112,21592890.365005087,34079781.25852295 
 01/01  12:00:00,17331232.010541253,17724756.48171107,17983785.25489379,18166982.28159289,18363215.350208413,19208432.82199777,29429180.672078434 
 01/01  13:00:00,15132078.430043448,15588851.92660443,15912881.072987214,16139171.92999188,16361971.945865044,17146528.78054052,25636443.39848639 
 01/01  14:00:00,14201868.956009012,14690935.580180109,15050767.296218326,15300798.746015744,15537792.992260896,16291029.830237785,24068921.533164863 
 01/01  15:00:00,12946154.634392764,13376160.381279115,13740948.616353447,13998811.282919994,14240023.177463623,14955251.708111841,22054064.155425917 
