Date/Time,BATIMENT0000000240880071_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880071_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/01  01:00:00,1221093.7137686322,1629039.4054044692 
 01/01  02:00:00,1333175.3210192544,1807706.3735247762 
 01/01  03:00:00,1390531.5141497843,1891189.8633611978 
 01/01  04:00:00,1422904.958181965,1946292.182735791 
 01/01  05:00:00,1445491.6940593438,1980974.347442266 
 01/01  06:00:00,1487527.9346893292,2040233.1337411045 
 01/01  07:00:00,1504059.3914453313,2069839.6987522608 
 01/01  08:00:00,1525147.2575695077,2107533.6671709926 
 01/01  09:00:00,1584084.9897162737,2189704.9223845536 
 01/01  10:00:00,1609357.652390975,2196836.185668468 
 01/01  11:00:00,1383662.2550963392,1748392.8941255703 
 01/01  12:00:00,1006039.2153825932,1009496.2804064289 
 01/01  13:00:00,703847.3361027602,467815.11967367626 
 01/01  14:00:00,530842.9059970703,148535.72105155437 
 01/01  15:00:00,464415.48246763524,88292.04686095945 
 01/01  16:00:00,536775.0594421217,339556.7235847394 
 01/01  17:00:00,692562.9504957862,743433.528126523 
 01/01  18:00:00,898848.2059687697,1118902.789891739 
 01/01  19:00:00,1006587.8940984388,1266545.1013351846 
 01/01  20:00:00,1075912.8463448808,1362904.103009698 
 01/01  21:00:00,1114039.3564870656,1407886.8296192398 
 01/01  22:00:00,1121696.5399353064,1419034.9013729957 
 01/01  23:00:00,1126921.650021324,1455953.3587682324 
 01/01  24:00:00,1125163.9768167404,1468851.627024218 
 01/02  01:00:00,1127348.6295507962,1457266.16354213 
 01/02  02:00:00,1125516.9049337844,1436416.9491637005 
 01/02  03:00:00,1151219.5447770485,1460589.838863525 
 01/02  04:00:00,1212569.9135238747,1523303.088260472 
 01/02  05:00:00,1277436.6638826933,1592424.98172156 
 01/02  06:00:00,1323589.205598867,1650562.9152644007 
 01/02  07:00:00,1329940.7462252101,1657142.9890565702 
 01/02  08:00:00,1349559.0690673117,1680934.88165878 
 01/02  09:00:00,1394615.179113508,1737474.92279989 
 01/02  10:00:00,1402152.3879034808,1739094.2272903481 
 01/02  11:00:00,1301455.089874738,1554620.685813273 
 01/02  12:00:00,1108352.0651856044,1178706.7183670846 
 01/02  13:00:00,942987.080611484,878002.4766254028 
 01/02  14:00:00,1013543.6834699372,1127966.1038718966 
 01/02  15:00:00,1210006.5231944155,1436286.9763171042 
 01/02  16:00:00,1406498.3086531523,1713622.7617600088 
 01/02  17:00:00,1558766.804729946,1931960.3957489594 
 01/02  18:00:00,2070813.1909828633,2508618.597364224 
 01/02  19:00:00,2241122.2802462387,2687932.2041929644 
 01/02  20:00:00,2287884.9401552174,2741090.2865958624 
