Date/Time,BATIMENT0000000240880172_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880172_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880172_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
 01/01  01:00:00,1656256.323516164,1529851.93610544,3137224.6894556275 
 01/01  02:00:00,1901904.12174134,1789435.8180161305,3578005.0199142173 
 01/01  03:00:00,2039387.1341054235,1937185.1315278357,3796266.0635896646 
 01/01  04:00:00,2135338.6255673897,2041692.350181253,3956825.130006262 
 01/01  05:00:00,2204486.011081607,2118975.0337483776,4061230.283125934 
 01/01  06:00:00,2297500.1915563555,2221103.4175854907,4208774.560729685 
 01/01  07:00:00,2347802.743136945,2278337.1191710397,4294896.937046766 
 01/01  08:00:00,2407950.444363729,2345639.6557268333,4401812.525384286 
 01/01  09:00:00,2509648.6995344954,2457163.444123485,4569635.761653351 
 01/01  10:00:00,2420163.42118392,2389170.274241477,4380264.928141527 
 01/01  11:00:00,1541991.5020549912,1543855.1412033597,2785193.853559245 
 01/01  12:00:00,614011.571623171,600085.6165400924,926924.681416595 
 01/01  13:00:00,37869.60698528056,26936.14096977035,27126.461879415005 
 01/01  14:00:00,0.0,0.0,0.0 
 01/01  15:00:00,0.0,0.0,0.0 
 01/01  16:00:00,0.0,0.0,0.0 
 01/01  17:00:00,0.0,0.0,7700.934608955868 
 01/01  18:00:00,328606.78237352334,189519.1763780036,1423656.6054942277 
 01/01  19:00:00,816888.0950022868,634699.4868747476,1846404.6931114914 
 01/01  20:00:00,1018777.8513438606,860539.0514849474,2130262.2786193583 
 01/01  21:00:00,1148099.7749836533,1001739.648256574,2306613.717221328 
 01/01  22:00:00,1237710.4875187376,1091132.04135707,2416927.324484896 
 01/01  23:00:00,1349072.9335277874,1205274.092293405,2609489.596613788 
 01/01  24:00:00,1422823.0290099957,1284350.454279397,2717855.2031204356 
 01/02  01:00:00,1469097.4367622826,1337448.9853079328,2734450.073926942 
 01/02  02:00:00,1495072.0826148363,1370231.7813937822,2716438.1521311067 
 01/02  03:00:00,1565184.5198756128,1447042.4062896126,2791188.213827436 
 01/02  04:00:00,1672013.1579056666,1564290.892395861,2921163.2564754803 
 01/02  05:00:00,1780320.1576918815,1682673.991902042,3060480.5178326503 
 01/02  06:00:00,1869664.5378085508,1779838.1527000698,3193052.7266248553 
 01/02  07:00:00,1895144.9942736328,1809980.820330661,3220575.848477575 
 01/02  08:00:00,1940034.6895545232,1859297.0575699592,3280919.204583439 
 01/02  09:00:00,2015388.7848457284,1942082.4305424108,3392309.9626415493 
 01/02  10:00:00,1982476.0236559531,1921218.4657758211,3280867.6970485263 
 01/02  11:00:00,1586947.8235579983,1546209.606223718,2455675.2798187104 
 01/02  12:00:00,1015932.3656476089,965756.5025696377,1263374.714570938 
 01/02  13:00:00,554926.0832882917,481915.84286444564,457342.1283212586 
 01/02  14:00:00,924237.6982423733,846953.9380783499,1111323.773807224 
 01/02  15:00:00,1389940.5280893494,1317494.6566708118,1986888.5663987228 
 01/02  16:00:00,1794253.0580167016,1729639.8105596162,2755973.7892590854 
 01/02  17:00:00,2072467.971323921,2020050.0824716934,3343048.0811168924 
 01/02  18:00:00,2765944.977437198,2747931.6808178714,4617220.084992635 
 01/02  19:00:00,2998410.228908016,2996183.077701209,4970700.299816246 
 01/02  20:00:00,3086982.2938782685,3093881.4736463535,5101025.404661641 
 01/02  21:00:00,3148471.687975743,3163117.4083382664,5195454.3025138285 
 01/02  22:00:00,3266423.728567549,3289864.338161772,5365741.397061693 
 01/02  23:00:00,3405487.4474634947,3438433.5397595926,5575489.896502443 
 01/02  24:00:00,3594240.983402054,3640911.8153388314,5895206.564151433 
 01/03  01:00:00,3810311.5568725965,3873257.5517973886,6274923.436772909 
 01/03  02:00:00,3888805.864400673,3963077.316011653,6488317.18716844 
 01/03  03:00:00,4011774.0386649435,4097550.438084099,6718845.689496692 
 01/03  04:00:00,4114567.5894085425,4209913.426680371,6899436.6973435655 
 01/03  05:00:00,4184507.3913839776,4287675.270144537,7024605.613731787 
 01/03  06:00:00,4218565.705943573,4326987.987481019,7092865.383891719 
 01/03  07:00:00,4253821.061889529,4367068.504519064,7163035.18098605 
 01/03  08:00:00,4283927.695842071,4401359.320999796,7221164.79986704 
 01/03  09:00:00,4315315.930071024,4436707.903982736,7274343.868114587 
 01/03  10:00:00,4268796.816176569,4390995.109718852,7155991.082673669 
 01/03  11:00:00,4007201.4256676855,4117142.562095368,6501824.863178503 
 01/03  12:00:00,3503108.7239077995,3576723.5997435283,5235610.092906209 
 01/03  13:00:00,2941335.283977661,2980019.3741249805,3974627.0287903887 
 01/03  14:00:00,2509316.4546601865,2539561.405575873,3303765.590555511 
 01/03  15:00:00,2039679.7850546653,2046073.848270171,2707510.3147148103 
 01/03  16:00:00,1285788.0953972645,1265165.9274749067,2041343.2329815608 
 01/03  17:00:00,1381544.7334378844,1367089.4739730023,2930373.4424987673 
 01/03  18:00:00,3595709.7979084877,3653809.334659566,6524715.961564444 
 01/03  19:00:00,4125219.4005794944,4213742.751085701,7453030.7728776345 
 01/03  20:00:00,4287596.562086048,4393252.510335056,7753924.348315205 
 01/03  21:00:00,4515131.702418873,4636217.047628447,8145577.118803884 
 01/03  22:00:00,4775225.330670435,4914942.584804133,8597160.548208531 
 01/03  23:00:00,4889351.752409916,5043744.452188288,8852546.695467327 
 01/03  24:00:00,5151458.102397465,5330310.967185896,9407204.913754854 
 01/04  01:00:00,5454871.974997126,5658175.827555053,9907388.66036494 
 01/04  02:00:00,5654587.730983806,5873756.804269185,10150815.294440929 
 01/04  03:00:00,5714605.476431793,5935712.974200604,9947884.592436818 
 01/04  04:00:00,5732461.083195129,5949596.684725737,9747481.375743367 
 01/04  05:00:00,5806712.0090826135,6028220.857542938,9848729.11232764 
 01/04  06:00:00,5897887.49098046,6127196.078791187,9985354.11330386 
 01/04  07:00:00,5986173.1734467605,6222688.749950721,10118541.148898605 
 01/04  08:00:00,5997403.818660821,6236991.032576518,10126955.358006092 
 01/04  09:00:00,5992197.288574107,6232784.09924709,10094009.061589887 
 01/04  10:00:00,5880540.733536043,6114423.644877228,9748110.12864282 
 01/04  11:00:00,5258239.902561022,5452757.407411029,8266976.333102067 
 01/04  12:00:00,4372579.551898797,4495525.600029508,6271933.266346304 
 01/04  13:00:00,3271820.3360086246,3292577.0008533197,3987505.3032258293 
 01/04  14:00:00,2514333.6852636184,2476084.507855486,2768661.570795442 
 01/04  15:00:00,1996944.1257494837,1922895.109841622,2174764.835682764 
 01/04  16:00:00,1400687.5175576434,1292106.6327676373,1714354.4727166148 
 01/04  17:00:00,1088644.8570309908,996029.4341295791,2039604.9198493105 
