Date/Time,BATIMENT0000000240877182_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877182_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/01  01:00:00,2046539.657237037,3413663.922226853 
 01/01  02:00:00,2259098.957090732,3847097.4923491166 
 01/01  03:00:00,2375395.234238621,4055200.003505025 
 01/01  04:00:00,2452507.734329028,4214647.8494503535 
 01/01  05:00:00,2507124.1751020835,4315766.5211282 
 01/01  06:00:00,2590200.785426909,4461933.777728873 
 01/01  07:00:00,2634585.656829843,4553786.097307098 
 01/01  08:00:00,2682617.4410544457,4660549.7417746205 
 01/01  09:00:00,2785364.5329606263,4848192.647042452 
 01/01  10:00:00,2792797.2531166477,4825924.499884671 
 01/01  11:00:00,2276172.0002664854,3635213.309812969 
 01/01  12:00:00,1341459.2264442507,1824077.0027959675 
 01/01  13:00:00,504699.5779181639,497501.41769299924 
 01/01  14:00:00,34718.5150357338,0.0 
 01/01  15:00:00,116281.82481914811,0.0 
 01/01  16:00:00,555997.5669069161,92028.82075429917 
 01/01  17:00:00,906538.4587078752,1113695.691872183 
 01/01  18:00:00,1369451.4405932298,2110739.9268221534 
 01/01  19:00:00,1562395.7706075297,2437471.034324529 
 01/01  20:00:00,1697055.5705068589,2664363.4466239205 
 01/01  21:00:00,1776966.1033679703,2771816.406065922 
 01/01  22:00:00,1808610.3069756636,2817167.1435309 
 01/01  23:00:00,1849847.9344660714,2959605.733619537 
 01/01  24:00:00,1870028.15022932,3027386.0386232142 
 01/02  01:00:00,1875143.6589042959,2992009.928684188 
 01/02  02:00:00,1873115.82172725,2932175.7871148963 
 01/02  03:00:00,1912626.6496545076,2969189.6221138583 
 01/02  04:00:00,2007559.51261314,3075350.219741695 
 01/02  05:00:00,2110724.570604179,3197247.0365047674 
 01/02  06:00:00,2194860.9618008174,3324078.729341766 
 01/02  07:00:00,2216809.7867201343,3348519.8838313743 
 01/02  08:00:00,2254896.8852180727,3402345.229372141 
 01/02  09:00:00,2330556.4520939756,3520788.8564412408 
 01/02  10:00:00,2311758.4499729113,3512026.1528151697 
 01/02  11:00:00,2017015.7529217182,3030352.127765022 
 01/02  12:00:00,1498565.3353308986,2087378.28267613 
 01/02  13:00:00,1034374.3911287215,1397247.0742422112 
 01/02  14:00:00,1321138.8993026472,2044934.4370795675 
 01/02  15:00:00,1746294.7935451758,2732039.069857885 
 01/02  16:00:00,2137612.4077021945,3340275.992826663 
 01/02  17:00:00,2449369.11496369,3832484.333118962 
 01/02  18:00:00,3531489.0409507505,5142280.853767684 
 01/02  19:00:00,3845560.633761666,5504709.207845179 
 01/02  20:00:00,3938776.29726323,5622769.586978471 
 01/02  21:00:00,4014242.3700554934,5717562.709597752 
 01/02  22:00:00,4120927.792573437,5862473.281301824 
 01/02  23:00:00,4259135.359509955,6057947.310274253 
 01/02  24:00:00,4497620.055572825,6409926.676567005 
