Date/Time,BATIMENT0000000240879995_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879995_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879995_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879995_PART0_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879995_PART0_F4_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879995_PART0_F5_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879995_PART0_F6_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
 01/01  01:00:00,3871130.782831233,2683314.6081152665,2728664.450690383,2861722.745358094,3004392.7535510333,3432841.474830435,9452883.671713337 
 01/01  02:00:00,4834212.59937716,3630705.651404069,3654175.3335998454,3769992.968418852,3900129.9272970706,4340429.513292056,10980455.477402085 
 01/01  03:00:00,5400124.844341236,4200180.968288083,4206340.458687104,4306858.010184509,4425389.210094698,4868755.231152917,11789898.722503038 
 01/01  04:00:00,5794646.117007587,4604297.826676257,4595625.441663223,4682471.649359528,4790706.813397247,5236862.012334162,12394343.056456283 
 01/01  05:00:00,6100772.049153562,4927858.427843202,4907921.71875182,4983202.450402897,5082418.5949609615,5529026.401546615,12833195.008123476 
 01/01  06:00:00,6511636.961894349,5354579.166152829,5323721.606728871,5387917.258750346,5478587.030391978,5926710.238440877,13427722.443401221 
 01/01  07:00:00,6736367.981133053,5594796.649166388,5554402.217260661,5608740.6412565205,5691775.922340342,6140423.783193331,13782222.241429176 
 01/01  08:00:00,7005330.29062553,5879721.674533207,5830238.445218978,5874930.05267568,5950486.016807262,6400017.0985692125,14209768.956406789 
 01/01  09:00:00,7475275.869134482,6368685.613629897,6313391.832745099,6351024.627309287,6421124.496756332,6874678.766776396,14911959.635186132 
 01/01  10:00:00,7507370.721899334,6475651.735778433,6441817.451438583,6489251.672371112,6565201.152120444,7014565.488320485,14750034.567687348 
 01/01  11:00:00,5084453.515783494,4298502.655185526,4372432.685653086,4483346.55289547,4600449.8863087855,4975811.8677964965,10419105.016676402 
 01/01  12:00:00,1451360.8676252307,994896.0978132847,1152692.8170760686,1323329.7639184166,1492694.5349553425,1779184.6522029433,4170800.0430146055 
 01/01  13:00:00,0.0,0.0,0.0,0.0,0.0,38242.10353943055,312887.7604767855 
 01/01  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
