Date/Time,BATIMENT0000000240879975_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879975_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879975_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879975_PART0_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879975_PART0_F4_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879975_PART0_F5_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879975_PART0_F6_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
 01/01  01:00:00,5319037.05969805,3925329.2899968396,3758117.751306514,3810241.4845118476,3969160.9361165524,4685869.379191795,10690235.944473874 
 01/01  02:00:00,6018328.413354644,4649471.093558052,4473674.551200093,4514780.173086762,4669524.903745047,5435168.030639267,12110031.54443338 
 01/01  03:00:00,6397264.1075981725,5056821.830622282,4876500.1263436135,4908565.6821366465,5058066.143209287,5848142.141755526,12807298.649281582 
 01/01  04:00:00,6647561.142938521,5334380.712902134,5150506.188386444,5174311.742250863,5319033.516549404,6129826.138293229,13316776.144885011 
 01/01  05:00:00,6829044.286308476,5543963.209004304,5358917.961239686,5376135.071599766,5516467.729541659,6340650.6666345345,13655554.435587341 
 01/01  06:00:00,7099076.56752852,5843072.558382398,5658009.354179466,5669668.49377523,5806576.114236642,6647747.456897434,14155350.043994375 
 01/01  07:00:00,7227689.456279794,5996291.795316749,5811351.043284091,5818276.081038176,5952107.808964565,6805442.270339279,14439338.99999327 
 01/01  08:00:00,7393777.817914933,6186106.578694374,6001598.275072808,6003962.833374215,6134772.54246171,7001213.807523634,14795756.218784466 
 01/01  09:00:00,7719982.773143383,6540167.690183895,6358326.769516996,6358163.435269607,6488031.616525201,7374000.829990974,15400576.296712492 
 01/01  10:00:00,7638723.601785593,6527051.100077908,6376160.848895249,6391734.69657471,6530862.016172404,7406728.9091504775,15073114.674949432 
 01/01  11:00:00,5499530.410372416,4551077.9201362785,4514948.455694991,4598512.4248599745,4772456.375669823,5505795.115799692,10640673.480580796 
 01/01  12:00:00,2604664.990317944,1783664.4442716176,1862771.671495898,2025718.0610444604,2232654.2905150154,2742477.4168065144,4629502.455370291 
 01/01  13:00:00,297030.5768974795,49564.686558401445,69679.38538725722,133773.78581656376,211871.88088385446,377484.11855672026,605253.8134005009 
 01/01  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,980579.7415032256 
 01/01  18:00:00,2408650.1553281765,818808.0711253249,749259.0066647826,896154.912459504,1126264.4129907102,1696426.4209626443,5584504.8576525645 
 01/01  19:00:00,3154738.2353529893,1768310.8329372394,1671526.85139479,1785324.709007191,1958109.5079194782,2488118.871152061,6874881.543546712 
 01/01  20:00:00,3714027.1738354503,2293189.4878035705,2183878.891901541,2277628.3830709755,2458591.1384329405,3047217.511621464,7798034.553450288 
 01/01  21:00:00,4083110.0398342097,2642670.2621823675,2521871.6201767446,2618153.3262925255,2801883.181731418,3420189.2266550977,8327468.033441791 
 01/01  22:00:00,4288285.761721331,2852939.6870995965,2721240.5700992798,2809913.8692046637,2989481.2055207677,3624304.2519817944,8608297.236586 
 01/01  23:00:00,4518975.911895963,3089304.617042514,2942847.2699024836,3018420.02880894,3190188.2125044414,3848218.50426904,9103182.50133541 
 01/01  24:00:00,4660638.913443809,3247216.788036112,3091124.405236068,3155683.9978394127,3320520.4463938368,3992817.4273974905,9369405.693366714 
 01/02  01:00:00,4774350.575708644,3389689.558163955,3230861.5171916317,3287678.388402341,3446031.0699037947,4116713.4472853104,9407978.43434851 
 01/02  02:00:00,4832572.584220659,3478851.689907556,3319619.7063377593,3370067.169549357,3522457.204518301,4187569.6058077677,9340419.824395664 
 01/02  03:00:00,5039126.068847033,3713247.667672273,3553213.3983888635,3597169.1316994545,3743528.755909871,4408447.5457036495,9586326.934743725 
 01/02  04:00:00,5385499.506383346,4091917.0689342367,3934050.0219288142,3974090.6101248204,4117281.644488618,4789864.5418655975,10058050.649965422 
 01/02  05:00:00,5736094.405520358,4474793.938427206,4320117.80054179,4356941.603838135,4497075.909007979,5177262.792390152,10561281.780884912 
 01/02  06:00:00,6003026.540809256,4766943.390060307,4613215.535429627,4645929.301257,4782914.757459142,5473025.491289074,11007551.93851047 
 01/02  07:00:00,6060585.502252818,4845494.563875423,4692716.493286498,4721707.276547855,4855181.2286205245,5546412.149575956,11087399.792380268 
 01/02  08:00:00,6194446.100150809,4999241.712052653,4847738.26452811,4873330.690065381,5003374.285089708,5696257.784211719,11292797.35175915 
 01/02  09:00:00,6439058.261477968,5266858.251048241,5118299.213006217,5142091.959082616,5270589.896092829,5972334.746728562,11693412.695104448 
 01/02  10:00:00,6437035.072390873,5308010.655291848,5176111.931194397,5206781.466979132,5338062.82728742,6027042.523334493,11481799.005593043 
 01/02  11:00:00,5589920.332749066,4562110.273092217,4491680.625297354,4558301.441361153,4705364.289896293,5304424.3291899385,9273939.589265913 
 01/02  12:00:00,4088798.7948497813,3137869.2710275617,3130220.097894059,3236452.215619842,3395888.0925088422,3834675.3552525253,5652739.698958991 
 01/02  13:00:00,2798477.404371748,1873325.61357698,1904471.419008632,2037003.4143308091,2199494.2434763275,2494832.64443191,2904173.287219042 
 01/02  14:00:00,3795117.763897969,2782377.1613252577,2759101.736483927,2856313.8393652076,2997710.8336172216,3365960.929527114,4944265.0993256485 
