district,building_id,stem,n_flagged_surfaces,defect_kind,defect_on,refused_by,min_edge_len_m,perp_dist_m,rel_area_change,would_clear_chord_0.020m
Madrid,way/1237260791,a2c94661a5028bb1,84,collinear,interzone_pair,not_on_ring,2.4697437114624714,,,False
Madrid,way/286685222,c57a45184a1c34ba,55,near_duplicate,cut_edge,not_on_ring,0.0036249740631132,,,False
Madrid,way/288276174,b4c9c429c000d6ed,39,collinear,interzone_pair,not_on_ring,0.5344035624612827,,,False
Madrid,way/288461989,cf9a235c4cb0250e,12,near_duplicate,footprint_ring,not_on_ring,0.000327600103717,,,False
Madrid,way/288600854,12a121d5ae7a1480,48,near_duplicate,interzone_pair,not_on_ring,2.1245753851817264e-05,,,False
Madrid,way/289510893,73621377166b8b8f,22,near_duplicate,cut_edge,not_on_ring,0.0002096411892883,,,False
Madrid,way/289692623,ef97f87e67e23829,22,near_duplicate,cut_edge,not_on_ring,0.0003125047288303,,,False
Madrid,way/290653352,f9017f97b1d8b410,37,collinear,interzone_pair,not_on_ring,4.850007526025985,,,False
Madrid,way/290820851,d5f7c70dbdb9328c,48,near_duplicate,cut_edge,not_on_ring,0.0003279142687769,,,False
Madrid,way/291892249,4e4c3bfe5d179ced,11,near_duplicate,cut_edge,not_on_ring,6.722111758104059e-05,,,False
Madrid,way/291892387,1a92206d17aa97c3,4,near_duplicate,cut_edge,not_on_ring,0.000407350266889,,,False
Madrid,way/293591511,1186a26f4090e061,85,near_duplicate,cut_edge,not_on_ring,9.284567427138824e-05,,,False
Madrid,way/293596180,7f772cbfcef6ef7e,88,near_duplicate,cut_edge,not_on_ring,0.0001915872598564,,,False
Madrid,way/310738150,ef851a3dbfb09d9a,15,near_duplicate,cut_edge,not_on_ring,0.0005045374537258,,,False
Madrid,way/310738155,a213ecbeb217ea6e,45,near_duplicate,cut_edge,not_on_ring,0.0038541487104789,,,False
Madrid,way/310774080,59231039c486b1fb,44,near_duplicate,cut_edge,not_on_ring,0.000543058411519,,,False
Madrid,way/310775064,1ba446fd104878dc,54,near_duplicate,cut_edge,not_on_ring,6.35770829585442e-05,,,False
Madrid,way/311162663,f7ba4d676aa8ad34,69,near_duplicate,cut_edge,not_on_ring,5.8574865464291466e-05,,,False
Madrid,way/311595045,9c1b47ca96e2aad0,51,near_duplicate,cut_edge,not_on_ring,0.0002416946377443,,,False
Madrid,way/311595048,c5e730d9efda6799,42,near_duplicate,cut_edge,not_on_ring,0.000747465807335,,,False
Madrid,way/322742258,853c058128b3eff7,37,near_duplicate,cut_edge,not_on_ring,0.0001630679941153,,,False
Madrid,way/333138113,a6ab77197f54e1e0,4,near_duplicate,cut_edge,not_on_ring,0.0004018511833735,,,False
Madrid,way/333138128,b7c2c671ceb4b302,37,near_duplicate,interzone_pair,not_on_ring,0.0002387605731916,,,False
Madrid,way/380242658,34e9e5f28b9e923e,20,near_duplicate,cut_edge,not_on_ring,3.720119139454103e-05,,,False
Madrid,way/380242668,9006cdb09c8bfbdc,2,near_duplicate,cut_edge,not_on_ring,0.0049999998882412,,,False
Madrid,way/388485191,c7a2ddbf4f24215f,252,near_duplicate,cut_edge,not_on_ring,0.0002450486026841,,,False
Madrid,way/388485193,6c4f4ed94846416b,26,near_duplicate,cut_edge,not_on_ring,4.807544817313071e-05,,,False
Madrid,way/388485196,be41498a96bf74fc,37,near_duplicate,cut_edge,not_on_ring,0.0005428509965485,,,False
Madrid,way/391276766,6c550159e21467c3,26,near_duplicate,cut_edge,not_on_ring,0.0001282520103288,,,False
