Date/Time,BATIMENT0000000240880094_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880094_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/01  01:00:00,1771618.5069413115,2715806.809792399 
 01/01  02:00:00,1944513.4767432555,3045701.627780118 
 01/01  03:00:00,2037135.3403236985,3203515.758985182 
 01/01  04:00:00,2096129.3518024194,3318782.935680107 
 01/01  05:00:00,2136177.954366691,3389851.500809625 
 01/01  06:00:00,2202387.635123067,3499941.0302804126 
 01/01  07:00:00,2233308.6155065536,3565008.313116749 
 01/01  08:00:00,2268767.9275295725,3640079.70003598 
 01/01  09:00:00,2351760.4634291735,3778543.4868838224 
 01/01  10:00:00,2355360.385545823,3742451.3175451397 
 01/01  11:00:00,1939247.45534804,2765442.68063942 
 01/01  12:00:00,1316864.614065381,1230327.5232585783 
 01/01  13:00:00,753204.4113918317,146731.4796399909 
 01/01  14:00:00,491713.8953150413,0.0 
 01/01  15:00:00,468678.02941631706,0.0 
 01/01  16:00:00,602250.5616283356,71485.99634676611 
 01/01  17:00:00,873948.904461224,868054.3847752948 
 01/01  18:00:00,1254945.8155001132,1692157.8187956382 
 01/01  19:00:00,1410181.5238044253,1957049.4082365427 
 01/01  20:00:00,1515503.9331601646,2140552.5293183024 
 01/01  21:00:00,1574341.7752626885,2229433.55975442 
 01/01  22:00:00,1593528.142818453,2268240.007581179 
 01/01  23:00:00,1619602.41622132,2375514.7984863743 
 01/01  24:00:00,1628103.2937099899,2423354.022850427 
 01/02  01:00:00,1629503.6928318616,2401011.774466622 
 01/02  02:00:00,1625342.200618033,2358992.7292915536 
 01/02  03:00:00,1658628.0584211329,2393420.6885235147 
 01/02  04:00:00,1738273.4152823586,2481277.561227492 
 01/02  05:00:00,1824755.0876252418,2582221.580495379 
 01/02  06:00:00,1892987.1196069992,2681064.6721927267 
 01/02  07:00:00,1908637.9955350254,2699007.0030806046 
 01/02  08:00:00,1939563.977400325,2741322.375672309 
 01/02  09:00:00,2001848.2274636917,2832340.1214054064 
 01/02  10:00:00,1983222.7142814249,2809919.122594328 
 01/02  11:00:00,1740431.448228023,2390154.56685039 
 01/02  12:00:00,1365607.1292864135,1598629.642763978 
 01/02  13:00:00,1038032.026756307,1030987.9379997435 
 01/02  14:00:00,1206550.5898369658,1570453.9319301285 
 01/02  15:00:00,1537459.137384334,2144516.9977524094 
 01/02  16:00:00,1858032.7135106435,2638808.7825719295 
 01/02  17:00:00,2109166.4277677163,3027403.6796903084 
 01/02  18:00:00,3132907.140000359,4204913.73984726 
 01/02  19:00:00,3423588.6790045113,4523453.140210618 
 01/02  20:00:00,3494246.796081775,4610118.636520905 
 01/02  21:00:00,3550512.942159639,4678719.653816797 
 01/02  22:00:00,3637762.6131326235,4791039.556168388 
 01/02  23:00:00,3752671.88078105,4943178.3792232 
 01/02  24:00:00,3958255.4863364426,5222831.739133859 
 01/03  01:00:00,4214218.950910493,5573313.408538073 
 01/03  02:00:00,3898171.0376417446,5517413.1349255685 
 01/03  03:00:00,3910317.1104654227,5647089.887147283 
 01/03  04:00:00,3993946.7882391945,5790358.70625963 
 01/03  05:00:00,4048232.5112350746,5888821.5732729435 
 01/03  06:00:00,4066885.31774191,5938859.52208188 
 01/03  07:00:00,4083521.7348347716,5987017.145279642 
 01/03  08:00:00,4103398.186296223,6031349.912989946 
 01/03  09:00:00,4130661.4898412656,6076910.934699845 
 01/03  10:00:00,4096894.1907261005,6025677.101097137 
 01/03  11:00:00,3902619.4072784935,5722711.0940945 
 01/03  12:00:00,3524872.9375168574,5119651.159516881 
 01/03  13:00:00,3124776.4325476764,4475309.251362189 
 01/03  14:00:00,2936387.18675919,4056052.1456916663 
 01/03  15:00:00,2852910.720202331,3712442.627627315 
 01/03  16:00:00,2847179.9092933433,3530739.3116556713 
 01/03  17:00:00,3074784.927518974,4381943.104791528 
 01/03  18:00:00,3673750.7327641654,5789078.487127267 
 01/03  19:00:00,4059787.873820891,6418146.459492542 
 01/03  20:00:00,4169772.9961413983,6618463.656234616 
 01/03  21:00:00,4349470.547348226,6906437.845104691 
 01/03  22:00:00,4567395.584111631,7254612.246596623 
 01/03  23:00:00,4634566.082725047,7425472.242513854 
 01/03  24:00:00,4821048.468571164,7826355.103700392 
 01/04  01:00:00,5074533.018618534,8203769.67300445 
 01/04  02:00:00,5260034.330047842,8394510.854128223 
 01/04  03:00:00,5372374.677000614,8277742.152405737 
 01/04  04:00:00,5430270.740392974,8155317.670822201 
 01/04  05:00:00,5499531.763336783,8241974.528575103 
 01/04  06:00:00,5596136.211570964,8363061.18936551 
 01/04  07:00:00,5688310.077279681,8480559.049267096 
 01/04  08:00:00,5703844.1480553765,8493339.012944782 
 01/04  09:00:00,5707448.848549428,8484876.346183736 
 01/04  10:00:00,5646109.683028316,8362612.638565274 
 01/04  11:00:00,5186030.341922042,7611293.904666051 
 01/04  12:00:00,4520614.031160834,6425144.245719395 
 01/04  13:00:00,3743975.934784602,4913222.563578432 
 01/04  14:00:00,3248586.2997418013,4065871.5488010654 
 01/04  15:00:00,3013970.4492232744,3626238.424801996 
 01/04  16:00:00,2935348.3313614177,3449622.7729938994 
 01/04  17:00:00,3084834.1626080256,3952901.7109286804 
 01/04  18:00:00,3491788.473267151,5070475.9956433885 
 01/04  19:00:00,3666561.357503394,5344617.004418127 
 01/04  20:00:00,3784191.802199783,5528785.235419907 
 01/04  21:00:00,3771071.6421031356,5531490.945383367 
 01/04  22:00:00,3780951.666822758,5569510.331863474 
 01/04  23:00:00,3762074.150364022,5556047.129462607 
 01/04  24:00:00,3718954.036431972,5494910.169741473 
 01/05  01:00:00,3791167.0453116708,5614023.299509581 
 01/05  02:00:00,3817515.9579114765,5670725.997167917 
 01/05  03:00:00,3792227.776456001,5646956.67427107 
 01/05  04:00:00,3801668.8596506775,5672178.503035603 
 01/05  05:00:00,3802162.92167959,5674216.242886063 
 01/05  06:00:00,3792209.9918402205,5659142.1310952585 
 01/05  07:00:00,3790419.9451811183,5657579.740303853 
 01/05  08:00:00,3798804.14523042,5671973.71779924 
 01/05  09:00:00,3762111.3885796913,5614662.034489523 
 01/05  10:00:00,3673613.9260944575,5477430.038433663 
 01/05  11:00:00,3501883.1772617223,5205943.736401355 
 01/05  12:00:00,3194482.335513134,4734885.874213947 
 01/05  13:00:00,2948358.7440862693,4356546.97967152 
 01/05  14:00:00,2632513.8790197424,3863167.6265599616 
 01/05  15:00:00,2426666.1674737874,3623407.837467628 
 01/05  16:00:00,2372647.039345217,3657736.6683431095 
 01/05  17:00:00,2389224.99765679,3700885.4466346204 
 01/05  18:00:00,2782946.8457450303,4389476.735741575 
