Date/Time,BATIMENT0000000240880001_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880001_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880001_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880001_PART0_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/01  01:00:00,2035801.1580080495,1569394.8046614316,1695414.9318612735,4502184.127323567 
 01/01  02:00:00,2315557.404436174,1853444.3609461687,2001541.7317883158,5068009.440944902 
 01/01  03:00:00,2452344.2539170077,1993353.231068254,2154602.7468451057,5324340.781318332 
 01/01  04:00:00,2523740.266252327,2067868.9804545413,2240823.690891035,5500389.327001772 
 01/01  05:00:00,2575823.6329597393,2123521.5623021536,2307103.584951244,5620727.169952531 
 01/01  06:00:00,2683063.331567301,2234293.77316248,2428433.0609384547,5821445.8843825795 
 01/01  07:00:00,2717142.8317654575,2271703.7748880205,2474379.464650975,5924835.6081598755 
 01/01  08:00:00,2773394.326376349,2331194.1882658363,2542773.620091386,6065460.649941109 
 01/01  09:00:00,2932651.1372177033,2493734.661047832,2714048.66721622,6348608.329002485 
 01/01  10:00:00,3052708.930627114,2616590.6410523835,2831761.2473795014,6503813.609800975 
 01/01  11:00:00,2634789.6030130973,2199541.575784142,2294880.764567379,5634813.295977817 
 01/01  12:00:00,1828460.4206556603,1349190.7111956882,1213408.0986065632,4090681.3419817495 
 01/01  13:00:00,1162194.1089839225,623760.1833821842,290199.6866800095,2880205.929642836 
 01/01  14:00:00,731503.7833501106,199912.1763112693,0.0,1982905.1840159488 
 01/01  15:00:00,516150.73295374174,42109.216510053375,0.0,1339914.0064750304 
 01/01  16:00:00,614332.9850460272,147576.22127338982,52258.214241806134,1478430.2771127406 
 01/01  17:00:00,883170.74277668,408046.2160353345,356804.6597663503,2300244.0046316814 
 01/01  18:00:00,1263763.853909119,782883.9961769467,783645.3730578243,3078368.455728416 
 01/01  19:00:00,1540858.0248683547,1060941.9225999066,1085836.324967195,3495625.653573769 
