Date/Time,BATIMENT0000000240877522_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877522_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877522_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
 01/01  01:00:00,2854273.710851007,2266713.8187477,4909773.741019871 
 01/01  02:00:00,3290626.076489458,2746425.5410163184,5707636.339714805 
 01/01  03:00:00,3537647.682532236,3027623.6057633315,6122926.751988718 
 01/01  04:00:00,3712325.4642197513,3233371.3882109327,6440140.663976423 
 01/01  05:00:00,3839666.1848464357,3388653.894076219,6658254.176698533 
 01/01  06:00:00,4011677.777201255,3590172.6255311896,6949842.21667947 
 01/01  07:00:00,4106704.5593806193,3709412.4765626127,7132103.244381223 
 01/01  08:00:00,4217424.09562761,3843643.7773360084,7345484.01942768 
 01/01  09:00:00,4407916.827096374,4062454.6479846304,7669228.2762255585 
 01/01  10:00:00,4269909.560763641,3966952.91035916,7388562.50715483 
 01/01  11:00:00,2629500.072778708,2376760.351000103,4589632.648180259 
 01/01  12:00:00,608052.7824640928,395379.89276618755,1078341.8165600656 
 01/01  13:00:00,0.0,0.0,0.0 
 01/01  14:00:00,0.0,0.0,0.0 
 01/01  15:00:00,0.0,0.0,0.0 
 01/01  16:00:00,0.0,0.0,0.0 
 01/01  17:00:00,0.0,0.0,0.0 
 01/01  18:00:00,770689.2600066189,97987.15972235659,1685393.8712624442 
 01/01  19:00:00,1340248.6437590895,633332.7244621381,2440605.615751146 
 01/01  20:00:00,1701585.5397156472,1016938.8379073149,2980533.9173820675 
 01/01  21:00:00,1955695.3022454402,1269640.8361351308,3334754.0125128757 
 01/01  22:00:00,2122175.83408216,1451184.8397539041,3571010.41326042 
 01/01  23:00:00,2314259.878440318,1663843.348466385,3932025.736237593 
 01/01  24:00:00,2442524.939184381,1815939.0070877257,4155861.7126000915 
 01/02  01:00:00,2529463.8784026466,1927002.3734418822,4229456.055126034 
 01/02  02:00:00,2580106.5341795706,2000542.7218263492,4239457.048792691 
 01/02  03:00:00,2711175.3117969143,2154396.5407268745,4401623.358381723 
 01/02  04:00:00,2910410.5427994556,2381749.269037132,4661902.24826103 
 01/02  05:00:00,3112225.2759018885,2610815.1585901333,4934962.520594485 
 01/02  06:00:00,3276376.6860706126,2798288.8124733623,5187944.855476151 
 01/02  07:00:00,3325201.8744740724,2863422.9340945226,5255373.055357797 
 01/02  08:00:00,3410468.1113383006,2964170.5142409047,5379402.1491004275 
 01/02  09:00:00,3551580.819135123,3125551.749986396,5593302.011404177 
 01/02  10:00:00,3514359.9033518042,3111846.6779145882,5442861.937706473 
 01/02  11:00:00,2833240.8333766637,2457945.6673372244,4067553.3557759128 
 01/02  12:00:00,1723229.7853709462,1322135.327968204,1927253.1841987658 
 01/02  13:00:00,980670.006321992,516345.7003257194,513771.6427016712 
 01/02  14:00:00,1678891.9981434098,1198818.7151184613,1677677.9564283206 
 01/02  15:00:00,2483136.091357029,2018479.5414249196,3153052.8485613093 
 01/02  16:00:00,3181042.5891984473,2742056.494334071,4464898.598759036 
 01/02  17:00:00,3682925.5704240175,3277230.722306989,5502673.591213747 
 01/02  18:00:00,4876895.815780199,4548675.043030962,7573843.911296407 
 01/02  19:00:00,5320492.316593313,5031719.938817344,8219350.623269988 
 01/02  20:00:00,5499690.900044014,5237898.126014852,8498063.618221719 
 01/02  21:00:00,5626025.885023501,5388154.228109203,8705852.299555022 
 01/02  22:00:00,5856852.221681855,5643681.172178512,9044134.853315303 
 01/02  23:00:00,6126731.168295871,5940594.666040387,9449554.731509306 
 01/02  24:00:00,6478465.709030458,6328012.594108753,10031319.985587694 
 01/03  01:00:00,6873454.694649562,6762691.475790836,10707732.876169229 
 01/03  02:00:00,7008518.381380813,6940792.786290196,11287614.996450739 
 01/03  03:00:00,7232090.463987839,7198928.468901938,11777143.725843493 
 01/03  04:00:00,7424908.913607515,7420306.406809964,12140763.998305568 
 01/03  05:00:00,7557165.893156509,7576655.668148043,12403880.52429568 
 01/03  06:00:00,7624159.149915104,7662113.966815485,12568945.296262767 
 01/03  07:00:00,7691916.327935113,7746794.057902433,12736113.636392599 
 01/03  08:00:00,7750445.187337676,7819777.210589137,12870267.000163395 
 01/03  09:00:00,7812077.061649248,7894476.068323761,12984457.308987236 
 01/03  10:00:00,7741727.149542557,7828556.909225395,12804965.20323259 
 01/03  11:00:00,7315535.863479163,7369153.430124631,11696544.260064365 
 01/03  12:00:00,6479740.657102228,6441642.630717568,9522399.350768203 
 01/03  13:00:00,5522473.515077261,5390505.660321197,7316783.073598398 
 01/03  14:00:00,4800020.183053754,4630533.09767702,6118536.770449219 
 01/03  15:00:00,4030160.044210938,3807917.4221362458,5069556.622292915 
 01/03  16:00:00,2996459.6303473786,2712831.973340348,4073669.722080371 
 01/03  17:00:00,3277048.4740932127,3014743.0731791556,5697669.128286272 
 01/03  18:00:00,6529305.677591864,6448639.126582468,11407466.823132385 
 01/03  19:00:00,7450302.602952572,7442151.515275817,13077604.734557107 
 01/03  20:00:00,7736484.411183614,7775045.827288124,13664385.36689701 
 01/03  21:00:00,8139381.766671006,8220912.91818091,14375918.601490172 
 01/03  22:00:00,8608281.346786778,8740741.511597147,15212269.538304305 
 01/03  23:00:00,8810669.827176359,8984699.749700379,15716635.031428285 
 01/03  24:00:00,9275724.101630611,9512101.978282502,16756915.095688784 
 01/04  01:00:00,9832896.63507188,10131564.120386336,17740554.282007262 
 01/04  02:00:00,10207539.750668617,10547821.068025172,18264644.359613918 
 01/04  03:00:00,10354114.527363399,10702295.04670101,18023174.480107874 
 01/04  04:00:00,10416521.711500416,10759157.277517539,17754918.671811786 
 01/04  05:00:00,10557073.003084764,10915469.59913699,17977503.795998868 
 01/04  06:00:00,10728443.88969532,11107523.15774877,18225838.321784973 
 01/04  07:00:00,10895824.464432932,11294143.504834097,18471624.070759855 
 01/04  08:00:00,10919980.489203462,11328624.289237367,18508230.182198122 
 01/04  09:00:00,10918960.01390788,11332197.951830927,18459245.60482249 
 01/04  10:00:00,10749809.445906676,11145440.523743602,17842934.729076527 
 01/04  11:00:00,9705996.70279739,9997257.848969694,15218204.649551328 
 01/04  12:00:00,8127942.046863737,8245643.902027369,11663947.918546475 
 01/04  13:00:00,6204837.266250414,6088300.633143544,7615866.994226041 
 01/04  14:00:00,4932713.841855191,4678038.726640005,5428668.101806984 
 01/04  15:00:00,4085069.950174504,3747626.070715958,4342128.192748573 
 01/04  16:00:00,3237996.3436935195,2827251.9594183937,3617353.7100013853 
