Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 03/31  09:00:00,341166620.10660654,328630057.6608173 
 03/31  10:00:00,339361442.9494019,326141627.388642 
 03/31  11:00:00,342338235.2592645,325373120.554334 
 03/31  12:00:00,361130589.0529379,333878440.0064595 
 03/31  13:00:00,362142081.0920719,322916596.2671395 
 03/31  14:00:00,355300934.2271452,319236938.1508072 
 03/31  15:00:00,358607202.5308513,333702162.4083679 
 03/31  16:00:00,362365430.7626351,341281559.95617795 
 03/31  17:00:00,264931588.57687885,247618414.6233923 
 03/31  18:00:00,188922093.36410436,178692977.16748756 
 03/31  19:00:00,221316168.7830661,219042524.21224335 
 03/31  20:00:00,233422694.97149044,233422694.97149044 
 03/31  21:00:00,230754508.23950768,230754508.23950762 
 03/31  22:00:00,133291636.18313839,133291636.18313839 
 03/31  23:00:00,129029172.75466412,129029172.75466412 
 03/31  24:00:00,81720124.37289679,81720124.37289676 
 04/01  01:00:00,81720124.37289679,81720124.37289676 
 04/01  02:00:00,81720124.37289679,81720124.37289676 
 04/01  03:00:00,81720124.37289679,81720124.37289676 
 04/01  04:00:00,81720124.37289679,81720124.37289676 
 04/01  05:00:00,81720124.37289679,81720124.37289676 
 04/01  06:00:00,223216821.58309495,223216821.58309495 
 04/01  07:00:00,302710642.80036986,301354238.2963716 
 04/01  08:00:00,271847688.9938531,259384535.06072432 
 04/01  09:00:00,235025147.2504491,209584863.5123495 
 04/01  10:00:00,206144063.08332816,170431660.8507553 
 04/01  11:00:00,201084353.40104315,163942711.48214746 
 04/01  12:00:00,146392357.40331843,108245947.24626559 
 04/01  13:00:00,144198784.01189855,95488130.23563758 
 04/01  14:00:00,142825247.7733735,89732999.25645588 
 04/01  15:00:00,147942792.3313682,99593551.6311973 
 04/01  16:00:00,163246138.52549097,121144464.61055544 
 04/01  17:00:00,139527181.3445114,110249076.21153337 
 04/01  18:00:00,107831020.82796302,95171202.6040387 
 04/01  19:00:00,82049196.15477678,80137498.01762988 
 04/01  20:00:00,84177412.37289679,84177412.37289679 
 04/01  21:00:00,84177412.37289679,84177412.37289679 
 04/01  22:00:00,84177412.37289679,84177412.37289679 
 04/01  23:00:00,84177412.37289679,84177412.37289679 
 04/01  24:00:00,81720124.37289679,81720124.37289676 
 04/02  01:00:00,81720124.37289679,81720124.37289676 
 04/02  02:00:00,81720124.37289679,81720124.37289676 
 04/02  03:00:00,81720124.37289679,81720124.37289676 
 04/02  04:00:00,81720124.37289679,81720124.37289676 
 04/02  05:00:00,81720124.37289679,81720124.37289676 
 04/02  06:00:00,105962867.7583116,105962867.7583116 
 04/02  07:00:00,91891977.4874201,90497654.61974451 
 04/02  08:00:00,91292566.75994664,75888278.46549776 
 04/02  09:00:00,91285519.75958124,53904801.02018153 
 04/02  10:00:00,91285519.75958124,32224383.893787995 
 04/02  11:00:00,91285519.75958124,16470649.668744802 
 04/02  12:00:00,91285519.75958124,7558414.9963957025 
 04/02  13:00:00,91285519.75958124,5107886.926381793 
 04/02  14:00:00,91285519.75958124,9046444.349545972 
 04/02  15:00:00,91285519.75958124,18663715.686161216 
 04/02  16:00:00,96547405.58292134,39047551.439498365 
 04/02  17:00:00,102304290.15856557,64329549.73905725 
 04/02  18:00:00,85281502.9637086,69121151.35241297 
 04/02  19:00:00,84597259.69515216,82836597.06690438 
 04/02  20:00:00,84177412.37289679,84177412.37289679 
 04/02  21:00:00,84177412.37289679,84177412.37289679 
 04/02  22:00:00,84177412.37289679,84177412.37289679 
 04/02  23:00:00,84177412.37289679,84177412.37289679 
 04/02  24:00:00,104518602.63261475,104518602.63261475 
 04/03  01:00:00,104518602.63261475,104518602.63261475 
 04/03  02:00:00,104518602.63261475,104518602.63261475 
 04/03  03:00:00,104518602.63261475,104518602.63261475 
 04/03  04:00:00,104518602.63261475,104518602.63261475 
 04/03  05:00:00,110884148.04245344,110884148.04245344 
 04/03  06:00:00,257962945.48372296,257962945.48372298 
 04/03  07:00:00,374280890.73887867,372713515.565793 
 04/03  08:00:00,416702245.72864616,397701412.32080203 
 04/03  09:00:00,377285986.16558295,336788153.0299867 
 04/03  10:00:00,358642215.1588628,300444727.86684215 
 04/03  11:00:00,363638398.0297962,292928375.7522852 
 04/03  12:00:00,375350805.81018585,297940235.5634546 
 04/03  13:00:00,371677792.8145684,296497955.36688787 
 04/03  14:00:00,361613901.80395097,306712899.1832385 
 04/03  15:00:00,359342729.96301854,324245300.6144369 
 04/03  16:00:00,360366643.65205383,339768323.19878167 
 04/03  17:00:00,261722130.6054827,252922509.26883122 
 04/03  18:00:00,172940335.67559323,167057454.7790994 
 04/03  19:00:00,183372480.57724637,181643399.47514752 
 04/03  20:00:00,188887269.46830612,188887269.46830612 
 04/03  21:00:00,201187652.6310467,201187652.63104668 
 04/03  22:00:00,133291636.18313839,133291636.18313839 
 04/03  23:00:00,129029172.75466412,129029172.75466412 
 04/03  24:00:00,104518602.63261475,104518602.63261475 
 04/04  01:00:00,104518602.63261475,104518602.63261475 
 04/04  02:00:00,104518602.63261475,104518602.63261475 
 04/04  03:00:00,104518602.63261475,104518602.63261475 
 04/04  04:00:00,104518602.63261475,104518602.63261475 
 04/04  05:00:00,105557289.23510107,105557289.23510107 
 04/04  06:00:00,221819559.5142616,221819559.51426157 
 04/04  07:00:00,360367392.9515857,360330242.24964666 
 04/04  08:00:00,445645411.87647825,444349775.5190267 
 04/04  09:00:00,399640786.9500414,395991296.14018315 
 04/04  10:00:00,377612049.15795416,371456571.81868815 
 04/04  11:00:00,372245840.09943956,363648460.21938425 
 04/04  12:00:00,374433344.66876286,362953406.3105959 
 04/04  13:00:00,363985194.8096681,351007535.2127753 
 04/04  14:00:00,362315058.2017585,352904959.97740537 
 04/04  15:00:00,367458278.17245984,361996625.7977647 
 04/04  16:00:00,371878544.98495924,367292406.6329138 
 04/04  17:00:00,299244441.09209853,295059779.21471953 
 04/04  18:00:00,217587639.20387572,213992694.12191677 
 04/04  19:00:00,232929718.3259433,231983291.70130885 
 04/04  20:00:00,249815120.77459902,249815120.774599 
 04/04  21:00:00,259301156.6775818,259301156.6775818 
 04/04  22:00:00,133291636.18313839,133291636.18313839 
 04/04  23:00:00,129029172.75466412,129029172.75466412 
 04/04  24:00:00,104518602.63261475,104518602.63261475 
 04/05  01:00:00,104518602.63261475,104518602.63261475 
 04/05  02:00:00,104518602.63261475,104518602.63261475 
 04/05  03:00:00,104518602.63261475,104518602.63261475 
 04/05  04:00:00,104518602.63261475,104518602.63261475 
 04/05  05:00:00,105557289.23510107,105557289.23510107 
 04/05  06:00:00,303591981.86984134,303591981.86984134 
 04/05  07:00:00,435616088.28585374,434708842.00094724 
 04/05  08:00:00,471766255.56577176,463260161.21566474 
 04/05  09:00:00,414856631.7508348,396982671.0339915 
 04/05  10:00:00,378173933.514263,350068260.81817967 
 04/05  11:00:00,380698641.33012396,346811757.5119918 
 04/05  12:00:00,395589526.72585195,356306004.7229139 
 04/05  13:00:00,374063541.56071913,326265400.5291044 
 04/05  14:00:00,356364111.1237965,305460672.69213665 
 04/05  15:00:00,355750778.9647114,304196559.42956215 
 04/05  16:00:00,359906374.7233163,312401893.8531758 
 04/05  17:00:00,286382378.2896509,251045110.19460508 
 04/05  18:00:00,229686138.3545746,212675043.01132452 
 04/05  19:00:00,250485618.23555434,248158056.43564677 
 04/05  20:00:00,265601191.08056074,265601191.08056074 
 04/05  21:00:00,269002739.56226516,269002739.56226516 
 04/05  22:00:00,133291636.18313839,133291636.18313839 
 04/05  23:00:00,129029172.75466412,129029172.75466412 
 04/05  24:00:00,104518602.63261475,104518602.63261475 
 04/06  01:00:00,104518602.63261475,104518602.63261475 
 04/06  02:00:00,104518602.63261475,104518602.63261475 
 04/06  03:00:00,104518602.63261475,104518602.63261475 
 04/06  04:00:00,104518602.63261475,104518602.63261475 
 04/06  05:00:00,123550600.58977932,123550600.58977932 
 04/06  06:00:00,348317063.57104886,348317063.5710488 
 04/06  07:00:00,439530150.65956306,437694553.7182204 
 04/06  08:00:00,452260986.0077854,431330279.2709581 
 04/06  09:00:00,395289261.8480325,351654504.73704463 
 04/06  10:00:00,368940531.31276,306108335.26012546 
 04/06  11:00:00,363191972.9809237,287032738.2143092 
 04/06  12:00:00,374233461.0632884,290239094.78576815 
 04/06  13:00:00,371843301.1573776,286233295.89082783 
 04/06  14:00:00,369043227.03527,287757807.14499694 
 04/06  15:00:00,380158814.25585204,308873721.0723815 
 04/06  16:00:00,389866043.0716531,332624985.23787296 
 04/06  17:00:00,274227359.84318835,235472105.3358242 
 04/06  18:00:00,187200554.5833422,170076024.27442643 
 04/06  19:00:00,180564910.268602,177756054.18737298 
 04/06  20:00:00,180727558.00539204,180727558.00539201 
 04/06  21:00:00,184114377.48014086,184114377.48014086 
 04/06  22:00:00,133291636.18313839,133291636.18313839 
 04/06  23:00:00,129029172.75466412,129029172.75466412 
 04/06  24:00:00,104518602.63261475,104518602.63261475 
 04/07  01:00:00,104518602.63261475,104518602.63261475 
 04/07  02:00:00,104518602.63261475,104518602.63261475 
 04/07  03:00:00,104518602.63261475,104518602.63261475 
 04/07  04:00:00,104518602.63261475,104518602.63261475 
 04/07  05:00:00,105557289.23510107,105557289.23510107 
 04/07  06:00:00,186849219.90812492,186849219.90812492 
 04/07  07:00:00,313330615.37312853,311524211.8177859 
 04/07  08:00:00,381141906.73485255,362546723.49538887 
 04/07  09:00:00,362433524.66449326,326036134.946554 
 04/07  10:00:00,358728609.3007861,311489932.8114242 
 04/07  11:00:00,366121532.19211763,314412717.2528771 
 04/07  12:00:00,360297234.37162787,310799947.70023006 
 04/07  13:00:00,366933831.8510696,323970132.63977 
 04/07  14:00:00,358377194.8207336,325227681.99071723 
 04/07  15:00:00,360277535.9638028,335339620.9266224 
 04/07  16:00:00,361432832.392232,343041562.35096884 
 04/07  17:00:00,263577950.1383757,253211516.37405238 
 04/07  18:00:00,177560531.7817925,173517333.41198492 
 04/07  19:00:00,185163745.95659533,184620472.08850744 
 04/07  20:00:00,193353903.67045996,193353903.67045996 
 04/07  21:00:00,204465981.37033606,204465981.37033606 
 04/07  22:00:00,133291636.18313839,133291636.18313839 
 04/07  23:00:00,129029172.75466412,129029172.75466412 
 04/07  24:00:00,81720124.37289679,81720124.37289676 
 04/08  01:00:00,81720124.37289679,81720124.37289676 
 04/08  02:00:00,81720124.37289679,81720124.37289676 
 04/08  03:00:00,81720124.37289679,81720124.37289676 
 04/08  04:00:00,81720124.37289679,81720124.37289676 
 04/08  05:00:00,81720124.37289679,81720124.37289676 
 04/08  06:00:00,157660341.07302517,157660341.0730252 
 04/08  07:00:00,251087460.22695988,250997686.69714952 
 04/08  08:00:00,283054037.839191,281172566.85818785 
 04/08  09:00:00,265487131.54381663,259579592.98276234 
 04/08  10:00:00,239667124.33367246,225856038.7311604 
 04/08  11:00:00,221010852.74838203,197009980.88477105 
 04/08  12:00:00,163613896.15198094,137234521.5697696 
 04/08  13:00:00,158292438.00356987,132205651.84278551 
 04/08  14:00:00,146321787.35856974,117574466.08396411 
 04/08  15:00:00,143678270.10487133,108192794.5278422 
 04/08  16:00:00,148124313.3800287,105005325.82858397 
 04/08  17:00:00,120041258.88019162,85598062.43986262 
 04/08  18:00:00,91286962.92803968,74695484.47749943 
 04/08  19:00:00,78283129.96404566,75510300.65395252 
 04/08  20:00:00,84177412.37289679,84177412.37289679 
 04/08  21:00:00,84177412.37289679,84177412.37289679 
 04/08  22:00:00,84177412.37289679,84177412.37289679 
 04/08  23:00:00,84177412.37289679,84177412.37289679 
 04/08  24:00:00,81720124.37289679,81720124.37289676 
 04/09  01:00:00,81720124.37289679,81720124.37289676 
 04/09  02:00:00,81720124.37289679,81720124.37289676 
 04/09  03:00:00,81720124.37289679,81720124.37289676 
 04/09  04:00:00,81720124.37289679,81720124.37289676 
 04/09  05:00:00,81720124.37289679,81720124.37289676 
 04/09  06:00:00,101276866.9296403,101190896.34173647 
 04/09  07:00:00,91472285.89063093,87477312.17910054 
 04/09  08:00:00,91285521.35710485,72393236.94748318 
 04/09  09:00:00,91285519.75958124,52735948.81432729 
 04/09  10:00:00,91285519.75958124,33875774.47303792 
 04/09  11:00:00,91285519.75958124,19107436.02226608 
 04/09  12:00:00,91285519.75958124,8942435.271427365 
 04/09  13:00:00,91285519.75958124,5571290.329081429 
 04/09  14:00:00,95692491.73293237,15209820.444461213 
 04/09  15:00:00,95702872.49332686,23982116.564185344 
 04/09  16:00:00,96937597.49821956,37683527.85775485 
 04/09  17:00:00,102157255.85897857,61712894.44589575 
 04/09  18:00:00,85302354.05000338,67023957.98299746 
 04/09  19:00:00,82759763.21966527,80087453.696715 
 04/09  20:00:00,84177412.37289679,84177412.37289679 
 04/09  21:00:00,84177412.37289679,84177412.37289679 
 04/09  22:00:00,84177412.37289679,84177412.37289679 
 04/09  23:00:00,84177412.37289679,84177412.37289679 
 04/09  24:00:00,104518602.63261475,104518602.63261475 
 04/10  01:00:00,104518602.63261475,104518602.63261475 
 04/10  02:00:00,104518602.63261475,104518602.63261475 
 04/10  03:00:00,104518602.63261475,104518602.63261475 
 04/10  04:00:00,104518602.63261475,104518602.63261475 
 04/10  05:00:00,105557289.23510107,105557289.23510107 
 04/10  06:00:00,211398918.43080074,211251325.18776396 
 04/10  07:00:00,314987139.6228283,310538580.05399466 
 04/10  08:00:00,387781763.14278936,367952337.0713614 
 04/10  09:00:00,366173924.2537255,327757964.45070344 
 04/10  10:00:00,361774545.90576166,309935571.43830276 
 04/10  11:00:00,374763749.35748804,309371181.8039726 
 04/10  12:00:00,357228569.268288,278314021.6704359 
 04/10  13:00:00,400617880.2806979,317369832.39427775 
 04/10  14:00:00,405492243.1982765,325607996.5626591 
 04/10  15:00:00,427677366.7568567,357242249.2433779 
 04/10  16:00:00,442196189.946799,386085053.688526 
 04/10  17:00:00,289682797.3556868,252288004.4218659 
 04/10  18:00:00,211688690.55601764,195913939.55780795 
 04/10  19:00:00,196353809.1666263,193361677.2794321 
 04/10  20:00:00,187625631.82603484,187625631.82603484 
 04/10  21:00:00,181857841.1053773,181857841.10537732 
 04/10  22:00:00,133291636.18313839,133291636.18313839 
 04/10  23:00:00,129029172.75466412,129029172.75466412 
 04/10  24:00:00,104518602.63261475,104518602.63261475 
 04/11  01:00:00,104518602.63261475,104518602.63261475 
 04/11  02:00:00,104518602.63261475,104518602.63261475 
 04/11  03:00:00,104518602.63261475,104518602.63261475 
 04/11  04:00:00,104518602.63261475,104518602.63261475 
 04/11  05:00:00,105557289.23510107,105557289.23510107 
 04/11  06:00:00,148273780.04974228,148125817.52711785 
 04/11  07:00:00,232462482.83864516,227624077.70346266 
 04/11  08:00:00,370808871.0591284,350701694.6382835 
 04/11  09:00:00,362766100.33990186,327926980.769866 
 04/11  10:00:00,358737482.03363955,314415086.4224234 
 04/11  11:00:00,368977549.5406206,316537215.42614365 
 04/11  12:00:00,361252903.95226437,297414772.3460585 
 04/11  13:00:00,383911278.35634756,308893267.77711976 
 04/11  14:00:00,385831922.7117992,308552469.75997925 
 04/11  15:00:00,397988743.9339257,327655026.36149 
 04/11  16:00:00,404338292.498323,348742129.8300355 
 04/11  17:00:00,258577681.06459156,220957731.97031087 
 04/11  18:00:00,190245903.014764,172510842.94983703 
 04/11  19:00:00,183423076.35691184,180589235.34176174 
 04/11  20:00:00,177938823.1160734,177938823.1160734 
 04/11  21:00:00,177311908.07418424,177311908.07418427 
 04/11  22:00:00,133291636.18313839,133291636.18313839 
 04/11  23:00:00,129029172.75466412,129029172.75466412 
 04/11  24:00:00,104518602.63261475,104518602.63261475 
 04/12  01:00:00,104518602.63261475,104518602.63261475 
 04/12  02:00:00,104518602.63261475,104518602.63261475 
 04/12  03:00:00,104518602.63261475,104518602.63261475 
 04/12  04:00:00,104518602.63261475,104518602.63261475 
 04/12  05:00:00,105557289.23510107,105557289.23510107 
 04/12  06:00:00,154003304.36667573,153821545.5737671 
 04/12  07:00:00,244838030.29648978,239913397.80156127 
 04/12  08:00:00,371640638.4565739,352519924.6767052 
 04/12  09:00:00,365597205.1993154,329323823.64569837 
 04/12  10:00:00,371048893.03435975,314987914.9633935 
 04/12  11:00:00,392117294.4068546,319563968.256064 
 04/12  12:00:00,367076941.92775977,287874565.4033496 
 04/12  13:00:00,418222719.97783303,342528163.837158 
 04/12  14:00:00,429465996.9887862,362402455.04753524 
 04/12  15:00:00,442466019.2310684,387749169.44500464 
 04/12  16:00:00,437696176.6171562,400566600.619515 
 04/12  17:00:00,262609007.21950334,238865937.79627138 
 04/12  18:00:00,189478263.71482405,175597709.93096247 
 04/12  19:00:00,185965675.77612153,181840426.90927857 
 04/12  20:00:00,181817862.95066008,181817862.95066008 
 04/12  21:00:00,179948189.4307819,179948189.43078196 
 04/12  22:00:00,133291636.18313839,133291636.18313839 
 04/12  23:00:00,129029172.75466412,129029172.75466412 
 04/12  24:00:00,104518602.63261475,104518602.63261475 
 04/13  01:00:00,104518602.63261475,104518602.63261475 
 04/13  02:00:00,104518602.63261475,104518602.63261475 
 04/13  03:00:00,104518602.63261475,104518602.63261475 
 04/13  04:00:00,104518602.63261475,104518602.63261475 
 04/13  05:00:00,105557289.23510107,105557289.23510107 
 04/13  06:00:00,146690503.42300275,146554024.9839887 
 04/13  07:00:00,178726412.1753325,173973118.066914 
 04/13  08:00:00,353215580.04359084,333565330.4970588 
 04/13  09:00:00,375449590.89856213,339186078.4187663 
 04/13  10:00:00,395056131.41903,347486356.809479 
 04/13  11:00:00,405228838.41451275,346362453.3829685 
 04/13  12:00:00,391006743.1717778,325727405.664383 
 04/13  13:00:00,442145743.7454389,383761338.810578 
 04/13  14:00:00,442906625.94855905,388364543.1342197 
 04/13  15:00:00,456483644.681377,404795757.38501704 
 04/13  16:00:00,457556253.1855211,413912236.27525264 
 04/13  17:00:00,287180813.59877527,255826884.6438453 
 04/13  18:00:00,191108055.7665234,175273557.56626943 
 04/13  19:00:00,168479869.11373028,164950596.13810965 
 04/13  20:00:00,166348130.25945577,166348130.25945577 
 04/13  21:00:00,166243013.48136193,166243013.48136193 
 04/13  22:00:00,133291636.18313839,133291636.18313839 
 04/13  23:00:00,129029172.75466412,129029172.75466412 
 04/13  24:00:00,104518602.63261475,104518602.63261475 
 04/14  01:00:00,104518602.63261475,104518602.63261475 
 04/14  02:00:00,104518602.63261475,104518602.63261475 
 04/14  03:00:00,104518602.63261475,104518602.63261475 
 04/14  04:00:00,104518602.63261475,104518602.63261475 
 04/14  05:00:00,105557289.23510107,105557289.23510107 
 04/14  06:00:00,188697508.45745543,188551520.90870702 
 04/14  07:00:00,209556855.64317402,206532531.1844467 
 04/14  08:00:00,416138344.0783842,404284266.1241314 
 04/14  09:00:00,427031033.50826347,400941402.237624 
 04/14  10:00:00,446559310.8740764,409343948.8284906 
 04/14  11:00:00,479576737.47183514,438754793.5814377 
 04/14  12:00:00,412302943.5537443,374340332.3627132 
 04/14  13:00:00,416526168.3283046,377397981.40128213 
 04/14  14:00:00,398658793.13010013,360626589.7878495 
 04/14  15:00:00,418080699.4674717,393657550.24498904 
 04/14  16:00:00,408888668.98195785,396599345.40519536 
 04/14  17:00:00,234444219.81676123,228597356.48289603 
 04/14  18:00:00,154462851.5425458,150503370.34869385 
 04/14  19:00:00,157432063.42329466,156118124.86608234 
 04/14  20:00:00,155408668.19965416,155408668.19965416 
 04/14  21:00:00,155343990.45749918,155343990.45749918 
 04/14  22:00:00,133291636.18313839,133291636.18313839 
 04/14  23:00:00,129029172.75466412,129029172.75466412 
 04/14  24:00:00,81720124.37289679,81720124.37289676 
 04/15  01:00:00,81720124.37289679,81720124.37289676 
 04/15  02:00:00,81720124.37289679,81720124.37289676 
 04/15  03:00:00,81720124.37289679,81720124.37289676 
 04/15  04:00:00,81720124.37289679,81720124.37289676 
 04/15  05:00:00,81720124.37289679,81720124.37289676 
 04/15  06:00:00,145270214.5637958,145270214.56379583 
 04/15  07:00:00,187026975.4302273,187006632.5502885 
 04/15  08:00:00,237436024.9384982,236296512.2586714 
 04/15  09:00:00,240996945.45824865,236981732.8386156 
 04/15  10:00:00,231093148.14743516,222377776.9576881 
 04/15  11:00:00,221096501.49967697,208917997.60829955 
 04/15  12:00:00,159747582.3290401,143970156.39117616 
 04/15  13:00:00,152232678.23283178,129078381.54290882 
 04/15  14:00:00,137722205.27390158,104681966.44558361 
 04/15  15:00:00,138195153.15125763,107752059.03473601 
 04/15  16:00:00,146104071.46295458,127107859.26699786 
 04/15  17:00:00,110080716.4368588,97092894.14970475 
 04/15  18:00:00,91309745.37580767,82847879.41823722 
 04/15  19:00:00,76876225.61197647,73502931.9509476 
 04/15  20:00:00,84177412.37289679,84177412.37289679 
 04/15  21:00:00,84177412.37289679,84177412.37289679 
 04/15  22:00:00,84177412.37289679,84177412.37289679 
 04/15  23:00:00,84177412.37289679,84177412.37289679 
 04/15  24:00:00,81720124.37289679,81720124.37289676 
 04/16  01:00:00,81720124.37289679,81720124.37289676 
 04/16  02:00:00,81720124.37289679,81720124.37289676 
 04/16  03:00:00,81720124.37289679,81720124.37289676 
 04/16  04:00:00,81720124.37289679,81720124.37289676 
 04/16  05:00:00,81720124.37289679,81720124.37289676 
 04/16  06:00:00,98927385.88107507,98663823.83388697 
 04/16  07:00:00,91380771.53081675,84867423.53868122 
 04/16  08:00:00,91285519.75958124,65886726.609750144 
 04/16  09:00:00,91285519.75958124,45985844.91717063 
 04/16  10:00:00,91285519.75958124,30380136.590985958 
 04/16  11:00:00,91285519.75958124,17547897.98519057 
 04/16  12:00:00,91285519.75958124,12921721.019093912 
 04/16  13:00:00,91285519.75958124,12718988.140174672 
 04/16  14:00:00,91285519.75958124,16905092.5748734 
 04/16  15:00:00,91285519.75958124,22423591.098333947 
 04/16  16:00:00,95412090.63349506,33973502.82416636 
 04/16  17:00:00,101298856.28595513,58828595.0349191 
 04/16  18:00:00,84455118.92177139,63898111.54338969 
 04/16  19:00:00,81973397.90965989,77255488.88067837 
 04/16  20:00:00,84177412.37289679,84177412.37289679 
 04/16  21:00:00,84177412.37289679,84177412.37289679 
 04/16  22:00:00,84177412.37289679,84177412.37289679 
 04/16  23:00:00,84177412.37289679,84177412.37289679 
 04/16  24:00:00,104518602.63261475,104518602.63261475 
 04/17  01:00:00,104518602.63261475,104518602.63261475 
 04/17  02:00:00,104518602.63261475,104518602.63261475 
 04/17  03:00:00,104518602.63261475,104518602.63261475 
 04/17  04:00:00,104518602.63261475,104518602.63261475 
 04/17  05:00:00,119434325.76333144,119434325.76333144 
 04/17  06:00:00,302998038.68501616,302753609.7708472 
 04/17  07:00:00,377475790.889865,370738021.76499784 
 04/17  08:00:00,421947252.7909188,396006498.60872847 
 04/17  09:00:00,381935184.40903026,334944907.6709034 
 04/17  10:00:00,359770444.5067401,295427674.9366019 
 04/17  11:00:00,364903993.02227044,288608954.01082325 
 04/17  12:00:00,363372933.06059706,280658478.73558146 
 04/17  13:00:00,379586952.7141346,294410247.96842605 
 04/17  14:00:00,378685087.25376004,296867742.62890667 
 04/17  15:00:00,392881046.5807391,320517053.1568297 
 04/17  16:00:00,405443297.0548383,346570057.1310822 
 04/17  17:00:00,264550870.73204574,223468133.2477861 
 04/17  18:00:00,196451324.17159665,176666760.64826468 
 04/17  19:00:00,183415684.2323142,180061839.75262526 
 04/17  20:00:00,178936995.30136383,178936995.30136383 
 04/17  21:00:00,178240549.52205104,178240549.522051 
 04/17  22:00:00,133291636.18313839,133291636.18313839 
 04/17  23:00:00,129029172.75466412,129029172.75466412 
 04/17  24:00:00,104518602.63261475,104518602.63261475 
 04/18  01:00:00,104518602.63261475,104518602.63261475 
 04/18  02:00:00,104518602.63261475,104518602.63261475 
 04/18  03:00:00,104518602.63261475,104518602.63261475 
 04/18  04:00:00,104518602.63261475,104518602.63261475 
 04/18  05:00:00,105557289.23510107,105557289.23510107 
 04/18  06:00:00,148629093.24837688,148251927.45209315 
 04/18  07:00:00,236247364.2493256,230185984.7250266 
 04/18  08:00:00,367151259.34558725,347477012.5011046 
 04/18  09:00:00,360051033.8469909,326086585.75096536 
 04/18  10:00:00,360220389.9876118,314901315.412516 
 04/18  11:00:00,371092896.4897323,320106997.2659507 
 04/18  12:00:00,352445239.0719884,297015450.50958467 
 04/18  13:00:00,384465833.8717168,323797875.7571401 
 04/18  14:00:00,390490850.4510312,325675568.8950558 
 04/18  15:00:00,409246684.3826079,346614711.8027278 
 04/18  16:00:00,415648265.5982659,365861631.8185693 
 04/18  17:00:00,261843489.96966985,229430079.62887886 
 04/18  18:00:00,184593726.87300345,169120774.00864655 
 04/18  19:00:00,179459673.15240186,176266797.6263233 
 04/18  20:00:00,176095450.84083068,176095450.8408307 
 04/18  21:00:00,175668064.12969726,175668064.12969726 
 04/18  22:00:00,133291636.18313839,133291636.18313839 
 04/18  23:00:00,129029172.75466412,129029172.75466412 
 04/18  24:00:00,104518602.63261475,104518602.63261475 
 04/19  01:00:00,104518602.63261475,104518602.63261475 
 04/19  02:00:00,104518602.63261475,104518602.63261475 
 04/19  03:00:00,104518602.63261475,104518602.63261475 
 04/19  04:00:00,104518602.63261475,104518602.63261475 
 04/19  05:00:00,105557289.23510107,105557289.23510107 
 04/19  06:00:00,157435424.6506049,157185921.80790767 
 04/19  07:00:00,250617121.31216636,243324568.0295239 
 04/19  08:00:00,379223949.9209686,351496285.79934037 
 04/19  09:00:00,372796269.98567104,323168623.3025756 
 04/19  10:00:00,373418227.4185631,305962165.0844915 
 04/19  11:00:00,390248960.50405514,310037137.4050468 
 04/19  12:00:00,377292718.7456717,289720449.87094295 
 04/19  13:00:00,404263892.63847363,314886376.5782064 
 04/19  14:00:00,407337456.6345104,321534135.4699376 
 04/19  15:00:00,424817417.9343315,348185827.73554266 
 04/19  16:00:00,435663958.9758352,373433962.48077554 
 04/19  17:00:00,281899503.5224654,238289561.79284674 
 04/19  18:00:00,200565127.297127,179270170.78873587 
 04/19  19:00:00,184121297.77383614,180543614.32273594 
 04/19  20:00:00,176776846.38012543,176776846.38012543 
 04/19  21:00:00,175252217.00283304,175252217.00283304 
 04/19  22:00:00,133291636.18313839,133291636.18313839 
 04/19  23:00:00,129029172.75466412,129029172.75466412 
 04/19  24:00:00,104518602.63261475,104518602.63261475 
 04/20  01:00:00,104518602.63261475,104518602.63261475 
 04/20  02:00:00,104518602.63261475,104518602.63261475 
 04/20  03:00:00,104518602.63261475,104518602.63261475 
 04/20  04:00:00,104518602.63261475,104518602.63261475 
 04/20  05:00:00,105557289.23510107,105557289.23510107 
 04/20  06:00:00,151679026.94536814,151434970.0385528 
 04/20  07:00:00,237487617.41951677,229989644.81258607 
 04/20  08:00:00,379528299.9397887,351142147.776457 
 04/20  09:00:00,381441817.3673844,331923125.1063484 
 04/20  10:00:00,390260215.0607402,326098675.8777072 
 04/20  11:00:00,411866741.16402245,338444643.64392334 
 04/20  12:00:00,382264043.85075194,299821719.1386378 
 04/20  13:00:00,437583427.11862487,353159702.30388415 
 04/20  14:00:00,447304737.02415496,367139846.1604154 
 04/20  15:00:00,483931581.14066577,412720821.5630808 
 04/20  16:00:00,508639278.66767657,451742485.83532757 
 04/20  17:00:00,316963959.4333298,277676905.11135906 
 04/20  18:00:00,230106673.5232041,210213151.55579388 
 04/20  19:00:00,197007479.1711262,193420003.64851728 
 04/20  20:00:00,184956576.0358124,184956576.0358124 
 04/20  21:00:00,181226540.7140986,181226540.7140986 
 04/20  22:00:00,133291636.18313839,133291636.18313839 
 04/20  23:00:00,129029172.75466412,129029172.75466412 
 04/20  24:00:00,104518602.63261475,104518602.63261475 
 04/21  01:00:00,104518602.63261475,104518602.63261475 
 04/21  02:00:00,104518602.63261475,104518602.63261475 
 04/21  03:00:00,104518602.63261475,104518602.63261475 
