Date/Time,BATIMENT0000000240881546_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240881546_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/01  01:00:00,1339234.9899799856,2125684.915983972 
 01/01  02:00:00,1697012.0914677493,2629640.085119089 
 01/01  03:00:00,1901048.8601778198,2906219.6069326485 
 01/01  04:00:00,2041872.3525233262,3112024.7586089694 
 01/01  05:00:00,2150303.0306540737,3264750.078757445 
 01/01  06:00:00,2300657.7958425437,3468422.9246662455 
 01/01  07:00:00,2380358.4468773063,3590295.833988756 
 01/01  08:00:00,2479088.165221036,3736930.407024053 
 01/01  09:00:00,2656540.3240935896,3971094.2685194355 
 01/01  10:00:00,2658576.630212476,3920677.991670846 
 01/01  11:00:00,1649410.3374572662,2463469.3398696566 
 01/01  12:00:00,255236.11091780767,473289.9120746166 
 01/01  13:00:00,0.0,0.0 
 01/01  14:00:00,0.0,0.0 
 01/01  15:00:00,0.0,0.0 
 01/01  16:00:00,0.0,0.0 
 01/01  17:00:00,0.0,0.0 
 01/01  18:00:00,0.0,85842.40708551517 
 01/01  19:00:00,202084.5659743849,591327.4514860052 
 01/01  20:00:00,491307.9992962899,941536.1468362594 
 01/01  21:00:00,677971.5163258603,1172584.830676856 
 01/01  22:00:00,789356.3978860606,1318381.1098269378 
 01/01  23:00:00,912048.5211257096,1514427.276928423 
 01/01  24:00:00,999628.3866884391,1649199.7391218622 
 01/02  01:00:00,1080235.0614501615,1732157.760944407 
 01/02  02:00:00,1131603.754479179,1774178.2777646761 
 01/02  03:00:00,1254848.2477951185,1912407.4706768238 
 01/02  04:00:00,1447892.6740678435,2131193.1712852353 
 01/02  05:00:00,1641517.0058056582,2352343.945274105 
 01/02  06:00:00,1787978.059279024,2534812.5285140737 
 01/02  07:00:00,1830132.1203747126,2587621.1034270455 
 01/02  08:00:00,1909303.7852547409,2683515.3495409396 
 01/02  09:00:00,2044659.3576201894,2848096.9177523684 
 01/02  10:00:00,2076053.0006974572,2837224.114579332 
 01/02  11:00:00,1725364.8626057315,2216586.095043486 
 01/02  12:00:00,1001624.1207157916,1092417.4573735378 
 01/02  13:00:00,468589.62188743026,277504.2510138592 
 01/02  14:00:00,902978.5721320254,888611.6829306572 
 01/02  15:00:00,1480057.7360583674,1714348.9370109688 
 01/02  16:00:00,2000396.418059015,2467724.2591652917 
 01/02  17:00:00,2391783.4800984752,3069228.365466047 
 01/02  18:00:00,3075119.728067389,4038746.894537229 
 01/02  19:00:00,3438876.5132383327,4470342.5223831255 
 01/02  20:00:00,3605943.889190011,4681966.132780081 
 01/02  21:00:00,3714881.8271987373,4828506.9943386745 
 01/02  22:00:00,3948571.6930295685,5108152.9995043855 
 01/02  23:00:00,4211164.260334373,5425388.468313156 
 01/02  24:00:00,4504123.166994993,5803917.958407885 
 01/03  01:00:00,4818174.103826483,6223398.129851429 
 01/03  02:00:00,5107175.441021952,6759873.66759005 
 01/03  03:00:00,5358703.986590242,7145694.527427732 
 01/03  04:00:00,5538889.640225777,7407658.157946616 
 01/03  05:00:00,5662986.088633732,7597867.541603222 
 01/03  06:00:00,5728625.205385045,7718477.416859103 
 01/03  07:00:00,5799639.407096396,7846821.466826931 
 01/03  08:00:00,5858647.361926196,7949260.800862988 
 01/03  09:00:00,5918415.50939366,8038088.705101449 
 01/03  10:00:00,5877999.552869692,7964609.985133564 
 01/03  11:00:00,5611976.116055598,7438306.19230046 
 01/03  12:00:00,5104612.309615202,6407275.504155566 
 01/03  13:00:00,4484156.51038394,5290554.28662717 
 01/03  14:00:00,3981569.7406559903,4578671.589607869 
 01/03  15:00:00,3487485.1334002847,3958322.7940589404 
 01/03  16:00:00,2872547.140952248,3338668.35386317 
 01/03  17:00:00,3035338.3277509557,4022797.9567840146 
 01/03  18:00:00,4865112.213507411,6836778.384076251 
 01/03  19:00:00,5648837.42687407,7909402.865795982 
 01/03  20:00:00,5860200.712455698,8255871.043063724 
 01/03  21:00:00,6179232.209720934,8702808.750886256 
 01/03  22:00:00,6564955.392185396,9240729.830004191 
 01/03  23:00:00,6712667.921284198,9525302.068004882 
 01/03  24:00:00,7105163.254067537,10163258.530654175 
 01/04  01:00:00,7623550.023940927,10869839.806619285 
 01/04  02:00:00,7997019.361963181,11322982.809352994 
 01/04  03:00:00,8224960.0326296035,11428606.755670149 
 01/04  04:00:00,8339006.555667997,11431633.848794622 
 01/04  05:00:00,8469804.734583275,11607086.852067096 
 01/04  06:00:00,8615622.776897833,11784350.498049537 
 01/04  07:00:00,8761391.542360285,11960994.428489953 
 01/04  08:00:00,8781917.055294335,11994595.855791133 
 01/04  09:00:00,8783230.367689716,11980442.237930749 
 01/04  10:00:00,8688776.793207055,11711621.545189992 
 01/04  11:00:00,7956166.293569392,10329669.445799166 
 01/04  12:00:00,6829929.226803742,8426260.857951006 
 01/04  13:00:00,5398703.022542404,6160711.63582968 
 01/04  14:00:00,4406417.441438258,4783400.513949771 
 01/04  15:00:00,3731630.6560541065,3985501.926119596 
 01/04  16:00:00,3153453.0099103376,3427443.012556291 
 01/04  17:00:00,2954427.715543725,3605394.351923376 
 01/04  18:00:00,4500011.498142941,6043137.160301531 
 01/04  19:00:00,4900219.953561458,6581470.36729292 
 01/04  20:00:00,5156355.485347845,6934501.61743432 
 01/04  21:00:00,5171981.43845376,6999991.117771698 
 01/04  22:00:00,5246976.258180564,7137471.151580457 
 01/04  23:00:00,5240054.461163751,7160483.471172916 
 01/04  24:00:00,5180632.593584912,7098777.951635442 
 01/05  01:00:00,5359468.682278181,7346897.537524067 
 01/05  02:00:00,5444061.203046364,7488762.240802759 
 01/05  03:00:00,5425174.074096613,7491614.988561502 
 01/05  04:00:00,5476809.090285923,7578064.139453727 
 01/05  05:00:00,5487379.769489381,7602893.030195688 
 01/05  06:00:00,5477289.227021711,7595396.402082251 
 01/05  07:00:00,5487984.844148611,7616212.020915386 
 01/05  08:00:00,5527564.355565126,7674129.317780453 
 01/05  09:00:00,5470747.830616535,7606589.198470073 
 01/05  10:00:00,5324153.481089893,7391073.90338264 
 01/05  11:00:00,5051238.750158098,6915057.9605775345 
 01/05  12:00:00,4539763.690012135,6076587.578109377 
 01/05  13:00:00,4102189.272789955,5432294.312056164 
 01/05  14:00:00,3591432.7773475153,4600118.582539255 
 01/05  15:00:00,3221118.325756092,4113712.5088369926 
 01/05  16:00:00,3066611.506213443,4047397.252377708 
