Date/Time,BATIMENT0000000240880079_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880079_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/01  01:00:00,772124.7320060735,1125622.7010559642 
 01/01  02:00:00,873108.4019009855,1279917.1784005603 
 01/01  03:00:00,923542.3277828654,1353852.8158911294 
 01/01  04:00:00,952257.1024908655,1404091.587458105 
 01/01  05:00:00,972356.7668724384,1437388.766011519 
 01/01  06:00:00,1011775.506933905,1493920.9564028482 
 01/01  07:00:00,1026789.2462251956,1522323.6787157243 
 01/01  08:00:00,1048029.2406654889,1559441.2842646912 
 01/01  09:00:00,1103205.6443667535,1635030.0949816334 
 01/01  10:00:00,1135934.7790809886,1660743.2975746598 
 01/01  11:00:00,961277.7616553016,1323964.1513567253 
 01/01  12:00:00,637390.6001058735,742155.1680023461 
 01/01  13:00:00,395043.12558607856,273272.3258636565 
 01/01  14:00:00,263775.3201990236,11945.328738595706 
 01/01  15:00:00,189897.08744595048,0.0 
 01/01  16:00:00,228783.38311482876,64094.51976476703 
 01/01  17:00:00,332351.50858948403,373795.0714851191 
 01/01  18:00:00,489082.3957667955,663881.9401321308 
 01/01  19:00:00,584833.5830318574,795863.1012141254 
 01/01  20:00:00,646308.3983472264,884882.0163728083 
 01/01  21:00:00,679080.1023524101,929602.530099005 
 01/01  22:00:00,684042.1018931214,943101.5538120134 
 01/01  23:00:00,686482.5164094161,972874.4020296596 
 01/01  24:00:00,683646.6778856943,986546.7492077246 
 01/02  01:00:00,686466.4634005327,984255.7026415773 
 01/02  02:00:00,684857.7286170258,973436.0890843645 
 01/02  03:00:00,708732.2522069314,998130.8019105672 
 01/02  04:00:00,765468.8511397588,1059123.4891945855 
 01/02  05:00:00,825384.3397729697,1123525.964233427 
 01/02  06:00:00,866127.74492369,1174322.378478323 
 01/02  07:00:00,871164.9714506741,1181495.339517016 
 01/02  08:00:00,888972.6155768824,1203071.6759299533 
 01/02  09:00:00,931344.2544686638,1255167.9081165101 
 01/02  10:00:00,946950.6377283912,1271831.300373243 
 01/02  11:00:00,881596.1163669446,1157610.4938655538 
 01/02  12:00:00,729913.7050944112,882060.3799548306 
 01/02  13:00:00,598991.4760397151,641724.6528240357 
 01/02  14:00:00,642307.691979222,814933.1395532165 
 01/02  15:00:00,804732.2965032137,1057741.011782414 
 01/02  16:00:00,972666.9133268108,1280812.8401161698 
 01/02  17:00:00,1106953.7194866026,1461402.9460675905 
 01/02  18:00:00,1404530.1978315657,1800070.6304485893 
 01/02  19:00:00,1543755.5552999254,1947234.5616148605 
 01/02  20:00:00,1597763.8862860673,2007801.402719264 
 01/02  21:00:00,1632488.5913431195,2047659.4726587087 
 01/02  22:00:00,1711603.059035326,2135816.5020462545 
 01/02  23:00:00,1802812.859873363,2239585.512080755 
 01/02  24:00:00,1914232.7533378005,2374730.936162471 
 01/03  01:00:00,2037276.5919354372,2527911.959210489 
 01/03  02:00:00,2096262.480088153,2688403.8871711227 
 01/03  03:00:00,2174950.5254894244,2814643.249585796 
 01/03  04:00:00,2238604.9993132004,2903275.058802405 
 01/03  05:00:00,2280976.448916831,2965404.3080549515 
 01/03  06:00:00,2301453.7481846516,3002863.7393237813 
 01/03  07:00:00,2322475.143789258,3041540.070811645 
 01/03  08:00:00,2341350.3905129065,3073942.9883809937 
 01/03  09:00:00,2361363.031676707,3102459.226135944 
 01/03  10:00:00,2348932.7915352117,3087416.8585760896 
 01/03  11:00:00,2271202.4974551243,2977263.9691992695 
 01/03  12:00:00,2129782.607354897,2767660.3376497007 
