Date/Time,BATIMENT0000000240881546_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240881546_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/01  01:00:00,1682306.1963948878,2660443.7597593283 
 01/01  02:00:00,1953993.4705154141,3079615.192359985 
 01/01  03:00:00,2090569.4716550848,3281906.96311194 
 01/01  04:00:00,2168879.7146441983,3420175.353099575 
 01/01  05:00:00,2225195.076464767,3514043.402702436 
 01/01  06:00:00,2330926.900243928,3668985.511846653 
 01/01  07:00:00,2371458.3844458507,3748749.9476886247 
 01/01  08:00:00,2431492.751100277,3855024.2922216356 
 01/01  09:00:00,2579052.1343511986,4064533.467844076 
 01/01  10:00:00,2669385.855744095,4151660.0930405664 
 01/01  11:00:00,2207149.033102409,3279527.5281793997 
 01/01  12:00:00,1268337.0063613737,1793213.808527494 
 01/01  13:00:00,410718.30678339174,661415.1749266587 
 01/01  14:00:00,10754.863436818414,33269.55342513684 
 01/01  15:00:00,0.0,0.0 
 01/01  16:00:00,84147.39227897226,0.0 
 01/01  17:00:00,449154.06588908227,694619.7102809253 
 01/01  18:00:00,862733.6870301211,1427023.5423180973 
 01/01  19:00:00,1130945.9238309416,1779175.3849483142 
 01/01  20:00:00,1304101.5522660615,2013659.2563268337 
 01/01  21:00:00,1400300.912766809,2131705.399346487 
 01/01  22:00:00,1420859.41554693,2164680.864827968 
 01/01  23:00:00,1437926.279638015,2245348.748222404 
 01/01  24:00:00,1438303.7011390901,2282151.537887192 
 01/02  01:00:00,1452368.1784325105,2276663.5875453795 
 01/02  02:00:00,1451764.6603614748,2245778.809550707 
 01/02  03:00:00,1520337.4470537063,2312715.456168339 
 01/02  04:00:00,1673240.755908446,2476717.1443437096 
 01/02  05:00:00,1829965.9814024144,2646254.4668480824 
 01/02  06:00:00,1936921.8146833666,2780635.6663221493 
 01/02  07:00:00,1948373.6038799046,2796803.696488927 
 01/02  08:00:00,1998074.1401704117,2856654.6117270207 
 01/02  09:00:00,2110030.250498236,2997641.5208606897 
 01/02  10:00:00,2154541.455689167,3059050.068687512 
 01/02  11:00:00,1991068.753058459,2807433.2093847743 
 01/02  12:00:00,1569062.009751366,2136949.4724484333 
 01/02  13:00:00,1141894.0776663455,1595411.9741632706 
 01/02  14:00:00,1328396.2643288688,1979133.6060400018 
 01/02  15:00:00,1774807.813838526,2577831.404624821 
 01/02  16:00:00,2212961.3745476133,3144103.716363604 
 01/02  17:00:00,2561544.58110135,3603874.9638109384 
 01/02  18:00:00,3205837.8723188257,4367758.813320271 
 01/02  19:00:00,3562316.3401517994,4755242.2982203625 
 01/02  20:00:00,3712726.03614947,4926581.442320565 
 01/02  21:00:00,3806408.956106426,5036793.0027299905 
 01/02  22:00:00,4027613.250969813,5286030.386477822 
 01/02  23:00:00,4279976.863612478,5578187.95450446 
 01/02  24:00:00,4563549.475657277,5934623.947126217 
 01/03  01:00:00,4869336.606017693,6335032.849202355 
 01/03  02:00:00,5083904.1257661125,6825552.554838743 
 01/03  03:00:00,5305312.023162225,7187457.662940808 
 01/03  04:00:00,5472064.798897109,7433486.983828204 
 01/03  05:00:00,5583530.3694344815,7608545.311278105 
 01/03  06:00:00,5638113.108162604,7717754.7759022545 
 01/03  07:00:00,5696148.34093297,7831994.950934197 
 01/03  08:00:00,5747070.077220058,7926898.874017557 
 01/03  09:00:00,5801063.166433213,8010634.830827403 
 01/03  10:00:00,5768949.885633278,7981690.689635079 
 01/03  11:00:00,5573789.178166906,7734578.827899327 
 01/03  12:00:00,5221721.899721942,7270297.061227499 
 01/03  13:00:00,4789861.27351466,6723128.916714405 
 01/03  14:00:00,4467262.344276542,6259673.603197449 
 01/03  15:00:00,4251964.312521622,5851125.791960455 
 01/03  16:00:00,4141723.2733764444,5469249.779722091 
 01/03  17:00:00,4314893.764775446,6011761.5174035905 
 01/03  18:00:00,5039571.737373775,7420661.2076537 
 01/03  19:00:00,5725245.37669358,8354508.589887971 
 01/03  20:00:00,5882855.39544946,8616017.745281829 
 01/03  21:00:00,6147776.7212247765,8984469.43731192 
 01/03  22:00:00,6488304.646295159,9457101.580884626 
 01/03  23:00:00,6589736.265883185,9680788.078372642 
 01/03  24:00:00,6927405.485455744,10258624.260163233 
 01/04  01:00:00,7419458.84293542,10925042.89952611 
 01/04  02:00:00,7785568.799875597,11350482.736390516 
 01/04  03:00:00,8046142.917417439,11450074.768217605 
 01/04  04:00:00,8188996.186695413,11447052.463540599 
 01/04  05:00:00,8308811.9889528155,11601394.294590652 
 01/04  06:00:00,8451686.757670455,11767253.458002068 
 01/04  07:00:00,8593647.123517219,11932056.810852628 
 01/04  08:00:00,8610113.198725764,11956357.064149888 
 01/04  09:00:00,8612702.015842825,11948255.388872193 
 01/04  10:00:00,8567316.963423377,11861716.75544217 
 01/04  11:00:00,7994672.55966558,11073709.03643352 
 01/04  12:00:00,7141239.922437251,9852710.28661286 
 01/04  13:00:00,6044608.592555867,8263991.887749675 
 01/04  14:00:00,5201881.148642641,7119712.643164273 
 01/04  15:00:00,4693083.335190256,6349412.295005836 
 01/04  16:00:00,4461130.324078157,5813518.081138413 
 01/04  17:00:00,4478637.830572304,5911635.190927268 
 01/04  18:00:00,4824009.244153079,6812929.686394362 
 01/04  19:00:00,5139732.20038695,7201121.838874534 
 01/04  20:00:00,5340467.285479923,7449900.999550624 
 01/04  21:00:00,5309927.759644996,7430996.272065514 
