Date/Time,RELATION_12628571_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12628571_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12628571_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12628571_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12628571_F4_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),RELATION_12628571_F5_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
 01/01  01:00:00,25297695.55296319,25192270.236494333,25323136.456557788,25599693.609091975,27496298.077310476,51907358.65750693 
 01/01  02:00:00,26416115.72833467,26357340.80979217,26483927.127473477,26758672.01797584,28713880.826861385,54193103.40335412 
 01/01  03:00:00,26519445.6638353,26481122.82652198,26605050.587914888,26877627.594419874,28846126.268299058,54394646.809950694 
 01/01  04:00:00,26948944.80594461,26938717.10299074,27061585.588603552,27333586.76584478,29327390.292810667,55199375.43535453 
 01/01  05:00:00,27349050.872400016,27371309.40424181,27497037.142339736,27770610.890598368,29784859.15618144,55880898.174878374 
 01/01  06:00:00,27242339.622347176,27272639.287531063,27393171.877076276,27662803.176015586,29682284.866896514,55755346.34046679 
 01/01  07:00:00,27151337.709326975,27187494.507470593,27304908.779799644,27571837.247690484,29590187.67001803,55551620.44642297 
 01/01  08:00:00,27257623.344444588,27309918.042096872,27429077.13076555,27696540.595387533,29719321.32744084,55681690.09428328 
 01/01  09:00:00,27338257.970232815,27409642.95367416,27533009.773278248,27802528.004984647,29827069.076761186,55678618.04136353 
 01/01  10:00:00,26696534.02292914,26796096.254007407,26938105.5766311,27216926.16325111,29202337.503228858,53998131.37428189 
 01/01  11:00:00,24874641.5851644,25074534.21647959,25297523.736497432,25621572.754253738,27489076.78010139,48987811.45694439 
 01/01  12:00:00,21815255.947981536,22091161.161317192,22399009.94793015,22767797.293702647,24467600.659068897,41976574.490783006 
 01/01  13:00:00,19216847.396979474,19536418.335339464,19909636.216016613,20311885.465386793,21867084.878957145,36327473.9040858 
 01/01  14:00:00,18121622.5752582,18431586.158783287,18827231.17097033,19239237.91127237,20712165.70798956,33910264.43170771 
 01/01  15:00:00,16788868.09652752,17100293.560443863,17537164.283639252,17973053.04469271,19374764.097009037,31367416.849275544 
 01/01  16:00:00,13310609.498404926,13663650.379066044,14215087.118454669,14719969.08708509,16016651.725506246,25534282.846983645 
