Date/Time,BATIMENT0000000013365727_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000013365727_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000013365727_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/01  01:00:00,716192.5736196387,668317.3275475369,1244805.6512586707 
 01/01  02:00:00,803997.9471920169,760196.2012879627,1398701.411618358 
 01/01  03:00:00,848110.4559949113,806094.1887180216,1469635.1361463105 
 01/01  04:00:00,872120.8822531144,832102.3566443743,1518296.9867855974 
 01/01  05:00:00,889285.8213519336,850873.2254658007,1551115.6871927276 
 01/01  06:00:00,923813.816446915,887071.9659251177,1606098.553115542 
 01/01  07:00:00,936171.6743146783,900939.8363328114,1633825.8174494188 
 01/01  08:00:00,953976.5796368414,920328.4561223835,1670504.5456416002 
 01/01  09:00:00,1003757.516072307,971739.3316921869,1746483.3404959117 
 01/01  10:00:00,1039229.9156892339,1005940.048067668,1778728.7827505511 
 01/01  11:00:00,899151.7955821649,858647.8250865081,1481671.4995366617 
 01/01  12:00:00,632991.8298250712,588247.2452189828,945308.8696915127 
 01/01  13:00:00,413628.83204438223,366836.5318599459,522472.48721878655 
 01/01  14:00:00,274760.173150546,228682.34006874994,258414.88375921946 
 01/01  15:00:00,208374.71068612288,159076.38644394177,172568.3945973611 
 01/01  16:00:00,244797.63113091505,190764.73108005704,309592.1832940796 
 01/01  17:00:00,340230.93750549457,281105.92800508026,574042.7360240105 
 01/01  18:00:00,468296.1712732777,413682.701128884,822403.5220763246 
 01/01  19:00:00,554827.6240048484,500752.242166636,945232.7096502474 
 01/01  20:00:00,609905.7785446167,556487.8485596903,1025937.7502127638 
 01/01  21:00:00,640239.103220823,586529.6135426853,1062802.9805819571 
